onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1.0	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
27.5589090909	n/a	6889.7273	show_face_initial	scrambled_face	first_show	1	n/a	17	s044.bmp
28.2207272727	n/a	7055.1818	left_press	n/a	n/a	1	n/a	256	n/a
28.4352727273	n/a	7108.8182	show_circle	n/a	n/a	1	n/a	0	circle.bmp
30.1352727273	n/a	7533.8182	show_cross	n/a	n/a	2	n/a	1	cross.bmp
30.7489090909	n/a	7687.2273	show_face	scrambled_face	immediate_repeat	2	1	18	s044.bmp
31.3243636364	n/a	7831.0909	left_press	n/a	n/a	2	n/a	256	n/a
31.6498181818	n/a	7912.4545	show_circle	n/a	n/a	2	n/a	0	circle.bmp
33.3498181818	n/a	8337.4545	show_cross	n/a	n/a	3	n/a	1	cross.bmp
33.8398181818	n/a	8459.9545	show_face	unfamiliar_face	first_show	3	n/a	13	u055.bmp
34.6625454545	n/a	8665.6364	show_circle	n/a	n/a	3	n/a	0	circle.bmp
34.8761818182	n/a	8719.0455	right_press	n/a	n/a	3	n/a	4096	n/a
36.3625454545	n/a	9090.6364	show_cross	n/a	n/a	4	n/a	1	cross.bmp
36.9298181818	n/a	9232.4545	show_face	unfamiliar_face	first_show	4	n/a	13	u079.bmp
37.6543636364	n/a	9413.5909	left_press	n/a	n/a	4	n/a	256	n/a
37.938909090900005	n/a	9484.7273	show_circle	n/a	n/a	4	n/a	0	circle.bmp
39.6389090909	n/a	9909.7273	show_cross	n/a	n/a	5	n/a	1	cross.bmp
40.2207272727	n/a	10055.1818	show_face	unfamiliar_face	immediate_repeat	5	1	14	u079.bmp
40.698	n/a	10174.5	left_press	n/a	n/a	5	n/a	256	n/a
41.1752727273	n/a	10293.8182	show_circle	n/a	n/a	5	n/a	0	circle.bmp
42.8752727273	n/a	10718.8182	show_cross	n/a	n/a	6	n/a	1	cross.bmp
43.4289090909	n/a	10857.2273	show_face	famous_face	first_show	6	n/a	5	f121.bmp
44.0425454545	n/a	11010.6364	right_press	n/a	n/a	6	n/a	4096	n/a
44.27072727270001	n/a	11067.6818	show_circle	n/a	n/a	6	n/a	0	circle.bmp
45.9707272727	n/a	11492.6818	show_cross	n/a	n/a	7	n/a	1	cross.bmp
46.4689090909	n/a	11617.2273	show_face	famous_face	first_show	7	n/a	5	f033.bmp
47.2470909091	n/a	11811.7727	left_press	n/a	n/a	7	n/a	256	n/a
47.46163636359999	n/a	11865.4091	show_circle	n/a	n/a	7	n/a	0	circle.bmp
