onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1210
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1054
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1128
32.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1045
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	945
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	972
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	895
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1001
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	843
102.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	950
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	792
130.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	914
140.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	844
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	912
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	810
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	703
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	746
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	901
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	631
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	890
232.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	766
246.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	895
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	609
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	748
