onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	912
10.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	892
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	743
30.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	699
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	862
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	890
64.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	900
76.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	744
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	794
102.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	859
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	878
130.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	711
140.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	762
150.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	783
164.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	834
174.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	884
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	760
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	707
208.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	831
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	882
232.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	875
246.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	973
260.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1031
274.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	657
