onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	964
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	774
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	634
32.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	951
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	769
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	540
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	711
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	674
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	606
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	534
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	681
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	570
144.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	637
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	793
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	851
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	776
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	748
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	886
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	593
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	732
234.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	629
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	768
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	825
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	908
