onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	551
10.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	698
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	576
30.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	506
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	829
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	569
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	644
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	846
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	592
102.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	667
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	621
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	814
140.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	537
150.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	735
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	625
174.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	769
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	608
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	546
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	565
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	688
232.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	595
246.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	596
260.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	558
274.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	704
