onset	duration	trial_type	rating_par
1.006	5	att_neg	n/a
8.009	3	rating_par	2.067
13.004	5	att_neut	n/a
19.012	3	rating_par	-0.933
29.003	5	att_neg	n/a
37.002	3	rating_par	2.067
43.010	5	suppr_neg	n/a
49.017	3	rating_par	0.067
53.017	5	suppr_neg	n/a
60.004	3	rating_par	0.067
65.016	5	suppr_neg	n/a
71.007	3	rating_par	0.067
77.014	5	suppr_neg	n/a
84.001	3	rating_par	-0.933
89.013	5	att_neut	n/a
95.004	3	rating_par	-0.933
99.004	5	att_neg	n/a
105.011	3	rating_par	0.067
111.002	5	att_neg	n/a
119.002	3	rating_par	-0.933
127.017	5	suppr_neg	n/a
134.004	3	rating_par	-0.933
141.008	5	att_neut	n/a
147.015	3	rating_par	-0.933
151.015	5	att_neg	n/a
159.014	3	rating_par	1.067
170.017	5	att_neut	n/a
177.004	3	rating_par	-0.933
183.012	5	att_neg	n/a
190.015	3	rating_par	1.067
194.015	5	att_neut	n/a
201.001	3	rating_par	-0.933
205.018	5	att_neut	n/a
212.005	3	rating_par	-0.933
217.016	5	suppr_neg	n/a
223.008	3	rating_par	2.067
233.015	5	att_neut	n/a
241.014	3	rating_par	-0.933
248.018	5	att_neg	n/a
254.008	3	rating_par	2.067
259.004	5	suppr_neg	n/a
266.007	3	rating_par	-0.933
272.015	5	att_neut	n/a
280.014	3	rating_par	-0.933
285.009	5	att_neut	n/a
292.013	3	rating_par	-0.933
297.008	5	suppr_neg	n/a
305.007	3	rating_par	0.067
309.007	5	att_neg	n/a
316.010	3	rating_par	2.067
320.010	5	suppr_neg	n/a
326.001	3	rating_par	-0.933
339.012	5	suppr_neg	n/a
347.011	3	rating_par	-0.933
353.002	5	att_neg	n/a
362.014	3	rating_par	0.067
367.009	5	att_neg	n/a
375.008	3	rating_par	2.067
380.004	5	att_neut	n/a
386.011	3	rating_par	-0.933
