onset	duration	trial_type	rating_par
1.010	5	att_neut	n/a
7.017	3	rating_par	-0.933
15.017	5	att_neg	n/a
21.008	3	rating_par	1.067
29.007	5	att_neg	n/a
36.010	3	rating_par	0.067
41.005	5	suppr_neg	n/a
48.009	3	rating_par	0.067
53.004	5	suppr_neg	n/a
61.003	3	rating_par	1.067
69.003	5	att_neg	n/a
76.006	3	rating_par	0.067
83.009	5	suppr_neg	n/a
89.017	3	rating_par	0.067
100.004	5	att_neut	n/a
106.011	3	rating_par	-0.933
111.007	5	att_neut	n/a
117.014	3	rating_par	-0.933
121.014	5	suppr_neg	n/a
127.005	3	rating_par	0.067
139.004	5	att_neg	n/a
146.007	3	rating_par	1.067
150.007	5	att_neut	n/a
157.010	3	rating_par	-0.933
163.018	5	suppr_neg	n/a
171.017	3	rating_par	-0.933
176.012	5	att_neut	n/a
183.016	3	rating_par	-0.933
188.011	5	att_neut	n/a
196.010	3	rating_par	-0.933
201.006	5	att_neg	n/a
208.009	3	rating_par	0.067
212.009	5	att_neut	n/a
219.012	3	rating_par	-0.933
225.003	5	att_neg	n/a
233.002	3	rating_par	2.067
240.006	5	att_neut	n/a
247.009	3	rating_par	-0.933
252.005	5	suppr_neg	n/a
259.008	3	rating_par	0.067
263.007	5	att_neg	n/a
270.011	3	rating_par	2.067
276.002	5	att_neg	n/a
285.013	3	rating_par	2.067
292.017	5	att_neut	n/a
301.012	3	rating_par	-0.933
307.003	5	suppr_neg	n/a
314.006	3	rating_par	0.067
319.002	5	suppr_neg	n/a
325.009	3	rating_par	0.067
332.013	5	suppr_neg	n/a
339.016	3	rating_par	-0.933
344.012	5	suppr_neg	n/a
351.015	3	rating_par	0.067
355.015	5	att_neg	n/a
361.006	3	rating_par	1.067
365.005	5	att_neut	n/a
373.004	3	rating_par	-0.933
381.003	5	att_neg	n/a
387.011	3	rating_par	0.067
