onset	duration	trial_type	rating_par
1.005	5.000	att_neg	n/a
8.009	2.543	rating_par	0.333
13.004	5.000	att_neut	n/a
19.012	2.290	rating_par	-0.667
29.002	5.000	att_neg	n/a
37.001	0.683	rating_par	1.333
43.009	5.000	suppr_neg	n/a
49.017	1.391	rating_par	0.333
53.016	5.000	suppr_neg	n/a
60.003	0.803	rating_par	1.333
65.015	5.000	suppr_neg	n/a
71.006	1.160	rating_par	0.333
77.014	5.000	suppr_neg	n/a
84.017	0.675	rating_par	-0.667
89.013	5.000	att_neut	n/a
95.004	0.363	rating_par	-0.667
99.003	5.000	att_neg	n/a
105.011	0.938	rating_par	0.333
111.002	5.000	att_neg	n/a
119.001	0.581	rating_par	1.333
127.017	5.000	suppr_neg	n/a
134.004	0.305	rating_par	-0.667
141.007	5.000	att_neut	n/a
147.015	0.750	rating_par	0.333
151.015	5.000	att_neg	n/a
159.014	0.303	rating_par	-0.667
170.017	5.000	att_neut	n/a
177.004	0.548	rating_par	-0.667
183.011	5.000	att_neg	n/a
190.015	0.367	rating_par	0.333
194.014	5.000	att_neut	n/a
201.001	0.371	rating_par	-0.667
205.017	5.000	att_neut	n/a
212.004	0.393	rating_par	-0.667
217.016	5.000	suppr_neg	n/a
223.007	0.912	rating_par	0.333
233.014	5.000	att_neut	n/a
241.013	0.432	rating_par	-0.667
248.017	5.000	att_neg	n/a
254.008	0.471	rating_par	0.333
259.003	5.000	suppr_neg	n/a
266.007	0.294	rating_par	-0.667
272.014	5.000	att_neut	n/a
280.014	0.456	rating_par	-0.667
285.009	5.000	att_neut	n/a
292.012	0.425	rating_par	-0.667
297.008	5.000	suppr_neg	n/a
305.007	1.086	rating_par	0.333
309.007	5.000	att_neg	n/a
316.010	1.034	rating_par	0.333
320.010	5.000	suppr_neg	n/a
326.017	1.413	rating_par	-0.667
339.012	5.000	suppr_neg	n/a
347.011	0.409	rating_par	-0.667
353.002	5.000	att_neg	n/a
362.014	0.904	rating_par	2.333
367.009	5.000	att_neg	n/a
375.008	0.743	rating_par	0.333
380.003	5.000	att_neut	n/a
386.011	0.307	rating_par	-0.667
