onset	duration	trial_type	rating_par
1.008	5	att_neut	n/a
7.016	3	rating_par	-0.700
15.015	5	att_neg	n/a
21.006	3	rating_par	1.300
29.005	5	att_neg	n/a
36.009	3	rating_par	-0.700
41.004	5	suppr_neg	n/a
48.008	3	rating_par	-0.700
53.003	5	suppr_neg	n/a
61.002	3	rating_par	0.300
69.001	5	att_neg	n/a
76.005	3	rating_par	1.300
83.008	5	suppr_neg	n/a
89.016	3	rating_par	0.300
100.002	5	att_neut	n/a
106.010	3	rating_par	-0.700
111.005	5	att_neut	n/a
117.013	3	rating_par	-0.700
121.012	5	suppr_neg	n/a
127.004	3	rating_par	-0.700
139.002	5	att_neg	n/a
146.006	3	rating_par	2.300
150.005	5	att_neut	n/a
157.009	3	rating_par	-0.700
163.016	5	suppr_neg	n/a
171.016	3	rating_par	-0.700
176.011	5	att_neut	n/a
183.014	3	rating_par	-0.700
188.010	5	att_neut	n/a
196.009	3	rating_par	-0.700
201.004	5	att_neg	n/a
208.008	3	rating_par	0.300
212.007	5	att_neut	n/a
219.011	3	rating_par	-0.700
225.002	5	att_neg	n/a
233.001	3	rating_par	0.300
240.004	5	att_neut	n/a
247.008	3	rating_par	-0.700
252.003	5	suppr_neg	n/a
259.007	3	rating_par	-0.700
263.006	5	att_neg	n/a
270.010	3	rating_par	1.300
276.017	5	att_neg	n/a
285.012	3	rating_par	0.300
292.016	5	att_neut	n/a
301.010	3	rating_par	-0.700
307.002	5	suppr_neg	n/a
314.005	3	rating_par	0.300
319.017	5	suppr_neg	n/a
325.008	3	rating_par	0.300
332.012	5	suppr_neg	n/a
339.015	3	rating_par	-0.700
344.010	5	suppr_neg	n/a
351.014	3	rating_par	0.300
355.013	5	att_neg	n/a
361.004	3	rating_par	0.300
365.004	5	att_neut	n/a
373.003	3	rating_par	-0.700
381.002	5	att_neg	n/a
387.010	3	rating_par	2.300
