onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
32.475	0	discontinuity	2	6495
476.555	0	eyes opened	66	95311
487.035	0	eyes closed	65	97407
497.625	0	eyes opened	66	99525
511.105	0	eyes closed	65	102221
522.295	0	eyes opened	66	104459
537.565	0	eyes closed	65	107513
552.095	0	eyes opened	66	110419
567.435	0	eyes closed	65	113487
580.125	0	eyes opened	66	116025
595.085	0	eyes closed	65	119017
610.805	0	eyes opened	66	122161
627.235	0	eyes closed	65	125447
645.315	0	eyes opened	66	129063
666.345	0	eyes closed	65	133269
691.465	0	eyes opened	66	138293
713.325	0	eyes closed	65	142665
729.045	0	eyes opened	66	145809
747.275	0	eyes closed	65	149455
765.085	0	eyes opened	66	153017
794.465	0	eyes closed	65	158893
812.715	0	eyes opened	66	162543
837.435	0	eyes closed	65	167487
856.825	0	eyes opened	66	171365
877.665	0	eyes closed	65	175533
890.695	0	hyperventilation 1	67	178139
952.665	0	hyperventilation 2	68	190533
1014.035	0	hyperventilation 3	69	202807
1077.765	0	recuperation	70	215553
1149.475	0	eyes closed	65	229895
1167.625	0	eyes opened	66	233525
1182.105	0	eyes closed	65	236421
1200.115	0	eyes opened	66	240023
1215.965	0	eyes closed	65	243193
1230.675	0	eyes opened	66	246135
1253.765	0	eyes closed	65	250753
1277.045	0	eyes opened	66	255409
1305.335	0	eyes closed	65	261067
1330.835	0	eyes opened	66	266167
1350.975	0	eyes closed	65	270195
1362.465	0	discontinuity	2	272493
1363.345	0	discontinuity	2	272669
