onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
81.465	0	discontinuity	2	16293
402.995	0	eyes opened	66	80599
417.685	0	eyes closed	65	83537
449.845	0	eyes opened	66	89969
474.975	0	eyes closed	65	94995
520.385	0	eyes opened	66	104077
532.865	0	eyes closed	65	106573
555.535	0	eyes opened	66	111107
575.095	0	eyes closed	65	115019
627.385	0	eyes opened	66	125477
651.485	0	eyes closed	65	130297
719.895	0	eyes opened	66	143979
741.105	0	eyes closed	65	148221
757.285	0	eyes opened	66	151457
776.435	0	eyes closed	65	155287
802.395	0	eyes opened	66	160479
835.745	0	eyes closed	65	167149
859.505	0	hyperventilation 1	67	171901
866.375	0	eyes opened	66	173275
879.675	0	eyes closed	65	175935
889.205	0	discontinuity	2	177841
899.185	0	hyperventilation 1	67	179837
962.085	0	hyperventilation 2	68	192417
1027.945	0	hyperventilation 3	69	205589
1075.335	0	discontinuity	2	215067
1090.495	0	recuperation	70	218099
1187.795	0	eyes closed	65	237559
