onset	trial_type	eventcode
25962	scrambled_new	17
27117	response	0
29398	scrambled_second_early	18
30187	response	0
32926	unfamiliar_new	13
34051	response	0
36601	famous_new	5
37334	response	0
40111	famous_second_early	6
40848	response	0
43547	famous_new	5
44416	response	0
46928	famous_second_early	6
47675	response	0
50457	unfamiliar_new	13
51617	response	0
53948	unfamiliar_second_early	14
54942	response	0
57421	scrambled_new	17
58181	response	0
60820	scrambled_second_early	18
61623	response	0
64238	famous_new	5
65533	response	0
67785	unfamiliar_second_late	15
69397	response	0
69501	response	0
71129	scrambled_new	17
72108	response	0
74584	scrambled_new	17
75504	response	0
78112	unfamiliar_new	13
79609	response	0
81640	unfamiliar_new	13
82611	response	0
85076	unfamiliar_second_early	14
85863	response	0
88586	famous_new	5
89487	response	0
92096	famous_second_late	7
93335	response	0
95606	unfamiliar_new	13
96525	response	0
99226	scrambled_second_late	19
100348	response	0
102735	scrambled_new	17
103914	response	0
106043	scrambled_second_late	19
106869	response	0
109571	scrambled_new	17
111092	response	0
113044	scrambled_second_early	18
114497	response	0
116591	unfamiliar_second_late	15
117480	response	0
120156	famous_new	5
121162	response	0
123647	famous_second_early	6
124434	response	0
127083	scrambled_new	17
127915	response	0
130501	scrambled_second_early	18
131301	response	0
133845	famous_second_late	7
135211	response	0
137318	unfamiliar_new	13
138339	response	0
140902	unfamiliar_second_early	14
141653	response	0
144338	unfamiliar_second_late	15
145263	response	0
147737	famous_new	5
149341	response	0
151302	famous_second_early	6
152969	response	0
154757	scrambled_second_late	19
155733	response	0
158083	unfamiliar_new	13
159533	response	0
161520	scrambled_new	17
162676	response	0
164919	famous_new	5
166197	response	0
168281	famous_new	5
169696	response	0
171865	famous_second_early	6
173066	response	0
175338	scrambled_new	17
176241	response	0
178847	famous_new	5
179717	response	0
182376	unfamiliar_second_late	15
183143	response	0
185996	scrambled_new	17
186721	response	0
189487	scrambled_second_early	18
190196	response	0
192942	scrambled_second_late	19
193603	response	0
196378	scrambled_new	17
197133	response	0
199869	famous_second_late	7
201407	response	0
203397	scrambled_new	17
204432	response	0
206944	scrambled_new	17
207730	response	0
210546	scrambled_second_late	19
211512	response	0
214055	unfamiliar_new	13
215155	response	0
217639	unfamiliar_second_early	14
218455	response	0
221130	famous_second_late	7
221907	response	0
224696	famous_new	5
225862	response	0
228058	famous_second_early	6
229297	response	0
231567	famous_new	5
232950	response	0
234967	famous_second_early	6
236027	response	0
238532	scrambled_second_late	19
239393	response	0
242005	unfamiliar_new	13
242930	response	0
245478	scrambled_second_late	19
247054	response	0
249043	famous_new	5
250172	response	0
252534	scrambled_second_late	19
253380	response	0
256136	scrambled_new	17
256840	response	0
259645	scrambled_second_early	18
260352	response	0
263155	famous_new	5
264032	response	0
266830	scrambled_new	17
267627	response	0
270193	scrambled_second_early	18
271095	response	0
273776	famous_new	5
275272	response	0
277268	famous_second_early	6
278401	response	0
280686	unfamiliar_second_late	15
281608	response	0
284232	unfamiliar_new	13
285332	response	0
287650	unfamiliar_second_early	14
288595	response	0
291160	famous_second_late	7
292149	response	0
294614	famous_new	5
295483	response	0
297995	scrambled_new	17
298964	response	0
301579	scrambled_second_early	18
302313	response	0
305070	famous_second_late	7
306069	response	0
308488	unfamiliar_new	13
309326	response	0
311998	unfamiliar_new	13
313090	response	0
315287	unfamiliar_new	13
316424	response	0
318778	unfamiliar_new	13
319587	response	0
322362	unfamiliar_second_early	14
323010	response	0
325798	famous_second_late	7
326601	response	0
329161	famous_new	5
330366	response	0
332635	scrambled_new	17
333429	response	0
336199	unfamiliar_second_late	15
336972	response	0
339727	unfamiliar_new	13
340694	response	0
343273	unfamiliar_second_early	14
344310	response	0
346875	unfamiliar_second_late	15
347852	response	0
350532	famous_new	5
351318	response	0
354115	famous_second_early	6
354828	response	0
357533	unfamiliar_second_late	15
358758	response	0
361042	famous_new	5
362565	response	0
364479	scrambled_new	17
365451	response	0
367897	scrambled_second_early	18
368680	response	0
371241	famous_second_late	7
372027	response	0
374567	scrambled_new	17
375540	response	0
377875	scrambled_second_early	18
379542	response	0
381495	scrambled_second_late	19
382236	response	0
385023	famous_new	5
386214	response	0
388312	unfamiliar_new	13
389912	response	0
391656	unfamiliar_second_early	14
392438	response	0
