onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
163.995	0	eyes opened	66	32799
176.515	0	eyes closed	65	35303
195.395	0	eyes opened	66	39079
205.455	0	eyes closed	65	41091
228.615	0	eyes opened	66	45723
237.125	0	eyes closed	65	47425
250.065	0	eyes opened	66	50013
260.165	0	eyes closed	65	52033
276.535	0	eyes opened	66	55307
286.445	0	eyes closed	65	57289
296.625	0	eyes opened	66	59325
307.065	0	eyes closed	65	61413
319.315	0	eyes opened	66	63863
329.945	0	eyes closed	65	65989
343.795	0	eyes opened	66	68759
354.225	0	eyes closed	65	70845
364.705	0	eyes opened	66	72941
373.765	0	eyes closed	65	74753
385.455	0	eyes opened	66	77091
394.305	0	eyes closed	65	78861
419.275	0	eyes opened	66	83855
429.185	0	eyes closed	65	85837
442.745	0	eyes opened	66	88549
454.965	0	eyes closed	65	90993
464.795	0	eyes opened	66	92959
477.055	0	eyes closed	65	95411
489.575	0	eyes opened	66	97915
498.505	0	eyes closed	65	99701
525.075	0	eyes opened	66	105015
534.155	0	eyes closed	65	106831
831.845	0	eyes opened	66	166369
843.685	0	eyes closed	65	168737
861.545	0	eyes opened	66	172309
870.425	0	eyes closed	65	174085
885.745	0	eyes opened	66	177149
899.815	0	eyes closed	65	179963
924.535	0	eyes opened	66	184907
936.565	0	eyes closed	65	187313
951.485	0	discontinuity	2	190297
959.065	0	hyperventilation 1	67	191813
1047.905	0	hyperventilation 2	68	209581
1110.605	0	hyperventilation 3	69	222121
1221.655	0	recuperation	70	244331
