onset	duration	trial_type	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT
4.001	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.591	UT	UT	UT	UT
6.001	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.591	UT	UT	UT	UT
8.001	1.000	Invalid LC-Hit Cue: invalid cue where following object was a subsequent low confidence hit	OBJ	NV	1	0.667	LC-HIT	 1.8022	1	2.6783
10.001	0.500	Invalid LC-Hit Obj: object that was a subsequent low confidence hit and that followed an invalid cue	OBJ	NV	1	0.667	LC-HIT	 1.8022	1	2.6783
12.002	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.948	HC-HIT	 1.5015	0	2.2883
16.002	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.948	HC-HIT	 1.5015	0	2.2883
18.002	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.212	LC-MISS	  1.971	UT	UT
24.002	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.212	LC-MISS	  1.971	UT	UT
26.002	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.693	UT	UT	UT	UT
32.002	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.693	UT	UT	UT	UT
34.002	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.663	HC-HIT	 1.1484	1	2.9645
38.002	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.663	HC-HIT	 1.1484	1	2.9645
40.002	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	0.710	LC-HIT	 2.7293	0	2.5948
46.002	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	0.710	LC-HIT	 2.7293	0	2.5948
48.001	1.000	Invalid LC-Hit Cue: invalid cue where following object was a subsequent low confidence hit	OBJ	NV	1	0.703	LC-HIT	 2.8314	0	1.6541
52.001	0.500	Invalid LC-Hit Obj: object that was a subsequent low confidence hit and that followed an invalid cue	OBJ	NV	1	0.703	LC-HIT	 2.8314	0	1.6541
54.001	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.831	UT	UT	UT	UT
60.001	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.831	UT	UT	UT	UT
64.001	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.804	UT	UT	UT	UT
70.001	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.804	UT	UT	UT	UT
72.001	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	1.011	LC-HIT	 3.3217	0	3.3122
78.001	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	1.011	LC-HIT	 3.3217	0	3.3122
80.002	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.781	HC-MISS	 2.3161	UT	UT
84.002	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.781	HC-MISS	 2.3161	UT	UT
86.002	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.735	UT	UT	UT	UT
90.002	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.735	UT	UT	UT	UT
92.002	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.902	UT	UT	UT	UT
98.002	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.902	UT	UT	UT	UT
100.001	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.754	HC-HIT	 1.1403	1	0.7895
102.001	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.754	HC-HIT	 1.1403	1	0.7895
104.001	1.000	Invalid LC-Hit Cue: invalid cue where following object was a subsequent low confidence hit	OBJ	NV	1	1.123	LC-HIT	  2.085	0	2.5072
108.001	0.500	Invalid LC-Hit Obj: object that was a subsequent low confidence hit and that followed an invalid cue	OBJ	NV	1	1.123	LC-HIT	  2.085	0	2.5072
110.001	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	0.630	LC-HIT	 2.6163	1	1.8932
114.001	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	0.630	LC-HIT	 2.6163	1	1.8932
116.002	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	0.629	LC-HIT	 2.1335	0	1.1298
122.002	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	0.629	LC-HIT	 2.1335	0	1.1298
126.002	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.608	LC-MISS	  1.974	UT	UT
128.002	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.608	LC-MISS	  1.974	UT	UT
130.001	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.750	UT	UT	UT	UT
136.001	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.750	UT	UT	UT	UT
