filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0016	10.0016	OBJ	V	1	 1.5557	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0812	16.0812	OBJ	V	1	 1.1451	HC-HIT	 1.0169	1	0.33196"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0584	24.0584	GRE	V	1	0.87098	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"28.059	32.059	OBJ	NV	1	 1.3389	LC-MISS	 1.6499	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36.0587	42.0587	OBJ	V	1	0.89566	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0616	46.0616	GRE	V	1	0.86875	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0597	52.0597	GRE	V	1	0.77838	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.0564	60.0564	OBJ	V	1	0.95896	HC-HIT	0.98291	1	0.046462"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0583	64.0583	OBJ	NV	1	 1.1247	LC-MISS	 1.4674	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"66.06	72.06	GRE	V	1	0.86615	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"74.058	76.058	GRE	V	1	0.78534	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78.0575	82.0575	OBJ	V	1	0.94335	HC-HIT	 1.2365	1	0.10088"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"84.058	86.058	OBJ	V	1	0.87508	LC-HIT	 1.2314	1	0.44833"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"88.0575	90.0575	OBJ	V	1	 1.1481	HC-HIT	 1.2299	1	0.66097"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"92.0577	96.0577	OBJ	NV	1	 1.0814	LC-HIT	 1.7283	1	0.5346"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"98.0603	104.0603	OBJ	V	1	0.76671	LC-HIT	 1.0443	1	0.6358"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"106.0598	110.0598	OBJ	V	1	0.81717	HC-HIT	0.99785	1	0.43589"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"112.0579	114.0579	OBJ	V	1	0.83262	HC-HIT	 2.5067	1	1.3155"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"116.057	122.057	GRE	V	1	0.98198	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"126.0585	132.0585	OBJ	V	1	  1.442	HC-HIT	 1.2064	1	0.63997"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"134.059	140.059	GRE	V	1	 1.0315	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"142.0584	144.0584	OBJ	V	1	 1.2151	HC-HIT	 1.4397	1	0.46077"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"146.0581	148.0581	GRE	NV	1	 1.0848	UT	UT	UT	UT"
func/sub-16task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"150.0569	156.0569	OBJ	V	1	 1.6157	HC-HIT	 2.1984	1	0.41419"
