onset	duration	trial_type	TrialType	SSD
0.000	1.500	failed stop	1	0.225
3.000	1.500	go	0	0.000
6.000	1.500	go	0	0.000
8.500	1.500	go	0	0.000
11.000	1.500	failed stop	1	0.305
14.000	1.500	go	0	0.000
16.125	1.500	go	0	0.000
18.625	1.500	go	0	0.000
20.625	1.500	go	0	0.000
22.750	1.500	go	0	0.000
25.000	1.500	go	0	0.000
27.750	1.500	successful stop	1	0.265
30.625	1.500	go	0	0.000
32.750	1.500	successful stop	1	0.185
35.000	1.500	go	0	0.000
38.000	1.500	go	0	0.000
41.500	1.500	successful stop	1	0.225
43.625	1.500	go	0	0.000
45.625	1.500	go	0	0.000
48.625	1.500	go	0	0.000
51.625	1.500	go	0	0.000
53.750	1.500	successful stop	1	0.265
55.750	1.500	go	0	0.000
58.500	1.500	go	0	0.000
61.625	1.500	go	0	0.000
64.500	1.500	successful stop	1	0.305
69.125	1.500	go	0	0.000
71.500	1.500	go	0	0.000
73.750	1.500	go	0	0.000
76.125	1.500	go	0	0.000
78.875	1.500	go	0	0.000
81.000	1.500	successful stop	1	0.185
83.375	1.500	go	0	0.000
86.375	1.500	go	0	0.000
90.500	1.500	failed stop	1	0.265
93.625	1.500	go	0	0.000
95.875	1.500	go	0	0.000
98.000	1.500	go	0	0.000
100.375	1.500	go	0	0.000
103.625	1.500	successful stop	1	0.225
106.625	1.500	go	0	0.000
108.875	1.500	successful stop	1	0.225
111.750	1.500	go	0	0.000
114.000	1.500	go	0	0.000
116.125	1.500	go	0	0.000
121.125	1.500	go	0	0.000
123.125	1.500	go	0	0.000
125.125	1.500	successful stop	1	0.185
127.125	1.500	go	0	0.000
129.125	1.500	go	0	0.000
132.125	1.500	go	0	0.000
135.500	1.500	successful stop	1	0.265
138.250	1.500	failed stop	1	0.265
141.750	1.500	go	0	0.000
143.875	1.500	go	0	0.000
146.500	1.500	go	0	0.000
150.625	1.500	go	0	0.000
152.750	1.500	go	0	0.000
155.875	1.500	go	0	0.000
159.125	1.500	successful stop	1	0.185
163.000	1.500	successful stop	1	0.225
165.500	1.500	go	0	0.000
168.000	1.500	go	0	0.000
170.750	1.500	go	0	0.000
174.250	1.500	go	0	0.000
179.250	1.500	go	0	0.000
181.375	1.500	go	0	0.000
183.625	1.500	successful stop	1	0.305
185.750	1.500	go	0	0.000
187.750	1.500	go	0	0.000
190.625	1.500	go	0	0.000
192.625	1.500	failed stop	1	0.305
195.500	1.500	go	0	0.000
198.875	1.500	go	0	0.000
201.125	1.500	successful stop	1	0.265
204.125	1.500	go	0	0.000
206.250	1.500	go	0	0.000
208.500	1.500	go	0	0.000
210.750	1.500	go	0	0.000
213.250	1.500	failed stop	1	0.305
216.500	1.500	go	0	0.000
221.500	1.500	junk	0	0.000
225.250	1.500	successful stop	1	0.185
228.000	1.500	go	0	0.000
231.250	1.500	go	0	0.000
234.875	1.500	go	0	0.000
239.875	1.500	successful stop	1	0.225
245.125	1.500	go	0	0.000
247.875	1.500	go	0	0.000
250.250	1.500	go	0	0.000
252.875	1.500	go	0	0.000
256.250	1.500	failed stop	1	0.225
258.250	1.500	successful stop	1	0.185
262.000	1.500	go	0	0.000
265.500	1.500	go	0	0.000
268.750	1.500	go	0	0.000
270.875	1.500	go	0	0.000
272.875	1.500	go	0	0.000
275.625	1.500	go	0	0.000
278.750	1.500	failed stop	1	0.305
281.625	1.500	failed stop	1	0.305
286.625	1.500	go	0	0.000
288.875	1.500	go	0	0.000
291.125	1.500	go	0	0.000
293.125	1.500	go	0	0.000
296.625	1.500	go	0	0.000
299.000	1.500	successful stop	1	0.305
302.625	1.500	go	0	0.000
305.000	1.500	go	0	0.000
309.625	1.500	go	0	0.000
311.875	1.500	successful stop	1	0.225
314.500	1.500	go	0	0.000
317.375	1.500	go	0	0.000
319.375	1.500	go	0	0.000
321.750	1.500	go	0	0.000
323.750	1.500	successful stop	1	0.185
326.500	1.500	go	0	0.000
328.500	1.500	go	0	0.000
332.125	1.500	successful stop	1	0.265
334.375	1.500	go	0	0.000
336.500	1.500	go	0	0.000
340.000	1.500	successful stop	1	0.185
342.000	1.500	go	0	0.000
344.375	1.500	go	0	0.000
347.000	1.500	go	0	0.000
349.625	1.500	go	0	0.000
354.375	1.500	failed stop	1	0.265
358.875	1.500	go	0	0.000
