onset	trial_type	eventcode
26040	unfamiliar_new	13
26744	response	0
29513	unfamiliar_second_early	14
30088	response	0
32986	unfamiliar_new	13
33698	response	0
36514	unfamiliar_second_early	14
37113	response	0
40079	unfamiliar_new	13
40774	response	0
43662	unfamiliar_second_early	14
44192	response	0
47025	famous_new	5
47731	response	0
50425	famous_new	5
51218	response	0
54026	famous_second_early	6
54704	response	0
57536	scrambled_new	17
58360	response	0
61009	scrambled_second_early	18
61639	response	0
64555	unfamiliar_new	13
65330	response	0
68175	unfamiliar_new	13
69196	response	0
71813	unfamiliar_second_early	14
72864	response	0
75195	famous_new	5
76274	response	0
78686	famous_second_early	6
79279	response	0
82049	famous_second_late	7
82751	response	0
85411	unfamiliar_new	13
86048	response	0
88866	unfamiliar_second_early	14
89433	response	0
92357	scrambled_new	17
93410	response	0
95922	famous_new	5
96680	response	0
99487	famous_second_early	6
100265	response	0
102778	unfamiliar_second_late	15
103646	response	0
106121	unfamiliar_new	13
106754	response	0
109686	famous_new	5
110389	response	0
113232	scrambled_new	17
113885	response	0
116705	scrambled_new	17
117841	response	0
120289	scrambled_second_late	19
121694	response	0
123670	famous_new	5
124602	response	0
127069	unfamiliar_new	13
127839	response	0
130561	unfamiliar_second_late	15
131356	response	0
133978	scrambled_new	17
134746	response	0
137415	scrambled_second_early	18
138028	response	0
141090	famous_second_late	7
141765	response	0
144618	scrambled_new	17
145451	response	0
148091	scrambled_second_late	19
149134	response	0
151674	famous_new	5
153132	response	0
155092	scrambled_second_late	19
156832	response	0
158510	unfamiliar_new	13
159246	response	0
162038	unfamiliar_second_early	14
162593	response	0
165585	famous_second_late	7
166306	response	0
169021	unfamiliar_new	13
169694	response	0
172549	unfamiliar_second_late	15
173298	response	0
176040	scrambled_new	17
177141	response	0
179587	scrambled_second_early	18
180324	response	0
183042	famous_new	5
183700	response	0
186386	scrambled_second_late	19
187665	response	0
189896	scrambled_new	17
190525	response	0
193222	famous_second_late	7
193967	response	0
196750	unfamiliar_new	13
197505	response	0
200131	famous_new	5
201072	response	0
203586	famous_second_early	6
204309	response	0
207095	unfamiliar_second_late	15
207779	response	0
210458	famous_new	5
211399	response	0
213986	famous_second_early	6
214624	response	0
217331	famous_new	5
218090	response	0
220859	famous_second_early	6
221483	response	0
224424	famous_second_late	7
225151	response	0
227860	unfamiliar_new	13
229517	response	0
231241	scrambled_second_late	19
231902	response	0
234824	scrambled_new	17
235668	response	0
238132	unfamiliar_second_late	15
239188	response	0
241660	scrambled_new	17
242682	response	0
245078	scrambled_second_early	18
245726	response	0
248643	famous_new	5
250167	response	0
252226	famous_second_early	6
253680	response	0
255717	famous_new	5
256468	response	0
259301	famous_new	5
260556	response	0
262829	unfamiliar_second_late	15
264232	response	0
266467	scrambled_new	17
267224	response	0
269959	scrambled_second_early	18
