89.1437	114.9735	112.8298	99.9371	114.2140	141.5144
75.7332	100.7109	122.6594	106.3326	113.2111	124.0529
114.9139	98.6110	105.5602	110.6565	142.0593	146.8679
110.0405	108.8619	117.3737	129.9073	110.6417	136.7583
87.4612	98.6225	119.0711	100.7132	118.5993	116.3825
97.4438	77.0141	92.2847	108.0012	129.2746	123.2636
100.0285	111.8822	101.2046	117.8363	111.9463	107.7233
96.0910	110.7381	113.3859	114.8817	143.9237	129.1291
109.7874	127.3814	97.0591	104.6121	137.4371	117.0194
100.2968	115.6932	118.9071	132.5489	134.9564	135.6939
92.2729	112.9486	113.1427	101.7373	134.1730	133.0724
100.4549	102.6691	98.0170	116.9952	124.6844	116.6885
111.6220	94.0280	88.7690	125.3973	115.9663	123.7397
91.6248	88.9404	122.5524	108.1113	136.6095	133.0731
96.8524	94.1410	102.6754	102.8748	140.8711	126.6444
111.5021	92.3265	111.8104	126.7786	116.6499	135.3111
89.1543	91.3653	113.7940	111.2082	126.4205	105.2211
107.1226	130.9830	109.7537	115.3414	121.7955	106.3802
104.2615	88.9459	105.7232	127.4287	112.6478	130.0125
110.1274	107.7874	96.2905	111.6752	139.5941	104.7495
97.2421	99.4789	111.2075	122.4822	136.0869	122.2977
108.1234	109.9974	114.7435	109.3608	110.0268	113.9996
92.4356	108.2169	117.6095	118.2347	114.5104	143.0597
115.1887	101.4600	101.7657	116.3021	132.6730	128.3276
105.5655	102.8792	114.5627	130.4454	117.6033	126.4331
102.5382	107.8373	95.8811	96.2313	109.8034	126.6794
105.5386	99.6933	123.7726	113.5682	120.2032	123.0604
101.3403	112.0447	116.6565	106.0158	135.2366	114.0497
100.7923	102.2560	99.5101	114.2488	112.5919	125.7291
104.0309	119.7193	113.0738	108.8877	116.0838	126.3998
100.9346	119.5959	123.9535	111.4106	114.5136	99.4295
94.5108	95.2194	106.4518	118.9158	121.7719	124.7003
101.9958	103.7388	111.9702	82.6894	117.3071	123.8915
96.5874	102.8205	117.0331	109.0189	142.0070	131.8830
99.9369	102.9334	109.1348	105.8469	119.0480	127.7868
105.7954	110.7969	107.2512	100.8392	113.3090	141.1219
108.9606	108.6962	102.3871	115.0365	107.4433	119.4806
97.5480	101.3836	119.5660	100.8127	111.3457	111.2531
87.6265	106.2406	93.9956	122.5387	117.5318	125.6879
103.2258	100.6583	120.3248	113.0566	125.9407	123.0089
102.9087	107.7966	112.4997	105.2569	124.3588	121.8104
106.3049	83.4751	95.3488	118.6345	138.6293	133.3506
93.1755	88.0795	117.4269	114.1942	125.9070	126.1530
100.2964	134.5863	109.9387	113.4075	118.7855	119.1646
109.9013	101.4625	116.3594	117.8460	132.1899	129.2018
87.8662	91.7351	124.0837	108.9129	106.7940	118.3038
112.6463	90.7979	101.3350	108.3319	107.4881	113.1567
84.8189	100.3881	106.4509	108.1746	103.4630	137.5334
86.7092	107.7803	99.2523	121.6832	129.5583	116.2239
80.7628	111.9579	128.7580	119.1569	121.6054	133.1976
107.6505	96.7101	103.4085	121.1112	118.5599	138.1661
92.9566	112.5061	113.4264	113.7356	131.7591	131.8007
89.9503	111.4022	123.7499	113.6956	117.5134	118.3035
99.8640	111.8620	101.8233	101.5364	116.2425	111.2028
105.2322	100.7331	92.4460	111.5139	118.0739	129.4914
98.5464	123.6873	104.8130	114.3760	118.9709	122.1737
101.4243	110.4123	123.4010	99.3074	114.8966	120.5223
109.3785	101.4334	91.0482	115.8773	119.6631	126.7975
89.5984	122.1903	106.7614	113.1170	110.9999	115.6900
87.7726	101.0669	100.4242	135.5647	101.1151	113.7167
95.9859	111.7349	105.8624	121.7596	110.1320	125.5929
117.4404	95.3226	114.1957	117.0693	97.4847	119.1103
111.3115	106.3508	97.8773	121.9078	115.2088	128.6005
103.7692	93.8130	117.8983	104.9249	106.9421	116.1717
96.5391	106.0940	102.2742	122.4482	122.5146	118.0520
108.8899	116.6107	109.0132	112.8502	102.2623	120.9249
97.0849	107.4538	108.3157	117.4403	135.3409	119.7009
95.0903	91.9083	109.9134	124.7681	102.4893	118.3414
100.3594	113.5010	113.8287	118.2546	117.7569	129.8187
110.1430	87.9101	117.2854	114.0124	114.7001	100.5692
86.1965	121.9806	103.1145	104.1523	115.4357	117.5485
101.2436	120.1697	104.1338	116.5429	108.5276	140.2017
101.8904	94.1818	119.0431	126.9999	121.6146	108.6060
117.8517	108.1012	121.7045	109.4911	116.0138	126.1045
111.1340	106.4299	97.4317	117.6199	136.2953	125.6581
101.2939	92.3746	95.9701	108.6231	116.7348	126.0406
101.6596	121.0191	110.5869	125.6442	119.6067	139.4890
81.2960	99.0127	119.8303	113.2840	129.3153	128.8507
109.4588	111.1307	116.7365	129.9246	129.8647	134.9381
100.2042	99.1815	103.4044	122.5094	95.6154	111.9282
90.3675	102.5238	83.6856	127.5872	126.0018	144.8458
110.6221	115.3038	132.5068	109.2904	104.9654	122.6764
91.7501	102.4315	99.4978	120.6788	125.1298	124.7308
103.1158	103.5795	117.5203	115.6964	117.3455	134.2958
112.6082	118.3745	100.0973	109.6555	102.9850	122.6143
104.1612	103.6720	129.3085	110.9416	109.1149	130.6850
101.4993	110.4964	113.0379	117.4377	98.7770	117.7389
94.0968	101.5204	105.5161	119.1282	126.0088	113.6836
106.8680	110.8577	114.6577	100.8211	124.4058	125.8260
109.6088	122.8436	125.8807	116.1264	119.9813	131.3195
88.8496	90.4932	105.2747	127.2057	116.6887	140.0258
72.1189	89.1279	108.7631	123.8819	119.3038	124.0435
98.7826	87.3710	121.5807	108.1724	130.8953	124.2948
110.6816	108.4326	108.9333	117.2626	105.2702	125.0603
117.1604	118.0819	100.1498	120.0569	122.4798	133.1719
100.9415	102.6650	123.3063	117.1640	132.5546	134.7439
96.7551	103.3300	129.2983	116.9148	112.4137	112.9996
109.7413	106.6029	102.0791	121.7458	121.5975	108.3952
105.8869	118.3319	135.5985	115.3490	122.3265	141.0660
101.6872	107.7534	103.6938	101.0562	129.1269	112.2643
111.4066	97.1183	112.6523	111.2773	131.7460	128.0085
119.5910	94.1632	114.1386	115.4734	122.7994	140.9592
105.8532	93.5247	115.3351	110.8438	115.2665	135.4586
93.9766	101.2027	110.3241	124.4619	125.8159	122.6559
97.2782	93.3987	102.4016	108.4562	118.5071	144.8676
93.2453	102.0417	89.4760	121.0057	104.2255	115.9341
110.4234	83.9507	110.9592	123.0093	135.2544	115.7991
93.7598	123.0444	109.7494	107.6374	112.8251	115.2744
95.6033	115.8822	118.8777	103.2573	122.1459	120.9784
107.8244	103.4364	113.7152	113.4139	98.1291	125.4700
87.2825	112.4713	103.2017	108.9499	119.9110	130.7779
98.3026	121.4218	126.4882	132.1547	117.6568	110.1804
112.2008	100.8365	110.3817	121.2832	103.9556	141.2912
108.7496	108.5227	118.9092	120.5695	121.1683	121.9223
92.6086	107.8721	113.6120	125.8320	122.0066	116.4680
84.2377	103.7244	109.7254	114.0191	104.6949	135.7447
110.7263	96.7671	118.0598	124.5283	120.3845	115.5150
116.1338	108.8092	107.4896	122.7285	136.2221	120.0284
106.9142	124.4316	98.8344	109.5075	114.0214	123.4167
97.9003	108.0080	101.7962	108.7734	123.0129	126.5491
108.7408	109.0936	117.7185	103.5705	116.1658	143.4838
103.9208	112.4739	112.7273	119.2534	117.6910	160.7158
96.0384	104.6168	85.7516	126.0627	114.4775	124.3921
94.7196	103.6132	107.1575	114.5696	119.4720	123.4579
98.3212	118.0852	118.8142	123.8744	112.6755	137.5682
111.3164	99.4660	125.2385	108.1677	101.5797	136.0153
98.8048	114.7692	102.4580	102.3823	132.3187	110.9273
84.3897	85.7441	82.0553	104.6090	98.3059	124.6439
77.6358	94.0573	133.3206	118.4512	120.5281	108.7925
97.5440	105.4811	93.9482	116.2618	131.9123	121.5174
98.0276	84.5790	96.0077	125.5770	113.3845	115.7029
93.0742	104.4253	98.4158	116.2652	106.3999	132.7400
89.4294	118.2027	109.8997	106.5436	129.1146	111.2550
94.5293	104.9992	108.7883	94.9141	110.7935	126.6823
86.8011	117.6643	114.9518	109.8576	117.7971	143.6156
109.3599	108.8022	95.8448	131.2961	130.5240	123.5159
94.5030	103.1210	97.9806	110.2921	127.6316	106.9238
96.8593	106.1376	111.0357	103.2106	108.1785	135.8917
87.7547	115.0865	105.1763	125.7980	115.7892	113.3353
108.5655	104.8261	124.4858	123.9220	117.7057	120.5033
100.2337	106.9021	101.1825	123.4194	116.0264	120.7697
94.5931	107.3102	103.0795	116.3497	147.6660	124.4639
95.6600	88.3231	110.5022	103.9077	116.2444	126.5161
82.6901	106.5746	113.0452	102.0290	116.0769	106.6933
115.7550	108.3056	108.2041	113.3656	131.3144	124.0583
103.3082	120.1863	106.5383	104.0736	111.7550	139.2866
100.9143	99.9767	119.7364	124.9796	115.2435	115.2806
84.2947	87.0611	107.3501	106.0680	138.5847	125.5854
80.5785	119.1873	111.6171	122.0498	126.8203	127.9656
105.2334	107.3876	98.9361	118.6673	130.2391	122.8994
105.5130	109.1959	128.1565	112.4725	117.0800	123.8307
98.9761	82.2738	103.5739	117.9989	119.9174	117.0066
93.3522	101.4439	101.9843	109.8695	114.6061	133.9537
110.1639	114.3359	114.2670	107.9168	129.5983	121.8575
100.2305	118.3822	110.8399	117.4728	105.8722	129.8701
90.1999	115.1194	108.1540	92.6383	116.4198	122.7197
104.8548	111.7051	106.7224	125.1287	88.3294	117.8601
88.8764	92.4582	119.5971	123.2917	112.2423	136.7806
