onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	767
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	580
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	695
30.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	785
42.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	797
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	615
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	947
76.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	654
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	746
102.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	883
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	557
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	687
144.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	792
154.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	821
164.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	768
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	732
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	648
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	707
208.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	677
220.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1343
234.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	578
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	550
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	903
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	537
