onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	791
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1185
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	814
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	731
40.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	614
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	648
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	866
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	703
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	760
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	595
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	757
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	647
144.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	897
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	787
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	543
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	635
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1022
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	649
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	564
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	607
232.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	794
246.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	548
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	453
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	567
