onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	437	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	363	n/a
10.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	392	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	376	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	390	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	389	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	449	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	353	n/a
30.0	1.0	incongruent_correct	n/a	1	2	incongruent	424	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	462	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	390	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	435	n/a
42.5	1.0	incongruent_correct	n/a	1	2	incongruent	377	n/a
45.0	1.0	incongruent_correct	n/a	1	2	incongruent	369	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	303	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	422	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	373	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	497	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	385	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	438	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	507	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	482	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	457	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	407	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	397	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	492	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	411	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	370	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	488	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	415	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	479	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	413	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	420	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	442	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	418	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	478	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	317	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	349	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	339	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	354	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	520	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	416	n/a
137.5	1.0	incongruent_correct	n/a	1	2	incongruent	454	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	405	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	507	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	808	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	424	n/a
155.0	1.0	incongruent_correct	n/a	1	2	incongruent	414	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	516	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	371	n/a
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	481	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	361	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	384	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	382	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	381	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	636	n/a
185.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	617	n/a
187.5	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	415	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	478	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	404	n/a
197.5	1.0	incongruent_correct	n/a	1	2	incongruent	483	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	530	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	457	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	461	n/a
212.5	1.0	incongruent_correct	n/a	1	2	incongruent	453	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	428	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	418	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	551	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	406	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	349	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	355	n/a
235.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	419	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	362	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	400	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	511	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	446	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	437	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	443	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	466	n/a
260.0	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	342	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	635	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	434	n/a
275.0	1.0	incongruent_correct	n/a	1	2	incongruent	489	n/a
277.5	1.0	congruent_correct	n/a	1	1	congruent	487	n/a
285.0	1.0	congruent_correct	n/a	1	1	congruent	476	n/a
287.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	626	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	722	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	776	n/a
297.5	1.0	incongruent_correct	n/a	1	2	incongruent	479	n/a
