onset	duration	trial_type	rating_par
1.005	5	att_neut	n/a
7.013	3	rating_par	0.100
15.012	5	att_neg	n/a
21.003	3	rating_par	1.100
29.002	5	att_neg	n/a
36.006	3	rating_par	1.100
41.001	5	suppr_neg	n/a
48.005	3	rating_par	0.100
53.017	5	suppr_neg	n/a
61.016	3	rating_par	1.100
69.015	5	att_neg	n/a
76.002	3	rating_par	-0.900
83.005	5	suppr_neg	n/a
89.013	3	rating_par	0.100
100.016	5	att_neut	n/a
106.007	3	rating_par	-0.900
111.002	5	att_neut	n/a
117.010	3	rating_par	-0.900
121.010	5	suppr_neg	n/a
127.017	3	rating_par	1.100
139.016	5	att_neg	n/a
146.003	3	rating_par	0.100
150.002	5	att_neut	n/a
157.006	3	rating_par	-0.900
163.014	5	suppr_neg	n/a
171.013	3	rating_par	-0.900
176.008	5	att_neut	n/a
183.012	3	rating_par	-0.900
188.007	5	att_neut	n/a
196.006	3	rating_par	-0.900
201.001	5	att_neg	n/a
208.005	3	rating_par	0.100
212.005	5	att_neut	n/a
219.008	3	rating_par	-0.900
225.016	5	att_neg	n/a
233.015	3	rating_par	2.100
240.001	5	att_neut	n/a
247.005	3	rating_par	-0.900
252.017	5	suppr_neg	n/a
259.004	3	rating_par	1.100
263.003	5	att_neg	n/a
270.007	3	rating_par	1.100
276.014	5	att_neg	n/a
285.009	3	rating_par	0.100
292.013	5	att_neut	n/a
301.008	3	rating_par	-0.900
307.015	5	suppr_neg	n/a
314.002	3	rating_par	0.100
319.014	5	suppr_neg	n/a
325.005	3	rating_par	0.100
332.009	5	suppr_neg	n/a
339.012	3	rating_par	1.100
344.007	5	suppr_neg	n/a
351.011	3	rating_par	1.100
355.010	5	att_neg	n/a
361.001	3	rating_par	-0.900
365.018	5	att_neut	n/a
373.017	3	rating_par	-0.900
381.016	5	att_neg	n/a
387.007	3	rating_par	-0.900
