onset	duration	weight	trial_type
24.3165	1	1.0	Correct_Task
25.9546	1	1.0	Correct_Task
27.5927	1	1.0	Correct_Task
29.2309	1	1.0	Correct_Task
30.869	1	1.0	Correct_Task
32.5071	1	1.0	Correct_Task
34.1452	1	1.0	Correct_Task
35.7834	1	1.0	Correct_Task
37.4215	1	1.0	No_Response_Task
39.0596	1	1.0	Correct_Task
56.9632	1	1.0	Response_Control
58.6013	1	1.0	Response_Control
60.2395	1	1.0	Response_Control
61.8776	1	1.0	No_Response_Control
63.5157	1	1.0	Response_Control
65.1538	1	1.0	Response_Control
66.792	1	1.0	Response_Control
68.4301	1	1.0	Response_Control
70.0682	1	1.0	Response_Control
71.7064	1	1.0	No_Response_Control
89.6265	1	1.0	Correct_Task
91.2646	1	1.0	Correct_Task
92.9028	1	1.0	Correct_Task
94.5409	1	1.0	Correct_Task
96.179	1	1.0	Correct_Task
97.8171	1	1.0	Correct_Task
99.4553	1	1.0	Correct_Task
101.0934	1	1.0	Correct_Task
102.7315	1	1.0	Correct_Task
104.3696	1	1.0	Correct_Task
122.2732	1	1.0	Response_Control
123.9114	1	1.0	No_Response_Control
125.5495	1	1.0	Response_Control
127.1876	1	1.0	Response_Control
128.8257	1	1.0	No_Response_Control
130.4639	1	1.0	Response_Control
132.102	1	1.0	Response_Control
133.7401	1	1.0	No_Response_Control
135.3783	1	1.0	Response_Control
137.0164	1	1.0	Response_Control
154.9365	1	1.0	Correct_Task
156.5746	1	1.0	No_Response_Task
158.2128	1	1.0	Correct_Task
159.8509	1	1.0	No_Response_Task
161.489	1	1.0	Correct_Task
163.1271	1	1.0	Correct_Task
164.7653	1	1.0	Incorrect_Task
166.4034	1	1.0	No_Response_Task
168.0415	1	1.0	Correct_Task
169.6797	1	1.0	Correct_Task
187.5832	1	1.0	Response_Control
189.2214	1	1.0	Response_Control
190.8595	1	1.0	Response_Control
192.4976	1	1.0	Response_Control
194.1358	1	1.0	Response_Control
195.7739	1	1.0	Response_Control
197.412	1	1.0	Response_Control
199.0501	1	1.0	No_Response_Control
200.6883	1	1.0	Response_Control
202.3264	1	1.0	No_Response_Control
220.2465	1	1.0	Incorrect_Task
221.8847	1	1.0	Correct_Task
223.5228	1	1.0	Correct_Task
225.1609	1	1.0	Correct_Task
226.799	1	1.0	Correct_Task
228.4372	1	1.0	Incorrect_Task
230.0753	1	1.0	Correct_Task
231.7134	1	1.0	Correct_Task
233.3516	1	1.0	Correct_Task
234.9897	1	1.0	Correct_Task
252.8933	1	1.0	Response_Control
254.5314	1	1.0	Response_Control
256.1695	1	1.0	No_Response_Control
257.8076	1	1.0	Response_Control
259.4458	1	1.0	Response_Control
261.0839	1	1.0	Response_Control
262.722	1	1.0	Response_Control
264.3602	1	1.0	Response_Control
265.9983	1	1.0	No_Response_Control
267.6364	1	1.0	Response_Control
285.5565	1	1.0	Correct_Task
287.1947	1	1.0	Correct_Task
288.8328	1	1.0	Correct_Task
290.4709	1	1.0	Incorrect_Task
292.1091	1	1.0	Correct_Task
293.7472	1	1.0	Correct_Task
295.3853	1	1.0	Correct_Task
297.0234	1	1.0	Correct_Task
298.6616	1	1.0	Correct_Task
300.2997	1	1.0	Correct_Task
318.2033	1	1.0	Response_Control
319.8414	1	1.0	No_Response_Control
321.4795	1	1.0	Response_Control
323.1177	1	1.0	No_Response_Control
324.7557	1	1.0	Response_Control
326.3939	1	1.0	Response_Control
328.032	1	1.0	No_Response_Control
329.6702	1	1.0	Response_Control
331.3083	1	1.0	No_Response_Control
332.9464	1	1.0	Response_Control
350.8665	1	1.0	Correct_Task
352.5047	1	1.0	No_Response_Task
354.1428	1	1.0	Correct_Task
355.7809	1	1.0	Correct_Task
