onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	1	2	incongruent	615	n/a
2.5	1.0	incongruent_correct	n/a	1	2	incongruent	550	n/a
5.0	1.0	congruent_correct	n/a	1	1	congruent	396	n/a
7.5	1.0	congruent_correct	n/a	1	1	congruent	420	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	794	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	513	n/a
20.0	1.0	incongruent_correct	n/a	1	2	incongruent	749	n/a
22.5	1.0	incongruent_correct	n/a	1	2	incongruent	541	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	434	n/a
30.0	1.0	congruent_correct	n/a	1	1	congruent	466	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	352	n/a
45.0	1.0	congruent_correct	n/a	1	1	congruent	547	n/a
47.5	1.0	congruent_correct	n/a	1	1	congruent	449	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	505	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	567	n/a
55.0	1.0	congruent_correct	n/a	1	1	congruent	422	n/a
57.5	1.0	incongruent_correct	n/a	1	2	incongruent	420	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	641	n/a
67.5	1.0	incongruent_correct	n/a	1	2	incongruent	481	n/a
70.0	1.0	incongruent_correct	n/a	1	2	incongruent	447	n/a
72.5	1.0	incongruent_correct	n/a	1	2	incongruent	351	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	485	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	362	n/a
82.5	1.0	congruent_correct	n/a	1	1	congruent	330	n/a
85.0	1.0	congruent_correct	n/a	1	1	congruent	520	n/a
87.5	1.0	incongruent_correct	n/a	1	2	incongruent	487	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	510	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	429	n/a
95.0	1.0	incongruent_correct	n/a	1	2	incongruent	403	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	482	n/a
100.0	1.0	incongruent_correct	n/a	1	2	incongruent	538	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	544	n/a
105.0	1.0	congruent_correct	n/a	1	1	congruent	511	n/a
107.5	1.0	congruent_correct	n/a	1	1	congruent	517	n/a
110.0	1.0	incongruent_correct	n/a	1	2	incongruent	381	n/a
112.5	1.0	incongruent_correct	n/a	1	2	incongruent	491	n/a
120.0	1.0	incongruent_correct	n/a	1	2	incongruent	920	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	359	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	390	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	388	n/a
135.0	1.0	incongruent_correct	n/a	1	2	incongruent	625	n/a
137.5	1.0	congruent_correct	n/a	1	1	congruent	505	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	479	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	527	n/a
145.0	1.0	congruent_correct	n/a	1	1	congruent	477	n/a
147.5	1.0	incongruent_correct	n/a	1	2	incongruent	540	n/a
150.0	1.0	congruent_correct	n/a	1	1	congruent	402	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	346	n/a
155.0	1.0	congruent_correct	n/a	1	1	congruent	369	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	543	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	565	n/a
162.5	1.0	congruent_correct	n/a	1	1	congruent	397	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	786	n/a
172.5	1.0	congruent_correct	n/a	1	1	congruent	425	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	392	n/a
177.5	1.0	incongruent_correct	n/a	1	2	incongruent	502	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	755	n/a
187.5	1.0	incongruent_correct	n/a	1	2	incongruent	498	n/a
190.0	1.0	incongruent_correct	n/a	1	2	incongruent	577	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	559	n/a
195.0	1.0	congruent_correct	n/a	1	1	congruent	455	n/a
197.5	1.0	congruent_correct	n/a	1	1	congruent	653	n/a
200.0	1.0	congruent_correct	n/a	1	1	congruent	532	n/a
202.5	1.0	incongruent_correct	n/a	1	2	incongruent	483	n/a
205.0	1.0	incongruent_correct	n/a	1	2	incongruent	594	n/a
207.5	1.0	incongruent_correct	n/a	1	2	incongruent	593	n/a
215.0	1.0	incongruent_correct	n/a	1	2	incongruent	589	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	517	n/a
220.0	1.0	congruent_correct	n/a	1	1	congruent	467	n/a
222.5	1.0	incongruent_correct	n/a	1	2	incongruent	458	n/a
225.0	1.0	incongruent_correct	n/a	1	2	incongruent	489	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	664	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	406	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	389	n/a
235.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	429	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	427	n/a
240.0	1.0	incongruent_correct	n/a	1	2	incongruent	554	n/a
242.5	1.0	congruent_correct	n/a	1	1	congruent	368	n/a
245.0	1.0	congruent_correct	n/a	1	1	congruent	528	n/a
247.5	1.0	incongruent_correct	n/a	1	2	incongruent	574	n/a
250.0	1.0	congruent_correct	n/a	1	1	congruent	469	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	668	n/a
255.0	1.0	incongruent_correct	n/a	1	2	incongruent	547	n/a
257.5	1.0	congruent_correct	n/a	1	1	congruent	529	n/a
270.0	1.0	incongruent_correct	n/a	1	2	incongruent	676	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	411	n/a
275.0	1.0	congruent_correct	n/a	1	1	congruent	354	n/a
277.5	1.0	incongruent_correct	n/a	1	2	incongruent	529	n/a
280.0	1.0	incongruent_correct	n/a	1	2	incongruent	375	n/a
282.5	1.0	congruent_correct	n/a	1	1	congruent	318	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	859	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	514	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	497	n/a
297.5	1.0	congruent_correct	n/a	1	1	congruent	400	n/a
