onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	933
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	721
20.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	628
30.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	783
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	970
52.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	797
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	697
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	772
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	750
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	849
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	802
126.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	910
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	935
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	970
164.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	845
174.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	752
184.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	813
196.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	894
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	587
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	733
234.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	726
246.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	632
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	828
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	614
