onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1342
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1043
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1141
30.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	961
40.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	997
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	783
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	787
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1046
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	800
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	770
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	883
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	765
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	858
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	851
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	670
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	770
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	613
196.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	777
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	620
222.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	821
234.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	825
246.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	730
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	781
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	726
