index	name	hemisphere
1	Superior occipital sulcus inferior LH	n/a
2	Superior occipital gyrus 	n/a
3	Insula antero-inferior	n/a
4	Middle frontal gyrus middle RH	n/a
5	Calcarine cortex posterior LH	n/a
6	Lateral fissure posterior ramus RH	n/a
7	Superior occipital gyrus superior LH	n/a
8	Angular gyrus inferior LH	n/a
9	Calcarine sulcus anterior LH	n/a
10	Frontal pole inferior RH	n/a
11	Midbrain superior	n/a
12	Occipitotemporal gyrus mid-posterior RH	n/a
13	Insula postero-inferior medial	n/a
14	Cerebellum VI RH	n/a
15	Fusiform gyrus anterior LH	n/a
16	Cerebellum Crus I anterior RH	n/a
17	Supramarginal gyrus antero-superior LH	n/a
18	Angular sulcus superior LH	n/a
19	Paracingulate sulcus LH	n/a
20	Superior frontal gyrus superior	n/a
21	Pars triangularis LH	n/a
22	Superior longitudinal fasciculus II LH	n/a
23	Corona radiata antero-superior	n/a
24	Dorsomedial prefrontal cortex antero-superior LH	n/a
25	Superior longitudinal fasciculus III anterior LH	n/a
26	Cuneus antero-inferior	n/a
27	Anterior vertical ramus of the lateral fissure LH	n/a
28	Corpus callosum isthmus anterior	n/a
29	Internal capsule posterior limb RH	n/a
30	Cingulate gyrus middle inferior	n/a
31	Caudate RH	n/a
32	Superior frontal sulcus anterior RH	n/a
33	Pars orbitalis RH	n/a
34	Cerebellum VIIb	n/a
35	Intraparietal sulcus anterior LH	n/a
36	Superior longitudinal fasciculus I posterior RH	n/a
37	Superior longitudinal fasciculus II middle RH	n/a
38	Angular gyrus postero-inferior RH	n/a
39	Cerebrospinal fluid (between middle frontal gyrus and skull)	n/a
40	Cerebellum III anterior	n/a
41	Central sulcus middle RH	n/a
42	Cerebrospinal fluid (between interhemispheric fissure and superior frontal gyrus superio )	n/a
43	Superior frontal gyrus superior RH	n/a
44	Frontal pole superior RH	n/a
45	Postcentral sulcus LH	n/a
46	Frontomarginal gyrus	n/a
47	Paracingulate sulcus posterior RH	n/a
48	Middle frontal gyrus mid-anterior LH	n/a
49	Middle frontal gyrus posterior lateral RH	n/a
50	Intraparietal sulcus superior LH	n/a
51	Ventromedial prefrontal cortex	n/a
52	Lingual gyrus posterior	n/a
53	Insula antero-superior RH	n/a
54	Caudate superior	n/a
55	Parieto-occipital sulcus mid-posterior	n/a
56	Globus pallidus anterior	n/a
57	Superior longitudinal fasciculus I anterior LH	n/a
58	Superior longitudinal fasciculus I anterior RH	n/a
59	Precentral sulcus mid-inferior LH	n/a
60	Cerebellum VI superior medial	n/a
61	Postcentral sulcus inferior RH	n/a
62	Cuneus middle posterior RH	n/a
63	Cerebrospinal fluid (between middle frontal gyrus superior and skull LH)	n/a
64	Paracingulate gyrus posterior LH	n/a
65	Precentral gyrus mid-superior 	n/a
66	Superior temporal gyrus mid-anterior LH	n/a
67	Fusiform gyrus anterior	n/a
68	Superior frontal gyrus medial anterior	n/a
69	Superior frontal gyrus mid-posterior 	n/a
70	Cerebellum IX	n/a
71	Thalamus posterior	n/a
72	Globus pallidus RH	n/a
73	Postcentral sulcus RH	n/a
74	Thalamus superior	n/a
75	Superior occipital sulcus superior LH	n/a
76	Supramarginal gyrus posterior LH	n/a
77	Gyrus rectus	n/a
78	Anterior occipital sulcus RH	n/a
79	Lateral fissure anterior	n/a
80	Corona radiata posterior LH	n/a
81	Cerebellum V anterior	n/a
82	Parieto-occipital sulcus mid-anterior	n/a
83	Hippocampus anterior	n/a
84	Superior frontal gyrus mid-anterior LH	n/a
85	Cerebellum Crus II anterior LH	n/a
86	Intraparietal sulcus middle RH	n/a
87	Parieto-occipital sulcus posterior lateral	n/a
88	Occipital pole LH	n/a
89	Corticospinal tract superior	n/a
90	Cingulate gyrus middle superior	n/a
91	Parieto-occipital sulcus anterior	n/a
92	Cererbrospinal fluid (between callosomarginal sulcus and skull LH)	n/a
93	Occipitotemporal gyrus posterior RH	n/a
94	Insula postero-superior lateral LH	n/a
95	Superior frontal gyrus posterior LH	n/a
96	Inferior frontal sulcus middle RH	n/a
97	Postcentral gyrus middle LH	n/a
98	Arcuate fasciculus postero-inferior LH	n/a
99	Angular gyrus anterior RH	n/a
100	Angular sulcus inferior RH	n/a
101	Temporal pole LH	n/a
102	Paracentral lobule inferior LH	n/a
103	Precentral sulcus medial	n/a
104	Dorsomedial prefrontal cortex LH	n/a
105	Amygdala inferior	n/a
106	Perirhinal cortex	n/a
107	Cuneus middle	n/a
108	Callosomarginal sulcus middle	n/a
109	Lunate sulcus RH	n/a
110	Putamen superior	n/a
111	Putamen LH	n/a
112	Frontal pole	n/a
113	Forceps minor	n/a
114	Superior temporal gyrus medial anterior	n/a
115	Middle frontal gyrus anterior RH	n/a
116	Planum polare superior	n/a
117	Dorsomedial prefrontal cortex posterior	n/a
118	Superior frontal gyrus postero-superior LH	n/a
119	Supramarginal gyrus postero-superior RH	n/a
120	Amygdala	n/a
121	Cerebellum VI medial RH	n/a
122	Lingual gyrus medial	n/a
123	Cuneus anterior RH	n/a
124	Superior frontal sulcus middle LH	n/a
125	Cerebellum IX inferior	n/a
126	Cingulum anterior	n/a
127	Inferior temporal sulcus mid-posterior RH	n/a
128	Cerebellum VI superior LH	n/a
129	Optic radiation LH	n/a
130	Corpus callosum genu inferior	n/a
131	Precuneus mid-superior LH	n/a
132	Postcentral gyrus mid-inferior	n/a
133	Inferior frontal sulcus posterior LH	n/a
134	Lateral occipital cortex posterior LH	n/a
135	Angular gyrus mid-posterior RH	n/a
136	Temporal pole	n/a
137	Cerebellum Crus II posterior LH	n/a
138	Superior temporal sulcus posterior LH	n/a
139	Cerebrospinal fluid (between superior precentral gyrus and skull)	n/a
140	Lunate sulcus LH	n/a
141	Cerebellum Crus I medial RH	n/a
142	Posterior cingulate cortex LH	n/a
143	Precuneus anterior	n/a
144	Intraparietal sulcus middle LH	n/a
145	Lingual gyrus middle	n/a
146	Superior temporal gyrus posterior RH	n/a
147	Lateral orbital cortex	n/a
148	Pons antero-superior	n/a
149	Middle frontal sulcus anterior	n/a
150	Occipital pole superior LH	n/a
151	Lingual gyrus mid-posterior LH	n/a
152	Posterior cingulate cortex superior	n/a
153	Inferior frontal sulcus posterior RH	n/a
154	Cerebrospinal fluid (between angular gyrus and skull LH)	n/a
155	Intraparietal sulcus mid-anterior LH	n/a
156	Arcuate fasciculus postero-inferior RH	n/a
157	Frontal pole lateral RH	n/a
158	Cerebellum VIIIb inferior 	n/a
159	Parieto-occipital sulcus middle superior LH	n/a
160	Anterior rami of the lateral fissure RH	n/a
161	Cingulate gyrus mid-posterior 	n/a
162	Superior frontal sulcus posterior LH	n/a
163	Superior longitudinal fasciculus I posterior LH	n/a
164	Cerebellum IV inferior	n/a
165	Corona radiata superior	n/a
166	Insula postero-superior lateral	n/a
167	Middle frontal gyrus posterior LH	n/a
168	Third ventricle	n/a
169	Precentral gyrus middle LH	n/a
170	Callosal sulcus posterior	n/a
171	Angular gyrus superior LH	n/a
172	Superior occipital gyrus LH	n/a
173	Superior longitudinal fasciculus II posterior RH	n/a
174	Superior frontal gyrus anterior	n/a
175	Cuneus posterior RH	n/a
176	Superior parts of central and postcentral sulci 	n/a
177	Calcarine sulcus mid-anterior	n/a
178	Middle temporal gyrus medial LH	n/a
179	Occipital pole lateral LH	n/a
180	Fusiform gyrus middle superior RH	n/a
181	Cerebrospinal fluid (between superior parietal lobule and skull RH)	n/a
182	Cerebrospinal fluid (between superior frontal gyrus and skull)	n/a
183	Planum temporale	n/a
184	Subcentral gyrus RH	n/a
185	Middle frontal sulcus anterior LH	n/a
186	Anterior cingulate cortex	n/a
187	Inferior occipital gyrus	n/a
188	Cerebrospinal fluid (between superior frontal gyrus lateral RH and skull)	n/a
189	Arcuate fasciculus postero-superior	n/a
190	Superior frontal sulcus anterior LH	n/a
191	Cingulum middle	n/a
192	Frontal pole medial	n/a
193	Supramarginal gyrus inferior LH	n/a
194	Cerebrospinal fluid (between superior cerebellum and limbic lobe)	n/a
195	Occipital pole	n/a
196	Angular gyrus anterior LH	n/a
197	Corpus callosum genu	n/a
198	Cerebellum VI antero-inferior LH	n/a
199	Precentral gyrus superior RH	n/a
200	Occipital pole superior	n/a
201	Precentral sulcus mid-superior LH	n/a
202	Superior occipito-frontal fasciculus middle	n/a
203	Middle frontal gyrus mid-posterior RH	n/a
204	Pons	n/a
205	Middle frontal gyrus anterior lateral RH	n/a
206	Postcentral sulcus superior RH	n/a
207	Superior temporal sulcus posterior RH	n/a
208	Corpus callosum genu superior	n/a
209	Fourth ventricle	n/a
210	Calcarine sulcus middle	n/a
211	Postcentral sulcus superior LH	n/a
