index	name	hemisphere
1	Retrocalcarine cortex RH	n/a
2	Superior longitudinal fasciculus II mid-posterior RH	n/a
3	Arcuate fasciculus mid-anterior RH	n/a
4	Cerebrospinal fluid (between middle frontal gyrus anterior and skull)	n/a
5	Precentral sulcus mid-inferior RH	n/a
6	Putamen inferior RH	n/a
7	Paracingulate gyrus posterior	n/a
8	Inferior temporal sulcus anterior RH	n/a
9	Parahippocampal gyrus anterior	n/a
10	Calcarine cortex mid-posterior RH	n/a
11	Middle frontal gyrus superior RH	n/a
12	Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH)	n/a
13	Superior parietal lobule anterior LH	n/a
14	Precentral gyrus middle	n/a
15	Postcentral sulcus superior RH	n/a
16	Subcentral gyrus RH	n/a
17	Frontal pole lateral RH	n/a
18	Postcentral sulcus middle LH	n/a
19	Inferior longitudinal fasciculus posterior RH	n/a
20	Parieto-occipital sulcus middle	n/a
21	Lateral fissure posterior limb LH	n/a
22	Superior corona radiata RH	n/a
23	Fusiform gyrus mid-posterior RH	n/a
24	Cingulate sulcus mid-posterior LH	n/a
25	Intraparietal sulcus posterior RH	n/a
26	Anterior insula antero-inferior RH	n/a
27	External capsule anterior LH	n/a
28	Corpus callosum splenium superior	n/a
29	Internal capsule genu posterior	n/a
30	Superior parietal lobule posterior RH	n/a
31	Lateral occipital cortex anterior RH	n/a
32	Middle frontal gyrus mid-posterior inferior RH	n/a
33	Parieto-occipital sulcus middle LH	n/a
34	Frontomarginal gyrus LH	n/a
35	Corpus callosum splenium	n/a
36	Cingulate cortex mid-anterior LH	n/a
37	Middle frontal gyrus posterior inferior RH	n/a
38	Thalamus LH	n/a
39	Fusiform gyrus anterior RH	n/a
40	Precentral sulcus middle LH	n/a
41	Central opercular cortex LH	n/a
42	Cerebellum VI superior	n/a
43	Corpus callosum genu superior	n/a
44	Cerebrospinal fluid (between precentral gyrus and skull)	n/a
45	Heschl’s gyrus posterior RH	n/a
46	Lingual gyrus posterior RH	n/a
47	Corticospinal tract middle RH	n/a
48	Superior frontal sulcus mid-posterior LH	n/a
49	Cerebellum VI superior RH	n/a
50	Thalamus inferior	n/a
51	Lateral fissure superior RH	n/a
52	Superior parietal lobule postero-superior RH	n/a
53	Temporal pole superior RH	n/a
54	Retrosplenial cortex	n/a
55	Middle temporal gyrus middle superior LH	n/a
56	Anterior insula inferior LH	n/a
57	Arcuate fasciculus anterior RH	n/a
58	Hippocampal fissure	n/a
59	Corpus callosum isthmus inferior	n/a
60	Calcarine sulcus posterior LH	n/a
61	Parieto-occipital sulcus posterior LH	n/a
62	Ventromedial prefrontal cortex posterior 	n/a
