onset	duration	trial_type	Response	Stimulus	response_time
7.788	0.200	visual standard stimulus presentation	n/a	n/a	n/a
10.204	0.200	visual standard stimulus presentation	0.000	standard	n/a
12.999	0.562	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
12.999	0.200	visual oddball stimulus presentation	1.000	target	n/a
15.398	0.200	visual oddball stimulus presentation	1.000	target	n/a
15.398	0.503	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
18.394	0.452	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
18.394	0.200	visual oddball stimulus presentation	1.000	target	n/a
21.389	0.200	visual standard stimulus presentation	0.000	standard	n/a
23.788	0.200	visual standard stimulus presentation	0.000	standard	n/a
26.783	0.200	visual standard stimulus presentation	0.000	standard	n/a
29.777	0.200	visual standard stimulus presentation	0.000	standard	n/a
31.780	0.200	visual oddball stimulus presentation	1.000	target	n/a
31.780	0.476	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
33.980	0.200	visual standard stimulus presentation	0.000	standard	n/a
36.181	n/a	n/a	1.000	target	n/a
38.381	0.200	visual standard stimulus presentation	0.000	standard	n/a
40.979	0.200	visual oddball stimulus presentation	1.000	target	n/a
40.979	0.465	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
43.180	0.406	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
43.180	0.200	visual oddball stimulus presentation	1.000	target	n/a
45.580	0.381	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
45.580	0.200	visual oddball stimulus presentation	1.000	target	n/a
48.178	0.200	visual standard stimulus presentation	0.000	standard	n/a
50.774	0.200	visual standard stimulus presentation	0.000	standard	n/a
52.975	0.200	visual standard stimulus presentation	0.000	standard	n/a
55.176	0.200	visual oddball stimulus presentation	1.000	target	n/a
55.176	0.409	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
57.178	0.200	visual standard stimulus presentation	0.000	standard	n/a
59.180	0.200	visual standard stimulus presentation	0.000	standard	n/a
61.183	n/a	n/a	0.000	standard	n/a
63.978	0.200	visual standard stimulus presentation	0.000	standard	n/a
65.982	0.200	visual standard stimulus presentation	0.000	standard	n/a
68.380	0.200	visual standard stimulus presentation	0.000	standard	n/a
70.779	0.200	visual standard stimulus presentation	0.000	standard	n/a
72.782	0.200	visual standard stimulus presentation	0.000	standard	n/a
