onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	590
10.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	474
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	446
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	529
40.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	485
52.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	536
64.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	522
76.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	421
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	439
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	451
116.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	643
130.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	534
144.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	479
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	524
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	510
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	435
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	583
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	520
208.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	435
220.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	535
234.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	488
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	466
260.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	701
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	479
