onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	856
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	644
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	543
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	554
40.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	599
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	442
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	428
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	510
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	458
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	435
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	453
126.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	561
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	571
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	580
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	513
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	460
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	616
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	514
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	548
222.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	439
234.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	585
248.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	451
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	480
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	472
