onset	duration	trial_type	0	1	2	3
0.12	2.0	Spanish-English-Concrete-Novel	banquero	SECn_31	2984	3
3.12	2.0	Spanish-English-Concrete-Repeat	banker	SECr_31	2984	3
6.12	2.0	English-English-Abstract-Novel	denial	EEAn_31	2984	17
9.12	2.0	Spanish-English-Abstract-Novel	alma	SEAn_31	2984	17
12.12	2.0	Spanish-Spanish-Concrete-Novel	bebida	SSCn_31	1984	4
14.12	2.0	English-Spanish-Concrete-Novel	swamp	ESCn_31	1984	32
16.12	2.0	Spanish-Spanish-Concrete-Repeat	bebida	SSCr_31	6984	4
23.12	2.0	English-English-Abstract-Repeat	denial	EEAr_31	2984	17
26.12	2.0	Spanish-English-Abstract-Repeat	soul	SEAr_31	3984	17
30.12	2.0	English-English-Abstract-Novel	sense	EEAn_32	1984	26
32.12	2.0	English-Spanish-Abstract-Novel	time	ESAn_31	2984	27
35.12	2.0	Spanish-English-Abstract-Novel	finta	SEAn_32	5984	19
41.12	2.0	Spanish-English-Concrete-Novel	pasajero	SECn_32	1984	36
43.12	2.0	English-English-Concrete-Novel	stick	EECn_31	2984	49
46.12	2.0	English-Spanish-Concrete-Repeat	pantano	ESCr_31	7984	32
54.12	2.0	Spanish-English-Abstract-Repeat	feint	SEAr_32	1984	19
56.12	2.0	English-English-Abstract-Repeat	sense	EEAr_32	2984	26
59.12	2.0	English-Spanish-Abstract-Repeat	tiempo	ESAr_31	2984	27
62.12	2.0	Spanish-Spanish-Concrete-Novel	charco	SSCn_32	3984	6
66.12	2.0	English-Spanish-Abstract-Novel	despair	ESAn_32	1984	8
68.12	2.0	Spanish-Spanish-Concrete-Repeat	charco	SSCr_32	1984	6
70.12	2.0	Spanish-English-Abstract-Novel	desacuerdo	SEAn_33	3984	77
74.12	2.0	English-Spanish-Abstract-Repeat	desesperación	ESAr_32	2984	8
77.12	2.0	Spanish-English-Concrete-Repeat	passenger	SECr_32	2984	36
80.12	2.0	English-English-Abstract-Novel	heir	EEAn_33	1984	9
82.12	2.0	English-Spanish-Concrete-Novel	pig	ESCn_32	3984	39
86.12	2.0	Spanish-Spanish-Abstract-Novel	rapto	SSAn_31	2984	17
89.12	2.0	English-English-Abstract-Repeat	heir	EEAr_33	2984	9
92.12	2.0	English-English-Concrete-Repeat	stick	EECr_31	4984	49
97.12	2.0	English-English-Abstract-Novel	trust	EEAn_34	5984	38
103.12	2.0	Spanish-Spanish-Abstract-Repeat	rapto	SSAr_31	1984	17
105.12	2.0	English-Spanish-Abstract-Novel	enterprise	ESAn_33	3984	4
109.12	2.0	English-Spanish-Abstract-Repeat	empresa	ESAr_33	5984	4
115.12	2.0	Spanish-Spanish-Abstract-Novel	pista	SSAn_32	3984	22
119.12	2.0	English-English-Concrete-Novel	money	EECn_32	1984	12
121.12	2.0	English-Spanish-Concrete-Repeat	cerdo	ESCr_32	3984	39
125.12	2.0	Spanish-Spanish-Concrete-Novel	hueso	SSCn_33	2984	15
128.12	2.0	English-Spanish-Concrete-Novel	sponge	ESCn_33	2984	34
131.12	2.0	English-English-Concrete-Repeat	money	EECr_32	3984	12
135.12	2.0	English-English-Abstract-Repeat	trust	EEAr_34	1984	38
137.12	2.0	Spanish-Spanish-Abstract-Repeat	pista	SSAr_32	2984	22
140.12	2.0	Spanish-Spanish-Concrete-Repeat	hueso	SSCr_33	6984	15
147.12	2.0	Spanish-English-Abstract-Repeat	disagreement	SEAr_33	3984	77
151.12	2.0	Spanish-Spanish-Abstract-Novel	pensamiento	SSAn_33	4984	71
156.12	2.0	Spanish-English-Concrete-Novel	cueva	SECn_33	5984	26
162.12	2.0	English-Spanish-Concrete-Repeat	esponja	ESCr_33	1984	34
164.12	2.0	Spanish-English-Abstract-Novel	despido	SEAn_34	2984	3
167.12	2.0	Spanish-English-Abstract-Repeat	dismissal	SEAr_34	2984	3
170.12	2.0	English-Spanish-Concrete-Novel	meat	ESCn_34	4984	34
175.12	2.0	Spanish-Spanish-Concrete-Novel	nieve	SSCn_34	6984	15
182.12	2.0	Spanish-English-Concrete-Repeat	cave	SECr_33	2984	26
185.12	2.0	English-English-Concrete-Novel	library	EECn_33	4984	34
190.12	2.0	Spanish-Spanish-Concrete-Repeat	nieve	SSCr_34	7984	15
198.12	2.0	Spanish-Spanish-Concrete-Novel	piedra	SSCn_35	2984	27
201.12	2.0	Spanish-English-Abstract-Novel	ley	SEAn_35	2984	29
204.12	2.0	English-Spanish-Concrete-Repeat	carne	ESCr_34	6984	34
211.12	2.0	English-Spanish-Concrete-Novel	boat	ESCn_35	7984	51
219.12	2.0	English-English-Concrete-Repeat	library	EECr_33	2984	34
222.12	2.0	Spanish-Spanish-Abstract-Repeat	pensamiento	SSAr_33	2984	71
225.12	2.0	Spanish-Spanish-Concrete-Repeat	piedra	SSCr_35	4984	27
230.12	2.0	Spanish-English-Abstract-Repeat	law	SEAr_35	6984	29
237.12	2.0	Spanish-Spanish-Abstract-Novel	tocayo	SSAn_34	3984	78
241.12	2.0	English-Spanish-Abstract-Novel	rating	ESAn_34	7984	16
249.12	2.0	Spanish-English-Abstract-Novel	ventaja	SEAn_36	3984	72
253.12	2.0	English-English-Concrete-Novel	iron	EECn_34	3984	17
257.12	2.0	English-Spanish-Abstract-Repeat	tasación	ESAr_34	4984	16
262.12	2.0	English-Spanish-Concrete-Repeat	barco	ESCr_35	7984	51
270.12	2.0	English-English-Concrete-Repeat	iron	EECr_34	2984	17
273.12	2.0	English-English-Abstract-Novel	exchange	EEAn_35	2984	45
276.12	2.0	English-Spanish-Concrete-Novel	cat	ESCn_36	1984	7
278.12	2.0	English-English-Concrete-Novel	barn	EECn_35	4984	70
283.12	2.0	English-Spanish-Concrete-Repeat	gato	ESCr_36	5984	7
289.12	2.0	English-Spanish-Abstract-Novel	bequest	ESAn_35	4984	14
294.12	2.0	Spanish-English-Concrete-Novel	azucar	SECn_34	4984	5
299.12	2.0	Spanish-English-Concrete-Repeat	sugar	SECr_34	3984	5
303.12	2.0	English-Spanish-Abstract-Repeat	legado	ESAr_35	6984	14
310.12	2.0	Spanish-English-Concrete-Novel	ardilla	SECn_35	4984	13
315.12	2.0	Spanish-Spanish-Abstract-Repeat	tocayo	SSAr_34	2984	78
318.12	2.0	English-English-Abstract-Repeat	exchange	EEAr_35	2984	45
321.12	2.0	Spanish-English-Abstract-Repeat	advantage	SEAr_36	1984	72
323.12	2.0	Spanish-English-Concrete-Repeat	squirrel	SECr_35	3984	13
327.12	2.0	Spanish-Spanish-Abstract-Novel	oferta	SSAn_35	1984	30
329.12	2.0	English-Spanish-Abstract-Novel	sale	ESAn_36	6984	65
336.12	2.0	English-English-Abstract-Novel	end	EEAn_36	5984	60
342.12	2.0	Spanish-Spanish-Concrete-Novel	madre	SSCn_36	3984	37
346.12	2.0	Spanish-English-Concrete-Novel	sótano	SECn_36	1984	14
348.12	2.0	English-English-Concrete-Repeat	barn	EECr_35	8984	70
357.12	2.0	Spanish-Spanish-Abstract-Repeat	oferta	SSAr_35	2984	30
360.12	2.0	Spanish-English-Concrete-Repeat	basement	SECr_36	11984	14
372.12	2.0	English-English-Concrete-Novel	claw	EECn_36	2984	20
375.12	2.0	Spanish-Spanish-Abstract-Novel	desprecio	SSAn_36	3984	11
379.12	2.0	Spanish-Spanish-Concrete-Repeat	madre	SSCr_36	6984	37
386.12	2.0	Spanish-Spanish-Abstract-Repeat	desprecio	SSAr_36	5984	11
392.12	2.0	English-English-Concrete-Repeat	claw	EECr_36	1984	20
394.12	2.0	English-Spanish-Abstract-Repeat	venta	ESAr_36	1984	65
396.12	2.0	English-English-Abstract-Repeat	end	EEAr_36	3984	60
