onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
325.875	0	discontinuity	2	65175
366.715	0	eyes opened	66	73343
380.545	0	eyes closed	65	76109
417.815	0	eyes opened	66	83563
436.095	0	eyes closed	65	87219
458.365	0	eyes opened	66	91673
477.425	0	eyes closed	65	95485
493.045	0	eyes opened	66	98609
507.975	0	eyes closed	65	101595
526.405	0	eyes opened	66	105281
544.155	0	eyes closed	65	108831
564.565	0	eyes opened	66	112913
580.475	0	eyes closed	65	116095
597.925	0	eyes opened	66	119585
612.625	0	eyes closed	65	122525
631.115	0	eyes opened	66	126223
646.795	0	eyes closed	65	129359
659.575	0	eyes opened	66	131915
676.395	0	eyes closed	65	135279
694.565	0	eyes opened	66	138913
716.695	0	eyes closed	65	143339
732.975	0	eyes opened	66	146595
747.645	0	eyes closed	65	149529
771.205	0	eyes opened	66	154241
791.225	0	eyes closed	65	158245
805.745	0	hyperventilation 1	67	161149
870.795	0	hyperventilation 2	68	174159
931.435	0	hyperventilation 3	69	186287
994.105	0	recuperation	70	198821
1061.445	0	artefacto	57	212289
