onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
43.425	0	discontinuity	2	8685
124.975	0	discontinuity	2	24995
373.265	0	eyes opened	66	74653
388.405	0	eyes closed	65	77681
414.445	0	eyes opened	66	82889
432.205	0	eyes closed	65	86441
454.275	0	eyes opened	66	90855
467.245	0	eyes closed	65	93449
486.275	0	eyes opened	66	97255
497.635	0	eyes closed	65	99527
514.115	0	eyes opened	66	102823
533.155	0	eyes closed	65	106631
563.235	0	eyes opened	66	112647
583.175	0	eyes closed	65	116635
605.505	0	eyes opened	66	121101
624.655	0	eyes closed	65	124931
637.505	0	eyes opened	66	127501
652.195	0	eyes closed	65	130439
677.445	0	eyes opened	66	135489
694.235	0	eyes closed	65	138847
720.205	0	eyes opened	66	144041
740.775	0	eyes closed	65	148155
757.675	0	eyes opened	66	151535
777.195	0	eyes closed	65	155439
791.335	0	eyes opened	66	158267
816.785	0	eyes closed	65	163357
827.685	0	hyperventilation 1	67	165537
896.895	0	hyperventilation 2	68	179379
957.855	0	hyperventilation 3	69	191571
1019.155	0	recuperation	70	203831
1151.025	0	eyes closed	65	230205
