onset	duration	trial_type	0	1	2	3
0.0	0.35	Objects	cjdh	2	NR	NR
1.0	0.35	Objects	hdrg	2	NR	NR
2.0	0.35	Objects	hdrg	2	34	626
3.1	0.35	Objects	tgdjz	2	NR	NR
4.1	0.35	Objects	bzcrn	2	NR	NR
5.1	0.35	Objects	gjss	2	NR	NR
6.1	0.35	Objects	nsxrr	2	NR	NR
7.1	0.35	Objects	jdjrq	2	NR	NR
8.2	0.35	Objects	jdjrq	2	34	437
9.2	0.35	Objects	gxkz	2	NR	NR
10.2	0.35	Objects	vhjb	2	NR	NR
11.2	0.35	Objects	dclm	2	NR	NR
12.2	0.35	Objects	bfzqz	2	NR	NR
13.3	0.35	Objects	dbwq	2	NR	NR
14.3	0.35	Objects	cjczd	2	NR	NR
15.3	0.35	Objects	tlqv	2	NR	NR
16.4	0.35	Consonant strings	scram_1	4	NR	NR
17.4	0.35	Consonant strings	scram_2	4	NR	NR
18.5	0.35	Consonant strings	scram_2	4	NR	NR
19.5	0.35	Consonant strings	scram_4	4	NR	NR
20.5	0.35	Consonant strings	scram_5	4	NR	NR
21.6	0.35	Consonant strings	scram_6	4	NR	NR
22.6	0.35	Consonant strings	scram_7	4	NR	NR
23.6	0.35	Consonant strings	scram_8	4	34	562
24.7	0.35	Consonant strings	scram_9	4	NR	NR
25.7	0.35	Consonant strings	scram_10	4	NR	NR
26.7	0.35	Consonant strings	scram_10	4	NR	NR
27.8	0.35	Consonant strings	scram_12	4	NR	NR
28.8	0.35	Consonant strings	scram_13	4	NR	NR
29.9	0.35	Consonant strings	scram_14	4	NR	NR
30.9	0.35	Consonant strings	scram_15	4	NR	NR
31.9	0.35	Consonant strings	scram_16	4	NR	NR
33.0	0.35	Scrambled objects	goat	3	NR	NR
34.0	0.35	Scrambled objects	goat	3	34	645
35.0	0.35	Scrambled objects	camera	3	NR	NR
36.0	0.35	Scrambled objects	wheel	3	NR	NR
37.1	0.35	Scrambled objects	camel	3	NR	NR
38.1	0.35	Scrambled objects	donkey	3	NR	NR
39.1	0.35	Scrambled objects	candle	3	NR	NR
40.1	0.35	Scrambled objects	zip	3	NR	NR
41.2	0.35	Scrambled objects	stool	3	NR	NR
42.2	0.35	Scrambled objects	stool	3	NR	NR
43.2	0.35	Scrambled objects	ruler	3	NR	NR
44.2	0.35	Scrambled objects	wool	3	NR	NR
45.2	0.35	Scrambled objects	tap	3	NR	NR
46.3	0.35	Scrambled objects	mouse	3	NR	NR
47.3	0.35	Scrambled objects	tiger	3	NR	NR
48.3	0.35	Scrambled objects	belt	3	NR	NR
49.3	0.35	Words	claw	1	NR	NR
50.4	0.35	Words	hare	1	NR	NR
51.4	0.35	Words	hare	1	34	618
52.4	0.35	Words	spree	1	NR	NR
53.4	0.35	Words	scorn	1	NR	NR
54.4	0.35	Words	kite	1	NR	NR
55.5	0.35	Words	brute	1	NR	NR
56.5	0.35	Words	waltz	1	NR	NR
57.5	0.35	Words	waltz	1	34	541
58.5	0.35	Words	keel	1	NR	NR
59.5	0.35	Words	peck	1	NR	NR
60.6	0.35	Words	code	1	NR	NR
61.6	0.35	Words	ulcer	1	NR	NR
62.6	0.35	Words	babe	1	NR	NR
63.6	0.35	Words	haste	1	NR	NR
64.6	0.35	Words	yoke	1	NR	NR
81.0	0.35	Scrambled objects	parrot	3	NR	NR
82.0	0.35	Scrambled objects	dice	3	NR	NR
83.0	0.35	Scrambled objects	bib	3	NR	NR
84.1	0.35	Scrambled objects	drum	3	NR	NR
85.1	0.35	Scrambled objects	drum	3	34	735
86.1	0.35	Scrambled objects	peach	3	NR	NR
87.1	0.35	Scrambled objects	clock	3	NR	NR
88.2	0.35	Scrambled objects	car	3	NR	NR
89.2	0.35	Scrambled objects	pig	3	NR	NR
90.2	0.35	Scrambled objects	basin	3	NR	NR
91.2	0.35	Scrambled objects	saw	3	NR	NR
92.3	0.35	Scrambled objects	cow	3	NR	NR
93.3	0.35	Scrambled objects	cow	3	34	506
94.3	0.35	Scrambled objects	flower	3	NR	NR
95.3	0.35	Scrambled objects	key	3	NR	NR
96.4	0.35	Scrambled objects	ball	3	NR	NR
97.4	0.35	Objects	hndzg	2	NR	NR
98.4	0.35	Objects	wkmmz	2	NR	NR
99.4	0.35	Objects	kksl	2	NR	NR
100.4	0.35	Objects	bcrf	2	NR	NR
101.5	0.35	Objects	qwmfm	2	NR	NR
102.5	0.35	Objects	xrvz	2	NR	NR
103.5	0.35	Objects	xrvz	2	34	414
104.5	0.35	Objects	zbrhx	2	NR	NR
105.5	0.35	Objects	xhqb	2	NR	NR
106.5	0.35	Objects	xhqb	2	34	523
107.6	0.35	Objects	dhhhh	2	NR	NR
108.6	0.35	Objects	sxjxn	2	NR	NR
109.6	0.35	Objects	jkcwt	2	NR	NR
110.6	0.35	Objects	vmxhv	2	NR	NR
111.6	0.35	Objects	tvgvn	2	NR	NR
112.7	0.35	Objects	hcbd	2	NR	NR
113.7	0.35	Words	feast	1	NR	NR
114.7	0.35	Words	baron	1	NR	NR
115.7	0.35	Words	watt	1	NR	NR
116.7	0.35	Words	gilt	1	NR	NR
117.7	0.35	Words	graft	1	NR	NR
118.8	0.35	Words	haul	1	NR	NR
119.8	0.35	Words	haul	1	34	633
120.8	0.35	Words	harem	1	NR	NR
121.8	0.35	Words	hump	1	NR	NR
122.8	0.35	Words	hump	1	34	550
123.9	0.35	Words	olive	1	NR	NR
124.9	0.35	Words	token	1	NR	NR
125.9	0.35	Words	burro	1	NR	NR
126.9	0.35	Words	lunge	1	NR	NR
127.9	0.35	Words	cargo	1	NR	NR
128.9	0.35	Words	loop	1	NR	NR
130.0	0.35	Consonant strings	scram_17	4	NR	NR
131.0	0.35	Consonant strings	scram_18	4	NR	NR
132.1	0.35	Consonant strings	scram_19	4	NR	NR
133.1	0.35	Consonant strings	scram_20	4	NR	NR
134.1	0.35	Consonant strings	scram_20	4	NR	NR
135.2	0.35	Consonant strings	scram_22	4	NR	NR
136.2	0.35	Consonant strings	scram_23	4	NR	NR
137.2	0.35	Consonant strings	scram_24	4	NR	NR
138.3	0.35	Consonant strings	scram_25	4	NR	NR
139.3	0.35	Consonant strings	scram_26	4	NR	NR
140.3	0.35	Consonant strings	scram_27	4	NR	NR
141.4	0.35	Consonant strings	scram_28	4	NR	NR
142.4	0.35	Consonant strings	scram_29	4	NR	NR
143.5	0.35	Consonant strings	scram_29	4	NR	NR
144.5	0.35	Consonant strings	scram_31	4	NR	NR
145.5	0.35	Consonant strings	scram_32	4	NR	NR
162.0	0.35	Consonant strings	scram_33	4	NR	NR
163.0	0.35	Consonant strings	scram_34	4	NR	NR
164.1	0.35	Consonant strings	scram_35	4	NR	NR
165.1	0.35	Consonant strings	scram_36	4	NR	NR
166.1	0.35	Consonant strings	scram_37	4	NR	NR
167.2	0.35	Consonant strings	scram_38	4	NR	NR
168.2	0.35	Consonant strings	scram_38	4	NR	NR
169.3	0.35	Consonant strings	scram_40	4	NR	NR
