onset	duration	sample	event_type	face_type	repetition_type	trial	trial_lag	trigger	stim_file
0.004	n/a	1.0	setup	n/a	n/a	n/a	n/a	n/a	n/a
0.004	n/a	1.0	right_sym	n/a	n/a	n/a	n/a	n/a	n/a
23.926181818200003	n/a	5981.5455	show_face	famous_face	first_show	1	n/a	5	f127.bmp
24.608909090900003	n/a	6152.2273	right_press	n/a	n/a	1	n/a	4096	n/a
24.7707272727	n/a	6192.6818	show_circle	n/a	n/a	1	n/a	0	circle.bmp
26.4707272727	n/a	6617.6818	show_cross	n/a	n/a	2	n/a	n/a	cross.bmp
26.916181818200002	n/a	6729.0455	show_face	famous_face	immediate_repeat	2	1	6	f127.bmp
27.4561818182	n/a	6864.0455	right_press	n/a	n/a	2	n/a	4096	n/a
27.916181818200002	n/a	6979.0455	show_circle	n/a	n/a	2	n/a	0	circle.bmp
29.6161818182	n/a	7404.0455	show_cross	n/a	n/a	3	n/a	n/a	cross.bmp
30.1907272727	n/a	7547.6818	show_face	unfamiliar_face	first_show	3	n/a	13	u015.bmp
31.1652727273	n/a	7791.3182	show_circle	n/a	n/a	3	n/a	0	circle.bmp
32.8652727273	n/a	8216.3182	show_cross	n/a	n/a	4	n/a	n/a	cross.bmp
33.498	n/a	8374.5	show_face	unfamiliar_face	first_show	4	n/a	13	u072.bmp
34.368909090900004	n/a	8592.2273	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.0689090909	n/a	9017.2273	show_cross	n/a	n/a	5	n/a	n/a	cross.bmp
36.5716363636	n/a	9142.9091	show_face	unfamiliar_face	first_show	5	n/a	13	u052.bmp
37.3698181818	n/a	9342.4545	right_press	n/a	n/a	5	n/a	4096	n/a
37.558	n/a	9389.5	show_circle	n/a	n/a	5	n/a	0	circle.bmp
39.258	n/a	9814.5	show_cross	n/a	n/a	6	n/a	n/a	cross.bmp
39.8625454545	n/a	9965.6364	show_face	famous_face	first_show	6	n/a	5	f106.bmp
40.4643636364	n/a	10116.0909	right_press	n/a	n/a	6	n/a	4096	n/a
40.7834545455	n/a	10195.8636	show_circle	n/a	n/a	6	n/a	0	circle.bmp
42.4834545455	n/a	10620.8636	show_cross	n/a	n/a	7	n/a	n/a	cross.bmp
42.936181818200005	n/a	10734.0455	show_face	famous_face	immediate_repeat	7	1	6	f106.bmp
43.4470909091	n/a	10861.7727	right_press	n/a	n/a	7	n/a	4096	n/a
43.935272727299996	n/a	10983.8182	show_circle	n/a	n/a	7	n/a	0	circle.bmp
45.6352727273	n/a	11408.8182	show_cross	n/a	n/a	8	n/a	n/a	cross.bmp
46.0934545455	n/a	11523.3636	show_face	unfamiliar_face	first_show	8	n/a	13	u036.bmp
47.016181818199996	n/a	11754.0455	show_circle	n/a	n/a	8	n/a	0	circle.bmp
48.7161818182	n/a	12179.0455	show_cross	n/a	n/a	9	n/a	n/a	cross.bmp
49.2843636364	n/a	12321.0909	show_face	unfamiliar_face	first_show	9	n/a	13	u142.bmp
50.255272727299996	n/a	12563.8182	show_circle	n/a	n/a	9	n/a	0	circle.bmp
51.9552727273	n/a	12988.8182	show_cross	n/a	n/a	10	n/a	n/a	cross.bmp
52.52527272729999	n/a	13131.3182	show_face	unfamiliar_face	immediate_repeat	10	1	14	u142.bmp
53.457090909099996	n/a	13364.2727	show_circle	n/a	n/a	10	n/a	0	circle.bmp
55.1570909091	n/a	13789.2727	show_cross	n/a	n/a	11	n/a	n/a	cross.bmp
55.782545454499996	n/a	13945.6364	show_face	unfamiliar_face	delayed_repeat	11	8	15	u015.bmp
56.7134545455	n/a	14178.3636	show_circle	n/a	n/a	11	n/a	0	circle.bmp
