onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	443
10.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	623
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	475
30.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	607
40.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	561
52.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	500
64.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	494
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	577
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	413
102.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	575
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	546
130.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	401
140.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	519
154.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	480
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	571
174.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	519
184.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	538
196.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	526
208.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	527
220.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	447
232.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	406
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	431
260.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	570
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	532
