onset	duration	trial_type	rating_par
1.009	5	att_neg	n/a
8.012	3	rating_par	-0.138
13.007	5	att_neut	n/a
19.015	3	rating_par	-1.138
29.006	5	att_neg	n/a
37.005	3	rating_par	-0.138
43.013	5	suppr_neg	n/a
49.004	3	rating_par	0.862
53.003	5	suppr_neg	n/a
60.007	3	rating_par	0.862
65.002	5	suppr_neg	n/a
71.010	3	rating_par	-0.138
77.017	5	suppr_neg	n/a
84.004	3	rating_par	0.862
89.016	5	att_neut	n/a
95.007	3	rating_par	-1.138
99.007	5	att_neg	n/a
105.015	3	rating_par	-0.138
111.006	5	att_neg	n/a
119.005	3	rating_par	1.862
127.004	5	suppr_neg	n/a
134.007	3	junk_rating	n/a
141.011	5	att_neut	n/a
147.002	3	rating_par	-1.138
151.001	5	att_neg	n/a
159.017	3	rating_par	1.862
170.004	5	att_neut	n/a
177.007	3	rating_par	-1.138
183.015	5	att_neg	n/a
190.002	3	rating_par	0.862
194.018	5	att_neut	n/a
201.005	3	rating_par	-1.138
205.004	5	att_neut	n/a
212.008	3	rating_par	-1.138
217.003	5	suppr_neg	n/a
223.011	3	rating_par	-0.138
233.001	5	att_neut	n/a
241.017	3	rating_par	-1.138
248.004	5	att_neg	n/a
254.012	3	rating_par	-0.138
259.007	5	suppr_neg	n/a
266.010	3	rating_par	0.862
272.001	5	att_neut	n/a
280.017	3	rating_par	-1.138
285.013	5	att_neut	n/a
292.016	3	rating_par	-1.138
297.011	5	suppr_neg	n/a
305.010	3	rating_par	1.862
309.010	5	att_neg	n/a
316.014	3	rating_par	0.862
320.013	5	suppr_neg	n/a
326.004	3	rating_par	-1.138
339.015	5	suppr_neg	n/a
347.014	3	rating_par	-0.138
353.005	5	att_neg	n/a
362.017	3	rating_par	-0.138
367.012	5	att_neg	n/a
375.012	3	rating_par	1.862
380.007	5	att_neut	n/a
386.015	3	rating_par	-0.138
