onset	duration	trial_type	rating_par
1.006	5	att_neut	n/a
7.014	3	rating_par	-1.482
15.013	5	att_neg	n/a
21.004	3	rating_par	-0.481
29.003	5	att_neg	n/a
36.007	3	rating_par	1.518
41.002	5	suppr_neg	n/a
48.006	3	rating_par	0.518
53.018	5	suppr_neg	n/a
61.017	3	rating_par	0.518
69.016	5	att_neg	n/a
76.003	3	rating_par	1.518
83.006	5	suppr_neg	n/a
89.014	3	rating_par	-0.481
100.017	5	att_neut	n/a
106.008	3	rating_par	-1.482
111.004	5	att_neut	n/a
117.011	3	rating_par	-1.482
121.011	5	suppr_neg	n/a
127.002	3	rating_par	-0.481
139.017	5	att_neg	n/a
146.004	3	rating_par	1.518
150.004	5	att_neut	n/a
157.007	3	junk_rating	n/a
163.015	5	suppr_neg	n/a
171.014	3	rating_par	0.518
176.009	5	att_neut	n/a
183.012	3	rating_par	-1.482
188.008	5	att_neut	n/a
196.007	3	rating_par	-1.482
201.002	5	att_neg	n/a
208.006	3	rating_par	1.518
212.005	5	att_neut	n/a
219.009	3	rating_par	-0.481
225.017	5	att_neg	n/a
233.016	3	rating_par	0.518
240.003	5	att_neut	n/a
247.006	3	rating_par	-1.482
252.001	5	suppr_neg	n/a
259.005	3	rating_par	0.518
263.004	5	att_neg	n/a
270.008	3	rating_par	0.518
276.015	5	att_neg	n/a
285.010	3	rating_par	1.518
292.014	5	att_neut	n/a
301.009	3	rating_par	-1.482
307.016	5	suppr_neg	n/a
314.003	3	junk_rating	n/a
319.015	5	suppr_neg	n/a
325.006	3	rating_par	-0.481
332.010	5	suppr_neg	n/a
339.013	3	junk_rating	n/a
344.008	5	suppr_neg	n/a
351.012	3	rating_par	0.518
355.011	5	att_neg	n/a
361.002	3	rating_par	1.518
365.002	5	att_neut	n/a
373.001	3	rating_par	-1.482
381.017	5	att_neg	n/a
387.008	3	rating_par	1.518
