onset	trial_type	eventcode
25390	scrambled_new	17
25978	response	0
28716	scrambled_new	17
29371	response	0
32042	scrambled_second_early	18
32734	response	0
35735	famous_new	5
36496	response	0
39044	famous_second_early	6
39695	response	0
42608	scrambled_new	17
43334	response	0
46026	scrambled_second_early	18
46670	response	0
49462	scrambled_new	17
50080	response	0
53137	scrambled_new	17
53860	response	0
56647	scrambled_second_early	18
57442	response	0
60156	scrambled_second_late	19
60806	response	0
63758	unfamiliar_new	13
64582	response	0
67176	unfamiliar_new	13
67806	response	0
70686	scrambled_new	17
71354	response	0
74085	unfamiliar_new	13
74668	response	0
77558	scrambled_second_late	19
78283	response	0
81178	unfamiliar_new	13
81831	response	0
84743	unfamiliar_new	13
85395	response	0
88161	unfamiliar_second_early	14
88751	response	0
91579	unfamiliar_second_late	15
92211	response	0
95090	scrambled_new	17
95688	response	0
98617	unfamiliar_second_late	15
99265	response	0
102163	famous_new	5
102810	response	0
105710	famous_second_early	6
106448	response	0
109275	scrambled_second_late	19
109997	response	0
112876	famous_new	5
113655	response	0
116276	unfamiliar_second_late	15
116881	response	0
119657	famous_new	5
120766	response	0
123056	unfamiliar_second_late	15
123689	response	0
126456	famous_new	5
127073	response	0
129874	famous_second_early	6
130401	response	0
133384	famous_new	5
133976	response	0
136893	famous_second_early	6
137507	response	0
140293	scrambled_second_late	19
140940	response	0
143876	scrambled_new	17
144569	response	0
147478	unfamiliar_new	13
148091	response	0
151006	famous_second_late	7
151638	response	0
154460	famous_new	5
155078	response	0
157842	famous_second_early	6
158329	response	0
161498	famous_second_late	7
162188	response	0
164990	famous_new	5
165747	response	0
168499	scrambled_new	17
169186	response	0
171917	scrambled_second_early	18
172495	response	0
175537	famous_new	5
176307	response	0
179010	famous_second_early	6
179572	response	0
182649	scrambled_second_late	19
183278	response	0
186269	famous_new	5
186854	response	0
189632	famous_second_early	6
190163	response	0
193049	unfamiliar_second_late	15
193593	response	0
196449	famous_new	5
197201	response	0
199867	famous_second_early	6
200555	response	0
203450	scrambled_new	17
204086	response	0
206923	scrambled_second_early	18
207468	response	0
210433	famous_second_late	7
210981	response	0
