onset	trial_type	eventcode
26085	scrambled_new	17
26747	response	0
29430	famous_new	5
29967	response	0
32921	unfamiliar_new	13
33559	response	0
36376	unfamiliar_new	13
37044	response	0
39885	unfamiliar_second_early	14
40412	response	0
43432	scrambled_new	17
43943	response	0
46923	scrambled_second_early	18
47464	response	0
50543	unfamiliar_new	13
51227	response	0
53980	scrambled_second_late	19
54651	response	0
57471	famous_new	5
58176	response	0
60852	famous_second_early	6
61414	response	0
64270	famous_second_late	7
64888	response	0
67706	scrambled_new	17
68573	response	0
71106	unfamiliar_second_late	15
71758	response	0
74763	famous_new	5
75340	response	0
78180	famous_second_early	6
78691	response	0
81617	famous_new	5
82260	response	0
85108	unfamiliar_new	13
85777	response	0
88710	unfamiliar_second_early	14
89276	response	0
92293	unfamiliar_second_late	15
92860	response	0
95729	famous_new	5
96336	response	0
99239	famous_second_early	6
99795	response	0
102712	unfamiliar_new	13
103351	response	0
106277	unfamiliar_second_early	14
106817	response	0
109658	scrambled_second_late	19
110207	response	0
113149	scrambled_new	17
113718	response	0
116714	unfamiliar_new	13
117341	response	0
120206	famous_second_late	7
120966	response	0
123734	unfamiliar_new	13
124523	response	0
127317	unfamiliar_second_early	14
128133	response	0
130772	unfamiliar_new	13
131610	response	0
134098	scrambled_new	17
134890	response	0
137497	scrambled_second_early	18
138039	response	0
141135	scrambled_new	17
141986	response	0
144535	scrambled_second_late	19
145447	response	0
148155	famous_new	5
148839	response	0
151683	famous_second_early	6
152213	response	0
155230	unfamiliar_second_late	15
156038	response	0
158795	unfamiliar_new	13
159646	response	0
162341	scrambled_new	17
163220	response	0
165612	unfamiliar_second_late	15
166376	response	0
169287	scrambled_new	17
169968	response	0
172797	scrambled_new	17
173631	response	0
176178	scrambled_second_early	18
176803	response	0
179559	scrambled_second_late	19
180454	response	0
183142	famous_new	5
183950	response	0
186744	famous_second_early	6
187530	response	0
190419	famous_new	5
191057	response	0
193855	famous_second_early	6
194311	response	0
197310	unfamiliar_second_late	15
198069	response	0
200709	unfamiliar_new	13
201244	response	0
204164	scrambled_second_late	19
204922	response	0
207601	famous_new	5
208195	response	0
211018	famous_second_early	6
211592	response	0
214675	scrambled_second_late	19
215486	response	0
218019	famous_new	5
218700	response	0
221548	unfamiliar_new	13
222265	response	0
224818	unfamiliar_second_early	14
225547	response	0
228347	famous_new	5
228970	response	0
231967	famous_new	5
232587	response	0
235440	famous_second_early	6
235979	response	0
238913	unfamiliar_second_late	15
239587	response	0
242275	famous_new	5
243095	response	0
245840	famous_second_early	6
246370	response	0
249332	scrambled_new	17
250050	response	0
252823	scrambled_second_early	18
253645	response	0
256296	famous_second_late	7
256968	response	0
259824	scrambled_new	17
260509	response	0
263279	unfamiliar_new	13
263976	response	0
266660	famous_second_late	7
267364	response	0
270188	famous_new	5
270986	response	0
273514	famous_second_early	6
274231	response	0
276858	unfamiliar_new	13
277436	response	0
280442	famous_new	5
281134	response	0
283970	scrambled_new	17
284586	response	0
287590	scrambled_second_early	18
288167	response	0
290989	scrambled_second_late	19
291464	response	0
294481	unfamiliar_new	13
295212	response	0
297880	unfamiliar_second_early	14
298617	response	0
301372	unfamiliar_second_late	15
302767	response	0
304826	unfamiliar_new	13
305439	response	0
308354	scrambled_new	17
309110	response	0
311791	unfamiliar_second_late	15
312343	response	0
315245	scrambled_new	17
315943	response	0
318828	famous_second_late	7
319559	response	0
322338	scrambled_new	17
322957	response	0
325921	scrambled_second_early	18
326628	response	0
329541	scrambled_new	17
330122	response	0
332941	unfamiliar_new	13
333594	response	0
336414	unfamiliar_second_late	15
337144	response	0
339942	scrambled_new	17
340761	response	0
343433	scrambled_second_early	18
343979	response	0
346851	scrambled_second_late	19
347407	response	0
350379	famous_new	5
351101	response	0
353816	scrambled_second_late	19
354700	response	0
357105	famous_new	5
357801	response	0
360707	famous_second_early	6
361266	response	0
364198	scrambled_new	17
364799	response	0
367708	scrambled_second_early	18
368415	response	0
371071	scrambled_second_late	19
371693	response	0
374452	scrambled_new	17
375046	response	0
377814	scrambled_second_early	18
378347	response	0
381361	unfamiliar_second_late	15
382056	response	0
384963	famous_new	5
385772	response	0
388362	famous_second_early	6
389028	response	0
391835	famous_new	5
392539	response	0
395271	famous_second_late	7
395890	response	0
398891	unfamiliar_new	13
399513	response	0
402401	unfamiliar_second_early	14
403137	response	0
405892	famous_new	5
406591	response	0
409347	scrambled_new	17
410064	response	0
413004	scrambled_second_early	18
413700	response	0
416495	unfamiliar_new	13
417152	response	0
420005	unfamiliar_new	13
420668	response	0
423423	famous_second_late	7
424023	response	0
426877	scrambled_new	17
427517	response	0
430277	famous_new	5
430976	response	0
433713	famous_second_early	6
434409	response	0
437333	famous_second_late	7
438164	response	0
440770	unfamiliar_new	13
441388	response	0
444151	unfamiliar_second_early	14
444773	response	0
447715	famous_new	5
448402	response	0
451207	unfamiliar_second_late	15
451899	response	0
454753	unfamiliar_new	13
455513	response	0
458116	unfamiliar_second_late	15
458820	response	0
461479	famous_new	5
462195	response	0
465044	scrambled_second_late	19
465743	response	0
468609	famous_new	5
469292	response	0
471971	famous_second_early	6
472576	response	0
475426	unfamiliar_new	13
476052	response	0
478862	unfamiliar_second_early	14
479642	response	0
482354	unfamiliar_new	13
483031	response	0
485863	famous_second_late	7
486501	response	0
489318	scrambled_new	17
489958	response	0
492718	scrambled_second_early	18
493416	response	0
496044	unfamiliar_second_late	15
496633	response	0
499443	unfamiliar_new	13
500148	response	0
502971	famous_second_late	7
503654	response	0
506371	unfamiliar_new	13
507060	response	0
509844	unfamiliar_second_early	14
510474	response	0
513317	scrambled_new	17
513952	response	0
516955	scrambled_second_early	18
517609	response	0
520520	famous_new	5
521364	response	0
523809	unfamiliar_second_late	15
524917	response	0
527209	scrambled_new	17
527705	response	0
530700	scrambled_new	17
531302	response	0
534008	unfamiliar_second_late	15
534790	response	0
