onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	884
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1071
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	955
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1255
40.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	812
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	822
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	793
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	850
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	765
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	775
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	946
130.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	891
144.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	782
154.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	753
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	885
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	809
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	709
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	806
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	777
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	733
232.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	840
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	713
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	724
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	829
