index	name	hemisphere
0	Background	n/a
1	7Networks_LH_Vis_1	L
2	7Networks_LH_Vis_2	L
3	7Networks_LH_Vis_3	L
4	7Networks_LH_Vis_4	L
5	7Networks_LH_Vis_5	L
6	7Networks_LH_Vis_6	L
7	7Networks_LH_Vis_7	L
8	7Networks_LH_Vis_8	L
9	7Networks_LH_Vis_9	L
10	7Networks_LH_Vis_10	L
11	7Networks_LH_Vis_11	L
12	7Networks_LH_Vis_12	L
13	7Networks_LH_Vis_13	L
14	7Networks_LH_Vis_14	L
15	7Networks_LH_Vis_15	L
16	7Networks_LH_Vis_16	L
17	7Networks_LH_Vis_17	L
18	7Networks_LH_Vis_18	L
19	7Networks_LH_Vis_19	L
20	7Networks_LH_Vis_20	L
21	7Networks_LH_Vis_21	L
22	7Networks_LH_Vis_22	L
23	7Networks_LH_Vis_23	L
24	7Networks_LH_Vis_24	L
25	7Networks_LH_Vis_25	L
26	7Networks_LH_Vis_26	L
27	7Networks_LH_Vis_27	L
28	7Networks_LH_Vis_28	L
29	7Networks_LH_Vis_29	L
30	7Networks_LH_Vis_30	L
31	7Networks_LH_Vis_31	L
32	7Networks_LH_SomMot_1	L
33	7Networks_LH_SomMot_2	L
34	7Networks_LH_SomMot_3	L
35	7Networks_LH_SomMot_4	L
36	7Networks_LH_SomMot_5	L
37	7Networks_LH_SomMot_6	L
38	7Networks_LH_SomMot_7	L
39	7Networks_LH_SomMot_8	L
40	7Networks_LH_SomMot_9	L
41	7Networks_LH_SomMot_10	L
42	7Networks_LH_SomMot_11	L
43	7Networks_LH_SomMot_12	L
44	7Networks_LH_SomMot_13	L
45	7Networks_LH_SomMot_14	L
46	7Networks_LH_SomMot_15	L
47	7Networks_LH_SomMot_16	L
48	7Networks_LH_SomMot_17	L
49	7Networks_LH_SomMot_18	L
50	7Networks_LH_SomMot_19	L
51	7Networks_LH_SomMot_20	L
52	7Networks_LH_SomMot_21	L
53	7Networks_LH_SomMot_22	L
54	7Networks_LH_SomMot_23	L
55	7Networks_LH_SomMot_24	L
56	7Networks_LH_SomMot_25	L
57	7Networks_LH_SomMot_26	L
58	7Networks_LH_SomMot_27	L
59	7Networks_LH_SomMot_28	L
60	7Networks_LH_SomMot_29	L
61	7Networks_LH_SomMot_30	L
62	7Networks_LH_SomMot_31	L
63	7Networks_LH_SomMot_32	L
64	7Networks_LH_SomMot_33	L
65	7Networks_LH_SomMot_34	L
66	7Networks_LH_SomMot_35	L
67	7Networks_LH_SomMot_36	L
68	7Networks_LH_SomMot_37	L
69	7Networks_LH_DorsAttn_Post_1	L
70	7Networks_LH_DorsAttn_Post_2	L
71	7Networks_LH_DorsAttn_Post_3	L
72	7Networks_LH_DorsAttn_Post_4	L
73	7Networks_LH_DorsAttn_Post_5	L
74	7Networks_LH_DorsAttn_Post_6	L
75	7Networks_LH_DorsAttn_Post_7	L
76	7Networks_LH_DorsAttn_Post_8	L
77	7Networks_LH_DorsAttn_Post_9	L
78	7Networks_LH_DorsAttn_Post_10	L
79	7Networks_LH_DorsAttn_Post_11	L
80	7Networks_LH_DorsAttn_Post_12	L
81	7Networks_LH_DorsAttn_Post_13	L
82	7Networks_LH_DorsAttn_Post_14	L
83	7Networks_LH_DorsAttn_Post_15	L
84	7Networks_LH_DorsAttn_Post_16	L
85	7Networks_LH_DorsAttn_Post_17	L
86	7Networks_LH_DorsAttn_FEF_1	L
87	7Networks_LH_DorsAttn_FEF_2	L
88	7Networks_LH_DorsAttn_FEF_3	L
89	7Networks_LH_DorsAttn_FEF_4	L
90	7Networks_LH_DorsAttn_PrCv_1	L
91	7Networks_LH_DorsAttn_PrCv_2	L
92	7Networks_LH_SalVentAttn_ParOper_1	L
93	7Networks_LH_SalVentAttn_ParOper_2	L
94	7Networks_LH_SalVentAttn_ParOper_3	L
95	7Networks_LH_SalVentAttn_ParOper_4	L
96	7Networks_LH_SalVentAttn_TempOcc_1	L
97	7Networks_LH_SalVentAttn_FrOperIns_1	L
98	7Networks_LH_SalVentAttn_FrOperIns_2	L
