index	name	hemisphere
0	Background	n/a
1	17Networks_LH_VisCent_ExStr_1	L
2	17Networks_LH_VisCent_ExStr_2	L
3	17Networks_LH_VisCent_ExStr_3	L
4	17Networks_LH_VisCent_ExStr_4	L
5	17Networks_LH_VisCent_ExStr_5	L
6	17Networks_LH_VisCent_ExStr_6	L
7	17Networks_LH_VisCent_Striate_1	L
8	17Networks_LH_VisCent_ExStr_7	L
9	17Networks_LH_VisCent_ExStr_8	L
10	17Networks_LH_VisCent_ExStr_9	L
11	17Networks_LH_VisCent_ExStr_10	L
12	17Networks_LH_VisCent_ExStr_11	L
13	17Networks_LH_VisPeri_ExStrInf_1	L
14	17Networks_LH_VisPeri_ExStrInf_2	L
15	17Networks_LH_VisPeri_ExStrInf_3	L
16	17Networks_LH_VisPeri_ExStrInf_4	L
17	17Networks_LH_VisPeri_ExStrInf_5	L
18	17Networks_LH_VisPeri_StriCal_1	L
19	17Networks_LH_VisPeri_StriCal_2	L
20	17Networks_LH_VisPeri_ExStrSup_1	L
21	17Networks_LH_VisPeri_ExStrSup_2	L
22	17Networks_LH_VisPeri_ExStrSup_3	L
23	17Networks_LH_VisPeri_ExStrSup_4	L
24	17Networks_LH_VisPeri_ExStrSup_5	L
25	17Networks_LH_SomMotA_1	L
26	17Networks_LH_SomMotA_2	L
27	17Networks_LH_SomMotA_3	L
28	17Networks_LH_SomMotA_4	L
29	17Networks_LH_SomMotA_5	L
30	17Networks_LH_SomMotA_6	L
31	17Networks_LH_SomMotA_7	L
32	17Networks_LH_SomMotA_8	L
33	17Networks_LH_SomMotA_9	L
34	17Networks_LH_SomMotA_10	L
35	17Networks_LH_SomMotA_11	L
36	17Networks_LH_SomMotA_12	L
37	17Networks_LH_SomMotA_13	L
38	17Networks_LH_SomMotA_14	L
39	17Networks_LH_SomMotA_15	L
40	17Networks_LH_SomMotA_16	L
41	17Networks_LH_SomMotA_17	L
42	17Networks_LH_SomMotA_18	L
43	17Networks_LH_SomMotA_19	L
44	17Networks_LH_SomMotB_Aud_1	L
45	17Networks_LH_SomMotB_Aud_2	L
46	17Networks_LH_SomMotB_Ins_1	L
47	17Networks_LH_SomMotB_S2_1	L
48	17Networks_LH_SomMotB_S2_2	L
49	17Networks_LH_SomMotB_Aud_3	L
50	17Networks_LH_SomMotB_Aud_4	L
51	17Networks_LH_SomMotB_S2_3	L
52	17Networks_LH_SomMotB_S2_4	L
53	17Networks_LH_SomMotB_S2_5	L
54	17Networks_LH_SomMotB_S2_6	L
55	17Networks_LH_SomMotB_Cent_1	L
56	17Networks_LH_SomMotB_Cent_2	L
57	17Networks_LH_SomMotB_Cent_3	L
58	17Networks_LH_SomMotB_Cent_4	L
59	17Networks_LH_SomMotB_Cent_5	L
60	17Networks_LH_DorsAttnA_TempOcc_1	L
61	17Networks_LH_DorsAttnA_TempOcc_2	L
62	17Networks_LH_DorsAttnA_TempOcc_3	L
63	17Networks_LH_DorsAttnA_TempOcc_4	L
64	17Networks_LH_DorsAttnA_ParOcc_1	L
65	17Networks_LH_DorsAttnA_ParOcc_2	L
66	17Networks_LH_DorsAttnA_SPL_1	L
67	17Networks_LH_DorsAttnA_SPL_2	L
68	17Networks_LH_DorsAttnA_SPL_3	L
69	17Networks_LH_DorsAttnA_SPL_4	L
70	17Networks_LH_DorsAttnA_SPL_5	L
71	17Networks_LH_DorsAttnA_SPL_6	L
72	17Networks_LH_DorsAttnA_SPL_7	L
73	17Networks_LH_DorsAttnB_PostC_1	L
74	17Networks_LH_DorsAttnB_PostC_2	L
75	17Networks_LH_DorsAttnB_PostC_3	L
76	17Networks_LH_DorsAttnB_PostC_4	L
77	17Networks_LH_DorsAttnB_PostC_5	L
78	17Networks_LH_DorsAttnB_PostC_6	L
79	17Networks_LH_DorsAttnB_PostC_7	L
80	17Networks_LH_DorsAttnB_PostC_8	L
81	17Networks_LH_DorsAttnB_PostC_9	L
82	17Networks_LH_DorsAttnB_FEF_1	L
83	17Networks_LH_DorsAttnB_FEF_2	L
84	17Networks_LH_DorsAttnB_FEF_3	L
85	17Networks_LH_DorsAttnB_PrCv_1	L
86	17Networks_LH_SalVentAttnA_ParOper_1	L
87	17Networks_LH_SalVentAttnA_ParOper_2	L
88	17Networks_LH_SalVentAttnA_ParOper_3	L
89	17Networks_LH_SalVentAttnA_Ins_1	L
90	17Networks_LH_SalVentAttnA_Ins_2	L
91	17Networks_LH_SalVentAttnA_Ins_3	L
92	17Networks_LH_SalVentAttnA_Ins_4	L
93	17Networks_LH_SalVentAttnA_FrOper_1	L
94	17Networks_LH_SalVentAttnA_FrOper_2	L
95	17Networks_LH_SalVentAttnA_ParMed_1	L
96	17Networks_LH_SalVentAttnA_ParMed_2	L
97	17Networks_LH_SalVentAttnA_ParMed_3	L
98	17Networks_LH_SalVentAttnA_FrMed_1	L
99	17Networks_LH_SalVentAttnA_FrMed_2	L
100	17Networks_LH_SalVentAttnA_FrMed_3	L
101	17Networks_LH_SalVentAttnB_PFCl_1	L
102	17Networks_LH_SalVentAttnB_PFCl_2	L
103	17Networks_LH_SalVentAttnB_PFCl_3	L
104	17Networks_LH_SalVentAttnB_Ins_1	L
105	17Networks_LH_SalVentAttnB_Ins_2	L
106	17Networks_LH_SalVentAttnB_Ins_3	L
107	17Networks_LH_SalVentAttnB_OFC_1	L
108	17Networks_LH_SalVentAttnB_PFCmp_1	L
109	17Networks_LH_LimbicB_OFC_1	L
110	17Networks_LH_LimbicB_OFC_2	L
111	17Networks_LH_LimbicB_OFC_3	L
112	17Networks_LH_LimbicB_OFC_4	L
113	17Networks_LH_LimbicB_OFC_5	L
114	17Networks_LH_LimbicA_TempPole_1	L
115	17Networks_LH_LimbicA_TempPole_2	L
116	17Networks_LH_LimbicA_TempPole_3	L
117	17Networks_LH_LimbicA_TempPole_4	L
118	17Networks_LH_LimbicA_TempPole_5	L
119	17Networks_LH_LimbicA_TempPole_6	L
120	17Networks_LH_LimbicA_TempPole_7	L
121	17Networks_LH_ContA_Temp_1	L
122	17Networks_LH_ContA_IPS_1	L
123	17Networks_LH_ContA_IPS_2	L
124	17Networks_LH_ContA_IPS_3	L
125	17Networks_LH_ContA_IPS_4	L
126	17Networks_LH_ContA_IPS_5	L
127	17Networks_LH_ContA_PFCd_1	L
128	17Networks_LH_ContA_PFClv_1	L
129	17Networks_LH_ContA_PFClv_2	L
130	17Networks_LH_ContA_PFCl_1	L
131	17Networks_LH_ContA_PFCl_2	L
132	17Networks_LH_ContA_PFCl_3	L
133	17Networks_LH_ContA_Cingm_1	L
134	17Networks_LH_ContB_Temp_1	L
135	17Networks_LH_ContB_Temp_2	L
136	17Networks_LH_ContB_IPL_1	L
137	17Networks_LH_ContB_IPL_2	L
138	17Networks_LH_ContB_IPL_3	L
139	17Networks_LH_ContB_PFCd_1	L
140	17Networks_LH_ContB_PFClv_1	L
141	17Networks_LH_ContB_PFClv_2	L
142	17Networks_LH_ContB_PFClv_3	L
143	17Networks_LH_ContB_PFCmp_1	L
144	17Networks_LH_ContC_pCun_1	L
145	17Networks_LH_ContC_pCun_2	L
146	17Networks_LH_ContC_pCun_3	L
147	17Networks_LH_ContC_Cingp_1	L
148	17Networks_LH_ContC_Cingp_2	L
149	17Networks_LH_DefaultA_IPL_1	L
150	17Networks_LH_DefaultA_IPL_2	L
151	17Networks_LH_DefaultA_PFCd_1	L
152	17Networks_LH_DefaultA_PFCd_2	L
153	17Networks_LH_DefaultA_PFCd_3	L
154	17Networks_LH_DefaultA_pCunPCC_1	L
155	17Networks_LH_DefaultA_pCunPCC_2	L
156	17Networks_LH_DefaultA_pCunPCC_3	L
157	17Networks_LH_DefaultA_pCunPCC_4	L
158	17Networks_LH_DefaultA_pCunPCC_5	L
159	17Networks_LH_DefaultA_pCunPCC_6	L
160	17Networks_LH_DefaultA_pCunPCC_7	L
161	17Networks_LH_DefaultA_PFCm_1	L
162	17Networks_LH_DefaultA_PFCm_2	L
163	17Networks_LH_DefaultA_PFCm_3	L
164	17Networks_LH_DefaultA_PFCm_4	L
165	17Networks_LH_DefaultA_PFCm_5	L
166	17Networks_LH_DefaultA_PFCm_6	L
167	17Networks_LH_DefaultB_Temp_1	L
168	17Networks_LH_DefaultB_Temp_2	L
169	17Networks_LH_DefaultB_Temp_3	L
170	17Networks_LH_DefaultB_Temp_4	L
171	17Networks_LH_DefaultB_Temp_5	L
172	17Networks_LH_DefaultB_Temp_6	L
173	17Networks_LH_DefaultB_IPL_1	L
174	17Networks_LH_DefaultB_IPL_2	L
175	17Networks_LH_DefaultB_PFCd_1	L
176	17Networks_LH_DefaultB_PFCd_2	L
177	17Networks_LH_DefaultB_PFCd_3	L
178	17Networks_LH_DefaultB_PFCd_4	L
179	17Networks_LH_DefaultB_PFCd_5	L
180	17Networks_LH_DefaultB_PFCd_6	L
181	17Networks_LH_DefaultB_PFCl_1	L
182	17Networks_LH_DefaultB_PFCl_2	L
183	17Networks_LH_DefaultB_PFCv_1	L
184	17Networks_LH_DefaultB_PFCv_2	L
185	17Networks_LH_DefaultB_PFCv_3	L
186	17Networks_LH_DefaultB_PFCv_4	L
187	17Networks_LH_DefaultB_PFCv_5	L
188	17Networks_LH_DefaultC_IPL_1	L
189	17Networks_LH_DefaultC_Rsp_1	L
190	17Networks_LH_DefaultC_Rsp_2	L
191	17Networks_LH_DefaultC_Rsp_3	L
192	17Networks_LH_DefaultC_PHC_1	L
193	17Networks_LH_DefaultC_PHC_2	L
194	17Networks_LH_DefaultC_PHC_3	L
195	17Networks_LH_TempPar_1	L
196	17Networks_LH_TempPar_2	L
197	17Networks_LH_TempPar_3	L
198	17Networks_LH_TempPar_4	L
199	17Networks_LH_TempPar_5	L
200	17Networks_LH_TempPar_6	L
201	17Networks_RH_VisCent_ExStr_1	R
202	17Networks_RH_VisCent_ExStr_2	R
203	17Networks_RH_VisCent_ExStr_3	R
204	17Networks_RH_VisCent_ExStr_4	R
205	17Networks_RH_VisCent_ExStr_5	R
206	17Networks_RH_VisCent_ExStr_6	R
207	17Networks_RH_VisCent_Striate_1	R
208	17Networks_RH_VisCent_ExStr_7	R
209	17Networks_RH_VisCent_ExStr_8	R
210	17Networks_RH_VisCent_ExStr_9	R
211	17Networks_RH_VisCent_ExStr_10	R
212	17Networks_RH_VisCent_ExStr_11	R
213	17Networks_RH_VisPeri_ExStrInf_1	R
214	17Networks_RH_VisPeri_ExStrInf_2	R
215	17Networks_RH_VisPeri_ExStrInf_3	R
216	17Networks_RH_VisPeri_ExStrInf_4	R
217	17Networks_RH_VisPeri_ExStrInf_5	R
218	17Networks_RH_VisPeri_StriCal_1	R
219	17Networks_RH_VisPeri_StriCal_2	R
220	17Networks_RH_VisPeri_ExStrSup_1	R
221	17Networks_RH_VisPeri_ExStrSup_2	R
222	17Networks_RH_VisPeri_ExStrSup_3	R
223	17Networks_RH_VisPeri_ExStrSup_4	R
224	17Networks_RH_SomMotA_1	R
225	17Networks_RH_SomMotA_2	R
226	17Networks_RH_SomMotA_3	R
227	17Networks_RH_SomMotA_4	R
228	17Networks_RH_SomMotA_5	R
229	17Networks_RH_SomMotA_6	R
230	17Networks_RH_SomMotA_7	R
231	17Networks_RH_SomMotA_8	R
232	17Networks_RH_SomMotA_9	R
233	17Networks_RH_SomMotA_10	R
234	17Networks_RH_SomMotA_11	R
235	17Networks_RH_SomMotA_12	R
236	17Networks_RH_SomMotA_13	R
237	17Networks_RH_SomMotA_14	R
238	17Networks_RH_SomMotA_15	R
239	17Networks_RH_SomMotA_16	R
240	17Networks_RH_SomMotA_17	R
241	17Networks_RH_SomMotA_18	R
242	17Networks_RH_SomMotA_19	R
243	17Networks_RH_SomMotA_20	R
244	17Networks_RH_SomMotB_Aud_1	R
245	17Networks_RH_SomMotB_Aud_2	R
246	17Networks_RH_SomMotB_Ins_1	R
247	17Networks_RH_SomMotB_S2_1	R
248	17Networks_RH_SomMotB_S2_2	R
249	17Networks_RH_SomMotB_Aud_3	R
250	17Networks_RH_SomMotB_S2_3	R
251	17Networks_RH_SomMotB_S2_4	R
252	17Networks_RH_SomMotB_S2_5	R
253	17Networks_RH_SomMotB_S2_6	R
254	17Networks_RH_SomMotB_S2_7	R
255	17Networks_RH_SomMotB_S2_8	R
256	17Networks_RH_SomMotB_Cent_1	R
257	17Networks_RH_SomMotB_Cent_2	R
258	17Networks_RH_SomMotB_Cent_3	R
259	17Networks_RH_DorsAttnA_TempOcc_1	R
260	17Networks_RH_DorsAttnA_TempOcc_2	R
261	17Networks_RH_DorsAttnA_TempOcc_3	R
262	17Networks_RH_DorsAttnA_ParOcc_1	R
263	17Networks_RH_DorsAttnA_ParOcc_2	R
264	17Networks_RH_DorsAttnA_ParOcc_3	R
265	17Networks_RH_DorsAttnA_SPL_1	R
266	17Networks_RH_DorsAttnA_SPL_2	R
267	17Networks_RH_DorsAttnA_SPL_3	R
268	17Networks_RH_DorsAttnA_SPL_4	R
269	17Networks_RH_DorsAttnA_SPL_5	R
270	17Networks_RH_DorsAttnA_SPL_6	R
271	17Networks_RH_DorsAttnA_SPL_7	R
272	17Networks_RH_DorsAttnA_SPL_8	R
273	17Networks_RH_DorsAttnB_TempOcc_1	R
274	17Networks_RH_DorsAttnB_PostC_1	R
275	17Networks_RH_DorsAttnB_PostC_2	R
276	17Networks_RH_DorsAttnB_PostC_3	R
277	17Networks_RH_DorsAttnB_PostC_4	R
278	17Networks_RH_DorsAttnB_PostC_5	R
279	17Networks_RH_DorsAttnB_PostC_6	R
280	17Networks_RH_DorsAttnB_PostC_7	R
