index	name	hemisphere
0	Background	bilateral
1	7Networks_LH_Vis_1	left
2	7Networks_LH_Vis_2	left
3	7Networks_LH_Vis_3	left
4	7Networks_LH_Vis_4	left
5	7Networks_LH_Vis_5	left
6	7Networks_LH_Vis_6	left
7	7Networks_LH_Vis_7	left
8	7Networks_LH_Vis_8	left
9	7Networks_LH_Vis_9	left
10	7Networks_LH_Vis_10	left
11	7Networks_LH_Vis_11	left
12	7Networks_LH_Vis_12	left
13	7Networks_LH_Vis_13	left
14	7Networks_LH_Vis_14	left
15	7Networks_LH_Vis_15	left
16	7Networks_LH_Vis_16	left
17	7Networks_LH_Vis_17	left
18	7Networks_LH_Vis_18	left
19	7Networks_LH_Vis_19	left
20	7Networks_LH_Vis_20	left
21	7Networks_LH_Vis_21	left
22	7Networks_LH_Vis_22	left
23	7Networks_LH_Vis_23	left
24	7Networks_LH_Vis_24	left
25	7Networks_LH_Vis_25	left
26	7Networks_LH_Vis_26	left
27	7Networks_LH_Vis_27	left
28	7Networks_LH_Vis_28	left
29	7Networks_LH_Vis_29	left
30	7Networks_LH_Vis_30	left
31	7Networks_LH_Vis_31	left
32	7Networks_LH_SomMot_1	left
33	7Networks_LH_SomMot_2	left
34	7Networks_LH_SomMot_3	left
35	7Networks_LH_SomMot_4	left
36	7Networks_LH_SomMot_5	left
37	7Networks_LH_SomMot_6	left
38	7Networks_LH_SomMot_7	left
39	7Networks_LH_SomMot_8	left
40	7Networks_LH_SomMot_9	left
41	7Networks_LH_SomMot_10	left
42	7Networks_LH_SomMot_11	left
43	7Networks_LH_SomMot_12	left
44	7Networks_LH_SomMot_13	left
45	7Networks_LH_SomMot_14	left
46	7Networks_LH_SomMot_15	left
47	7Networks_LH_SomMot_16	left
48	7Networks_LH_SomMot_17	left
49	7Networks_LH_SomMot_18	left
50	7Networks_LH_SomMot_19	left
51	7Networks_LH_SomMot_20	left
52	7Networks_LH_SomMot_21	left
53	7Networks_LH_SomMot_22	left
54	7Networks_LH_SomMot_23	left
55	7Networks_LH_SomMot_24	left
56	7Networks_LH_SomMot_25	left
57	7Networks_LH_SomMot_26	left
58	7Networks_LH_SomMot_27	left
59	7Networks_LH_SomMot_28	left
60	7Networks_LH_SomMot_29	left
61	7Networks_LH_SomMot_30	left
62	7Networks_LH_SomMot_31	left
63	7Networks_LH_SomMot_32	left
64	7Networks_LH_SomMot_33	left
65	7Networks_LH_SomMot_34	left
66	7Networks_LH_SomMot_35	left
67	7Networks_LH_SomMot_36	left
68	7Networks_LH_SomMot_37	left
69	7Networks_LH_DorsAttn_Post_1	left
70	7Networks_LH_DorsAttn_Post_2	left
71	7Networks_LH_DorsAttn_Post_3	left
72	7Networks_LH_DorsAttn_Post_4	left
73	7Networks_LH_DorsAttn_Post_5	left
74	7Networks_LH_DorsAttn_Post_6	left
75	7Networks_LH_DorsAttn_Post_7	left
76	7Networks_LH_DorsAttn_Post_8	left
77	7Networks_LH_DorsAttn_Post_9	left
78	7Networks_LH_DorsAttn_Post_10	left
79	7Networks_LH_DorsAttn_Post_11	left
80	7Networks_LH_DorsAttn_Post_12	left
81	7Networks_LH_DorsAttn_Post_13	left
82	7Networks_LH_DorsAttn_Post_14	left
83	7Networks_LH_DorsAttn_Post_15	left
84	7Networks_LH_DorsAttn_Post_16	left
85	7Networks_LH_DorsAttn_Post_17	left
86	7Networks_LH_DorsAttn_FEF_1	left
