index	name	hemisphere
0	Background	n/a
1	17Networks_LH_VisCent_ExStr_1	L
2	17Networks_LH_VisCent_ExStr_2	L
3	17Networks_LH_VisCent_Striate_1	L
4	17Networks_LH_VisCent_ExStr_3	L
5	17Networks_LH_VisCent_ExStr_4	L
6	17Networks_LH_VisCent_ExStr_5	L
7	17Networks_LH_VisPeri_ExStrInf_1	L
8	17Networks_LH_VisPeri_ExStrInf_2	L
9	17Networks_LH_VisPeri_ExStrInf_3	L
10	17Networks_LH_VisPeri_StriCal_1	L
11	17Networks_LH_VisPeri_ExStrSup_1	L
12	17Networks_LH_VisPeri_ExStrSup_2	L
13	17Networks_LH_SomMotA_1	L
14	17Networks_LH_SomMotA_2	L
15	17Networks_LH_SomMotA_3	L
16	17Networks_LH_SomMotA_4	L
17	17Networks_LH_SomMotA_5	L
18	17Networks_LH_SomMotA_6	L
19	17Networks_LH_SomMotA_7	L
20	17Networks_LH_SomMotA_8	L
21	17Networks_LH_SomMotB_Aud_1	L
22	17Networks_LH_SomMotB_Aud_2	L
23	17Networks_LH_SomMotB_S2_1	L
24	17Networks_LH_SomMotB_S2_2	L
25	17Networks_LH_SomMotB_Aud_3	L
26	17Networks_LH_SomMotB_S2_3	L
27	17Networks_LH_SomMotB_Cent_1	L
28	17Networks_LH_SomMotB_Cent_2	L
29	17Networks_LH_DorsAttnA_TempOcc_1	L
30	17Networks_LH_DorsAttnA_TempOcc_2	L
31	17Networks_LH_DorsAttnA_ParOcc_1	L
32	17Networks_LH_DorsAttnA_SPL_1	L
33	17Networks_LH_DorsAttnA_SPL_2	L
34	17Networks_LH_DorsAttnA_SPL_3	L
35	17Networks_LH_DorsAttnB_PostC_1	L
36	17Networks_LH_DorsAttnB_PostC_2	L
37	17Networks_LH_DorsAttnB_PostC_3	L
38	17Networks_LH_DorsAttnB_PostC_4	L
39	17Networks_LH_DorsAttnB_FEF_1	L
40	17Networks_LH_SalVentAttnA_ParOper_1	L
41	17Networks_LH_SalVentAttnA_Ins_1	L
42	17Networks_LH_SalVentAttnA_FrOper_1	L
43	17Networks_LH_SalVentAttnA_FrOper_2	L
44	17Networks_LH_SalVentAttnA_ParMed_1	L
45	17Networks_LH_SalVentAttnA_FrMed_1	L
46	17Networks_LH_SalVentAttnA_FrMed_2	L
47	17Networks_LH_SalVentAttnB_IPL_1	L
48	17Networks_LH_SalVentAttnB_PFCl_1	L
49	17Networks_LH_SalVentAttnB_Ins_1	L
50	17Networks_LH_SalVentAttnB_PFCmp_1	L
51	17Networks_LH_LimbicB_OFC_1	L
52	17Networks_LH_LimbicB_OFC_2	L
53	17Networks_LH_LimbicA_TempPole_1	L
54	17Networks_LH_LimbicA_TempPole_2	L
55	17Networks_LH_LimbicA_TempPole_3	L
56	17Networks_LH_LimbicA_TempPole_4	L
57	17Networks_LH_ContA_Temp_1	L
58	17Networks_LH_ContA_IPS_1	L
59	17Networks_LH_ContA_IPS_2	L
60	17Networks_LH_ContA_IPS_3	L
61	17Networks_LH_ContA_PFCd_1	L
62	17Networks_LH_ContA_PFClv_1	L
63	17Networks_LH_ContA_PFCl_1	L
64	17Networks_LH_ContA_PFCl_2	L
65	17Networks_LH_ContA_PFCl_3	L
66	17Networks_LH_ContA_Cingm_1	L
67	17Networks_LH_ContB_Temp_1	L
68	17Networks_LH_ContB_IPL_1	L
69	17Networks_LH_ContB_PFCl_1	L
70	17Networks_LH_ContB_PFClv_1	L
71	17Networks_LH_ContB_PFClv_2	L
72	17Networks_LH_ContC_pCun_1	L
73	17Networks_LH_ContC_pCun_2	L
74	17Networks_LH_ContC_Cingp_1	L
75	17Networks_LH_DefaultA_IPL_1	L
76	17Networks_LH_DefaultA_PFCd_1	L
77	17Networks_LH_DefaultA_pCunPCC_1	L
78	17Networks_LH_DefaultA_pCunPCC_2	L
79	17Networks_LH_DefaultA_pCunPCC_3	L
80	17Networks_LH_DefaultA_PFCm_1	L
81	17Networks_LH_DefaultA_PFCm_2	L
82	17Networks_LH_DefaultA_PFCm_3	L
83	17Networks_LH_DefaultB_Temp_1	L
84	17Networks_LH_DefaultB_Temp_2	L
85	17Networks_LH_DefaultB_Temp_3	L
86	17Networks_LH_DefaultB_Temp_4	L
87	17Networks_LH_DefaultB_IPL_1	L
88	17Networks_LH_DefaultB_PFCd_1	L
89	17Networks_LH_DefaultB_PFCd_2	L
90	17Networks_LH_DefaultB_PFCd_3	L
91	17Networks_LH_DefaultB_PFCd_4	L
92	17Networks_LH_DefaultB_PFCv_1	L
93	17Networks_LH_DefaultB_PFCv_2	L
94	17Networks_LH_DefaultB_PFCv_3	L
95	17Networks_LH_DefaultB_PFCv_4	L
96	17Networks_LH_DefaultC_IPL_1	L
97	17Networks_LH_DefaultC_Rsp_1	L
98	17Networks_LH_DefaultC_PHC_1	L
99	17Networks_LH_TempPar_1	L
100	17Networks_LH_TempPar_2	L
101	17Networks_RH_VisCent_ExStr_1	R
102	17Networks_RH_VisCent_ExStr_2	R
103	17Networks_RH_VisCent_Striate_1	R
104	17Networks_RH_VisCent_ExStr_3	R
105	17Networks_RH_VisCent_ExStr_4	R
106	17Networks_RH_VisCent_ExStr_5	R
107	17Networks_RH_VisPeri_ExStrInf_1	R
108	17Networks_RH_VisPeri_ExStrInf_2	R
109	17Networks_RH_VisPeri_StriCal_1	R
110	17Networks_RH_VisPeri_ExStrSup_1	R
111	17Networks_RH_VisPeri_ExStrSup_2	R
112	17Networks_RH_VisPeri_ExStrSup_3	R
113	17Networks_RH_SomMotA_1	R
114	17Networks_RH_SomMotA_2	R
115	17Networks_RH_SomMotA_3	R
116	17Networks_RH_SomMotA_4	R
117	17Networks_RH_SomMotA_5	R
118	17Networks_RH_SomMotA_6	R
119	17Networks_RH_SomMotA_7	R
120	17Networks_RH_SomMotA_8	R
121	17Networks_RH_SomMotA_9	R
122	17Networks_RH_SomMotA_10	R
123	17Networks_RH_SomMotA_11	R
124	17Networks_RH_SomMotB_Aud_1	R
125	17Networks_RH_SomMotB_Aud_2	R
126	17Networks_RH_SomMotB_S2_1	R
127	17Networks_RH_SomMotB_S2_2	R
128	17Networks_RH_SomMotB_S2_3	R
129	17Networks_RH_SomMotB_S2_4	R
130	17Networks_RH_SomMotB_Cent_1	R
131	17Networks_RH_DorsAttnA_TempOcc_1	R
132	17Networks_RH_DorsAttnA_ParOcc_1	R
133	17Networks_RH_DorsAttnA_SPL_1	R
134	17Networks_RH_DorsAttnA_SPL_2	R
135	17Networks_RH_DorsAttnA_SPL_3	R
136	17Networks_RH_DorsAttnA_SPL_4	R
137	17Networks_RH_DorsAttnB_PostC_1	R
138	17Networks_RH_DorsAttnB_PostC_2	R
139	17Networks_RH_DorsAttnB_PostC_3	R
140	17Networks_RH_DorsAttnB_PostC_4	R
141	17Networks_RH_DorsAttnB_FEF_1	R
142	17Networks_RH_SalVentAttnA_ParOper_1	R
143	17Networks_RH_SalVentAttnA_PrC_1	R
144	17Networks_RH_SalVentAttnA_Ins_1	R
145	17Networks_RH_SalVentAttnA_Ins_2	R
146	17Networks_RH_SalVentAttnA_FrOper_1	R
147	17Networks_RH_SalVentAttnA_FrMed_1	R
148	17Networks_RH_SalVentAttnA_ParMed_1	R
149	17Networks_RH_SalVentAttnA_ParMed_2	R
150	17Networks_RH_SalVentAttnA_FrMed_2	R
151	17Networks_RH_SalVentAttnB_IPL_1	R
152	17Networks_RH_SalVentAttnB_PFClv_1	R
153	17Networks_RH_SalVentAttnB_PFCl_1	R
154	17Networks_RH_SalVentAttnB_Ins_1	R
155	17Networks_RH_SalVentAttnB_Ins_2	R
156	17Networks_RH_SalVentAttnB_PFCmp_1	R
157	17Networks_RH_LimbicB_OFC_1	R
158	17Networks_RH_LimbicB_OFC_2	R
159	17Networks_RH_LimbicB_OFC_3	R
160	17Networks_RH_LimbicB_OFC_4	R
161	17Networks_RH_LimbicA_TempPole_1	R
162	17Networks_RH_LimbicA_TempPole_2	R
163	17Networks_RH_LimbicA_TempPole_3	R
164	17Networks_RH_LimbicA_TempPole_4	R
165	17Networks_RH_ContA_IPS_1	R
166	17Networks_RH_ContA_IPS_2	R
167	17Networks_RH_ContA_PFCd_1	R
168	17Networks_RH_ContA_PFCl_1	R
169	17Networks_RH_ContA_PFCl_2	R
170	17Networks_RH_ContA_Cingm_1	R
171	17Networks_RH_ContB_Temp_1	R
172	17Networks_RH_ContB_Temp_2	R
173	17Networks_RH_ContB_IPL_1	R
174	17Networks_RH_ContB_IPL_2	R
175	17Networks_RH_ContB_PFCld_1	R
176	17Networks_RH_ContB_PFCld_2	R
177	17Networks_RH_ContB_PFClv_1	R
178	17Networks_RH_ContB_PFClv_2	R
179	17Networks_RH_ContB_PFCmp_1	R
180	17Networks_RH_ContB_PFCld_3	R
181	17Networks_RH_ContC_pCun_1	R
182	17Networks_RH_ContC_pCun_2	R
183	17Networks_RH_ContC_Cingp_1	R
184	17Networks_RH_DefaultA_IPL_1	R
185	17Networks_RH_DefaultA_PFCd_1	R
186	17Networks_RH_DefaultA_pCunPCC_1	R
187	17Networks_RH_DefaultA_PFCm_1	R
188	17Networks_RH_DefaultA_PFCm_2	R
189	17Networks_RH_DefaultA_PFCm_3	R
190	17Networks_RH_DefaultB_Temp_1	R
191	17Networks_RH_DefaultB_AntTemp_1	R
192	17Networks_RH_DefaultB_PFCd_1	R
193	17Networks_RH_DefaultB_PFCv_1	R
194	17Networks_RH_DefaultC_IPL_1	R
195	17Networks_RH_DefaultC_Rsp_1	R
196	17Networks_RH_DefaultC_PHC_1	R
197	17Networks_RH_TempPar_1	R
198	17Networks_RH_TempPar_2	R
199	17Networks_RH_TempPar_3	R
200	17Networks_RH_TempPar_4	R
