index	name	hemisphere
0	Background	n/a
1	7Networks_LH_Vis_1	L
2	7Networks_LH_Vis_2	L
3	7Networks_LH_Vis_3	L
4	7Networks_LH_Vis_4	L
5	7Networks_LH_Vis_5	L
6	7Networks_LH_Vis_6	L
7	7Networks_LH_Vis_7	L
8	7Networks_LH_Vis_8	L
9	7Networks_LH_Vis_9	L
10	7Networks_LH_Vis_10	L
11	7Networks_LH_Vis_11	L
12	7Networks_LH_Vis_12	L
13	7Networks_LH_Vis_13	L
14	7Networks_LH_Vis_14	L
15	7Networks_LH_SomMot_1	L
16	7Networks_LH_SomMot_2	L
17	7Networks_LH_SomMot_3	L
18	7Networks_LH_SomMot_4	L
19	7Networks_LH_SomMot_5	L
20	7Networks_LH_SomMot_6	L
21	7Networks_LH_SomMot_7	L
22	7Networks_LH_SomMot_8	L
23	7Networks_LH_SomMot_9	L
24	7Networks_LH_SomMot_10	L
25	7Networks_LH_SomMot_11	L
26	7Networks_LH_SomMot_12	L
27	7Networks_LH_SomMot_13	L
28	7Networks_LH_SomMot_14	L
29	7Networks_LH_SomMot_15	L
30	7Networks_LH_SomMot_16	L
31	7Networks_LH_DorsAttn_Post_1	L
32	7Networks_LH_DorsAttn_Post_2	L
33	7Networks_LH_DorsAttn_Post_3	L
34	7Networks_LH_DorsAttn_Post_4	L
35	7Networks_LH_DorsAttn_Post_5	L
36	7Networks_LH_DorsAttn_Post_6	L
37	7Networks_LH_DorsAttn_Post_7	L
38	7Networks_LH_DorsAttn_Post_8	L
39	7Networks_LH_DorsAttn_Post_9	L
40	7Networks_LH_DorsAttn_Post_10	L
41	7Networks_LH_DorsAttn_FEF_1	L
42	7Networks_LH_DorsAttn_FEF_2	L
43	7Networks_LH_DorsAttn_PrCv_1	L
44	7Networks_LH_SalVentAttn_ParOper_1	L
45	7Networks_LH_SalVentAttn_ParOper_2	L
46	7Networks_LH_SalVentAttn_ParOper_3	L
47	7Networks_LH_SalVentAttn_FrOperIns_1	L
48	7Networks_LH_SalVentAttn_FrOperIns_2	L
49	7Networks_LH_SalVentAttn_FrOperIns_3	L
50	7Networks_LH_SalVentAttn_FrOperIns_4	L
51	7Networks_LH_SalVentAttn_PFCl_1	L
52	7Networks_LH_SalVentAttn_Med_1	L
53	7Networks_LH_SalVentAttn_Med_2	L
54	7Networks_LH_SalVentAttn_Med_3	L
55	7Networks_LH_Limbic_OFC_1	L
56	7Networks_LH_Limbic_OFC_2	L
57	7Networks_LH_Limbic_TempPole_1	L
58	7Networks_LH_Limbic_TempPole_2	L
59	7Networks_LH_Limbic_TempPole_3	L
60	7Networks_LH_Limbic_TempPole_4	L
61	7Networks_LH_Cont_Par_1	L
62	7Networks_LH_Cont_Par_2	L
63	7Networks_LH_Cont_Par_3	L
64	7Networks_LH_Cont_Temp_1	L
65	7Networks_LH_Cont_OFC_1	L
66	7Networks_LH_Cont_PFCl_1	L
67	7Networks_LH_Cont_PFCl_2	L
68	7Networks_LH_Cont_PFCl_3	L
69	7Networks_LH_Cont_PFCl_4	L
70	7Networks_LH_Cont_PFCl_5	L
71	7Networks_LH_Cont_pCun_1	L
72	7Networks_LH_Cont_Cing_1	L
73	7Networks_LH_Cont_Cing_2	L
74	7Networks_LH_Default_Temp_1	L
75	7Networks_LH_Default_Temp_2	L
76	7Networks_LH_Default_Temp_3	L
77	7Networks_LH_Default_Temp_4	L
78	7Networks_LH_Default_Temp_5	L
79	7Networks_LH_Default_Par_1	L
80	7Networks_LH_Default_Par_2	L
81	7Networks_LH_Default_Par_3	L
82	7Networks_LH_Default_Par_4	L
83	7Networks_LH_Default_PFC_1	L
84	7Networks_LH_Default_PFC_2	L
85	7Networks_LH_Default_PFC_3	L
86	7Networks_LH_Default_PFC_4	L
87	7Networks_LH_Default_PFC_5	L
88	7Networks_LH_Default_PFC_6	L
89	7Networks_LH_Default_PFC_7	L
90	7Networks_LH_Default_PFC_8	L
91	7Networks_LH_Default_PFC_9	L
92	7Networks_LH_Default_PFC_10	L
93	7Networks_LH_Default_PFC_11	L
