onset	duration	trial_type	rating_par
1.004	5	att_neut	n/a
7.012	3	rating_par	-0.500
15.011	5	att_neg	n/a
21.002	3	rating_par	2.500
29.018	5	att_neg	n/a
36.005	3	rating_par	1.500
41.017	5	suppr_neg	n/a
48.003	3	rating_par	-0.500
53.015	5	suppr_neg	n/a
61.015	3	rating_par	-0.500
69.014	5	att_neg	n/a
76.017	3	rating_par	-0.500
83.004	5	suppr_neg	n/a
89.012	3	rating_par	-0.500
100.015	5	att_neut	n/a
106.006	3	rating_par	-0.500
111.018	5	att_neut	n/a
117.009	3	rating_par	-0.500
121.008	5	suppr_neg	n/a
127.016	3	rating_par	0.500
139.015	5	att_neg	n/a
146.002	3	rating_par	0.500
150.018	5	att_neut	n/a
157.005	3	rating_par	-0.500
163.012	5	suppr_neg	n/a
171.012	3	rating_par	-0.500
176.007	5	att_neut	n/a
183.010	3	rating_par	-0.500
188.006	5	att_neut	n/a
196.005	3	rating_par	-0.500
201.017	5	att_neg	n/a
208.004	3	rating_par	0.500
212.003	5	att_neut	n/a
219.006	3	rating_par	-0.500
225.014	5	att_neg	n/a
233.013	3	rating_par	2.500
240.017	5	att_neut	n/a
247.004	3	rating_par	-0.500
252.016	5	suppr_neg	n/a
259.002	3	rating_par	0.500
263.002	5	att_neg	n/a
270.005	3	rating_par	1.500
276.013	5	att_neg	n/a
285.008	3	rating_par	-0.500
292.011	5	att_neut	n/a
301.006	3	rating_par	-0.500
307.014	5	suppr_neg	n/a
314.001	3	rating_par	-0.500
319.013	5	suppr_neg	n/a
325.004	3	rating_par	-0.500
332.007	5	suppr_neg	n/a
339.011	3	rating_par	0.500
344.006	5	suppr_neg	n/a
351.010	3	rating_par	-0.500
355.009	5	att_neg	n/a
361.017	3	rating_par	-0.500
365.016	5	att_neut	n/a
373.016	3	rating_par	-0.500
381.015	5	att_neg	n/a
387.006	3	rating_par	-0.500
