onset	duration	trial_type	rating_par
1.008	5	att_neg	n/a
8.012	3	rating_par	-0.300
13.007	5	att_neut	n/a
19.015	3	rating_par	-0.300
29.006	5	att_neg	n/a
37.005	3	rating_par	0.700
43.012	5	suppr_neg	n/a
49.004	3	rating_par	-0.300
53.003	5	suppr_neg	n/a
60.007	3	rating_par	-0.300
65.002	5	suppr_neg	n/a
71.010	3	rating_par	-0.300
77.017	5	suppr_neg	n/a
84.004	3	rating_par	0.700
89.016	5	att_neut	n/a
95.007	3	rating_par	-0.300
99.007	5	att_neg	n/a
105.014	3	rating_par	-0.300
111.005	5	att_neg	n/a
119.005	3	rating_par	-0.300
127.004	5	suppr_neg	n/a
134.007	3	rating_par	0.700
141.011	5	att_neut	n/a
147.002	3	rating_par	-0.300
151.001	5	att_neg	n/a
159.017	3	rating_par	0.700
170.004	5	att_neut	n/a
177.007	3	rating_par	-0.300
183.015	5	att_neg	n/a
190.001	3	rating_par	-0.300
194.018	5	att_neut	n/a
201.005	3	rating_par	-0.300
205.004	5	att_neut	n/a
212.007	3	rating_par	-0.300
217.003	5	suppr_neg	n/a
223.011	3	rating_par	-0.300
233.018	5	att_neut	n/a
241.017	3	rating_par	-0.300
248.004	5	att_neg	n/a
254.011	3	rating_par	0.700
259.007	5	suppr_neg	n/a
266.010	3	rating_par	0.700
272.001	5	att_neut	n/a
280.017	3	rating_par	-0.300
285.012	5	att_neut	n/a
292.016	3	rating_par	-0.300
297.011	5	suppr_neg	n/a
305.010	3	rating_par	-0.300
309.010	5	att_neg	n/a
316.013	3	rating_par	0.700
320.013	5	suppr_neg	n/a
326.004	3	rating_par	-0.300
339.015	5	suppr_neg	n/a
347.014	3	rating_par	-0.300
353.005	5	att_neg	n/a
362.017	3	rating_par	0.700
367.012	5	att_neg	n/a
375.011	3	rating_par	0.700
380.007	5	att_neut	n/a
386.014	3	rating_par	-0.300
