onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	889
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	773
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	897
30.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	587
40.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	711
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	756
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	581
76.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1216
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	587
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	541
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	446
126.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	490
136.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	862
150.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	651
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	690
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	694
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1186
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	876
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	535
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	689
234.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	828
248.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	550
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	801
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	450
