onset	trial_type	eventcode
25809	scrambled_new	17
26946	response	0
29355	famous_new	5
30105	response	0
32847	unfamiliar_new	13
33551	response	0
36412	unfamiliar_second_early	14
37110	response	0
39866	famous_new	5
40709	response	0
43394	famous_second_early	6
44115	response	0
46812	unfamiliar_new	13
47923	response	0
50340	scrambled_new	17
51381	response	0
53758	scrambled_second_late	19
54817	response	0
57342	scrambled_new	17
58430	response	0
60796	scrambled_second_early	18
61682	response	0
64453	famous_second_late	7
65345	response	0
67944	famous_new	5
68837	response	0
71381	famous_second_early	6
72320	response	0
74982	scrambled_new	17
76101	response	0
78400	scrambled_new	17
79337	response	0
81947	unfamiliar_second_late	15
82842	response	0
85346	famous_new	5
86307	response	0
88856	scrambled_second_late	19
89866	response	0
92200	scrambled_new	17
93201	response	0
95673	famous_new	5
96447	response	0
99073	unfamiliar_new	13
99848	response	0
102638	unfamiliar_second_early	14
103397	response	0
106129	scrambled_second_late	19
107101	response	0
109584	scrambled_new	17
110334	response	0
113038	scrambled_second_early	18
113741	response	0
116401	scrambled_second_late	19
117373	response	0
119929	famous_new	5
120713	response	0
123604	famous_second_early	6
124436	response	0
127004	famous_second_late	7
127883	response	0
130569	famous_new	5
131513	response	0
134005	scrambled_second_late	19
134996	response	0
137515	famous_new	5
138402	response	0
141171	famous_second_early	6
141967	response	0
144608	famous_second_late	7
145672	response	0
147952	scrambled_new	17
148872	response	0
151315	scrambled_second_early	18
152152	response	0
154825	famous_new	5
156012	response	0
158261	famous_second_early	6
159076	response	0
161844	famous_new	5
162734	response	0
165354	scrambled_new	17
166318	response	0
168735	scrambled_second_early	18
169628	response	0
172190	famous_second_late	7
173007	response	0
175663	unfamiliar_new	13
176413	response	0
179025	scrambled_new	17
179862	response	0
182627	unfamiliar_new	13
183290	response	0
186100	unfamiliar_second_early	14
186750	response	0
189647	famous_new	5
190512	response	0
193047	famous_second_late	7
193917	response	0
196446	famous_new	5
197223	response	0
199790	famous_second_early	6
200472	response	0
203153	unfamiliar_new	13
203956	response	0
206644	unfamiliar_second_early	14
207468	response	0
210246	unfamiliar_second_late	15
211264	response	0
213700	unfamiliar_new	13
214536	response	0
217210	unfamiliar_second_early	14
217987	response	0
220646	scrambled_second_late	19
221478	response	0
224266	unfamiliar_new	13
225090	response	0
227813	unfamiliar_second_early	14
228639	response	0
231304	famous_new	5
232531	response	0
234832	famous_second_late	7
235753	response	0
238434	unfamiliar_new	13
239415	response	0
241925	unfamiliar_second_early	14
242717	response	0
245306	unfamiliar_new	13
246146	response	0
248743	unfamiliar_second_early	14
249284	response	0
252326	scrambled_new	17
253135	response	0
255800	scrambled_second_early	18
256514	response	0
259309	unfamiliar_new	13
260296	response	0
262910	scrambled_new	17
263666	response	0
266420	famous_second_late	7
267432	response	0
269893	unfamiliar_new	13
270847	response	0
273311	unfamiliar_second_early	14
274123	response	0
276674	scrambled_new	17
277452	response	0
280257	famous_new	5
281047	response	0
283565	famous_second_early	6
284359	response	0
287038	scrambled_new	17
287896	response	0
290364	unfamiliar_second_late	15
291058	response	0
293910	unfamiliar_new	13
294806	response	0
297365	scrambled_second_late	19
298285	response	0
300875	scrambled_new	17
301706	response	0
304201	scrambled_new	17
305064	response	0
307765	scrambled_second_late	19
308593	response	0
311147	famous_new	5
312170	response	0
314546	famous_second_early	6
315286	response	0
318019	famous_new	5
318812	response	0
321510	scrambled_second_late	19
322713	response	0
325020	famous_new	5
325998	response	0
328530	unfamiliar_second_late	15
329428	response	0
332113	famous_new	5
333065	response	0
335678	famous_second_early	6
336455	response	0
339298	scrambled_second_late	19
340167	response	0
342789	scrambled_new	17
343824	response	0
346336	scrambled_second_late	19
347350	response	0
349772	famous_new	5
350635	response	0
353135	scrambled_new	17
353885	response	0
356534	scrambled_second_early	18
357187	response	0
359952	famous_second_late	7
360767	response	0
363628	unfamiliar_new	13
364537	response	0
367064	famous_second_late	7
368089	response	0
370555	scrambled_new	17
371536	response	0
374065	scrambled_second_early	18
375083	response	0
377593	famous_new	5
378727	response	0
380974	famous_second_early	6
381615	response	0
384502	scrambled_second_late	19
385328	response	0
387902	unfamiliar_new	13
388702	response	0
391413	famous_second_late	7
392147	response	0
394848	unfamiliar_new	13
395608	response	0
398431	unfamiliar_second_early	14
399111	response	0
401978	scrambled_new	17
402705	response	0
405451	scrambled_second_early	18
406141	response	0
408905	unfamiliar_second_late	15
409701	response	0
412397	unfamiliar_new	13
413347	response	0
415704	scrambled_new	17
416563	response	0
419343	unfamiliar_new	13
420146	response	0
422797	unfamiliar_second_late	15
423835	response	0
426270	famous_new	5
427142	response	0
429798	unfamiliar_new	13
430518	response	0
433235	unfamiliar_second_early	14
433805	response	0
436671	unfamiliar_new	13
437351	response	0
440217	unfamiliar_second_late	15
441037	response	0
443727	famous_new	5
444614	response	0
447329	scrambled_second_late	19
448100	response	0
450692	unfamiliar_new	13
451538	response	0
454220	unfamiliar_second_early	14
455084	response	0
457693	unfamiliar_second_late	15
458527	response	0
461055	unfamiliar_new	13
461781	response	0
464565	unfamiliar_second_early	14
465186	response	0
468112	famous_second_late	7
469209	response	0
471511	famous_new	5
472197	response	0
475021	famous_second_early	6
475544	response	0
478567	unfamiliar_new	13
479318	response	0
481930	unfamiliar_second_late	15
482725	response	0
485403	scrambled_new	17
