onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
226.355	0	eyes opened	66	45271
241.625	0	eyes closed	65	48325
267.305	0	eyes opened	66	53461
281.965	0	eyes closed	65	56393
301.585	0	eyes opened	66	60317
312.475	0	eyes closed	65	62495
347.135	0	eyes opened	66	69427
357.325	0	eyes closed	65	71465
370.925	0	eyes opened	66	74185
383.315	0	eyes closed	65	76663
395.665	0	eyes opened	66	79133
408.655	0	eyes closed	65	81731
425.045	0	eyes opened	66	85009
438.075	0	eyes closed	65	87615
472.235	0	eyes opened	66	94447
487.045	0	eyes closed	65	97409
511.215	0	eyes opened	66	102243
520.725	0	eyes closed	65	104145
531.185	0	discontinuity	2	106237
543.895	0	eyes opened	66	108779
554.405	0	eyes closed	65	110881
592.045	0	discontinuity	2	118409
604.545	0	eyes opened	66	120909
620.855	0	eyes closed	65	124171
636.085	0	hyperventilation 1	67	127217
699.035	0	hyperventilation 2	68	139807
769.685	0	hyperventilation 3	69	153937
832.255	0	recuperation	70	166451
948.115	0	discontinuity	2	189623
