filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0008	10.0008	OBJ	V	1	0.61811	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0017	16.0017	OBJ	V	1	0.69948	NR	NR	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0017	24.0017	GRE	V	1	0.81051	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"28.0012	32.0012	OBJ	NV	1	0.78723	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36.0014	42.0014	OBJ	V	1	0.54414	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0012	46.0012	GRE	V	1	0.68531	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0008	52.0008	GRE	V	1	0.86964	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.0018	60.0018	OBJ	V	1	0.70926	LC-HIT	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0018	64.0018	OBJ	NV	1	0.98541	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"66.0012	72.0012	GRE	V	1	0.65686	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"74.0012	76.0012	GRE	V	1	0.62896	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78.0014	82.0014	OBJ	V	1	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"84.0018	86.0018	OBJ	V	1	0.81809	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"88.0011	90.0011	OBJ	V	1	0.61451	HC-HIT	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"92.0019	96.0019	OBJ	NV	1	0.79167	LC-HIT	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"98.0015	104.0015	OBJ	V	1	0.82355	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"106.0038	110.0038	OBJ	V	1	0.66492	HC-HIT	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"112.0013	114.0013	OBJ	V	1	0.68439	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"116.0013	122.0013	GRE	V	1	0.86084	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"126.001	132.001	OBJ	V	1	0.66616	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"134.0014	140.0014	GRE	V	1	0.78553	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"142.001	144.001	OBJ	V	1	0.91782	HC-HIT	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"146.001	148.001	GRE	NV	1	0.72846	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"150.0016	156.0016	OBJ	V	1	0.89716	HC-MISS	0.89479	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"160.0015	166.0015	OBJ	V	1	0.66989	LC-MISS	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"168.0015	170.0015	OBJ	NV	1	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"174.0008	180.0008	GRE	V	1	0.70401	UT	UT	UT	UT"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"182.0016	188.0016	OBJ	V	1	"
func/sub-17task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"190.0012	196.0012	OBJ	V	1	0.77643	UT	UT	UT	UT"
