onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	630
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	496
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	500
30.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	529
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	531
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	639
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	577
76.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	532
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	631
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	592
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	491
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	436
140.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	448
150.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	588
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	646
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	538
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	893
196.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	664
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	667
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	606
232.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	553
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	466
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	459
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	662
