onset	duration	weight	trial_type
24.3064	1	1.0	Correct_Task
25.9464	1	1.0	Incorrect_Task
27.5864	1	1.0	No_Response_Task
29.2264	1	1.0	Correct_Task
30.8663	1	1.0	Correct_Task
32.5063	1	1.0	Incorrect_Task
34.1463	1	1.0	Incorrect_Task
35.7863	1	1.0	Incorrect_Task
37.4263	1	1.0	No_Response_Task
39.0663	1	1.0	Correct_Task
56.9728	1	1.0	Response_Control
58.6128	1	1.0	Response_Control
60.2528	1	1.0	No_Response_Control
61.8928	1	1.0	Response_Control
63.5327	1	1.0	Response_Control
65.1727	1	1.0	Response_Control
66.8127	1	1.0	No_Response_Control
68.4527	1	1.0	Response_Control
70.0927	1	1.0	Response_Control
71.7327	1	1.0	No_Response_Control
89.6392	1	1.0	Correct_Task
91.2792	1	1.0	Correct_Task
92.9192	1	1.0	Incorrect_Task
94.5592	1	1.0	Correct_Task
96.1991	1	1.0	Correct_Task
97.8391	1	1.0	No_Response_Task
99.4791	1	1.0	Correct_Task
101.1191	1	1.0	Correct_Task
102.7591	1	1.0	Correct_Task
104.3991	1	1.0	Correct_Task
122.3056	1	1.0	Response_Control
123.9456	1	1.0	Response_Control
125.5856	1	1.0	Response_Control
127.2255	1	1.0	Response_Control
128.8655	1	1.0	No_Response_Control
130.5055	1	1.0	Response_Control
132.1455	1	1.0	No_Response_Control
133.7855	1	1.0	Response_Control
135.4255	1	1.0	Response_Control
137.0655	1	1.0	Response_Control
154.972	1	1.0	Correct_Task
156.612	1	1.0	Correct_Task
158.252	1	1.0	Correct_Task
159.8919	1	1.0	Correct_Task
161.5319	1	1.0	Correct_Task
163.1719	1	1.0	Correct_Task
164.8119	1	1.0	Correct_Task
166.4519	1	1.0	Correct_Task
168.0919	1	1.0	Correct_Task
169.7319	1	1.0	Correct_Task
187.6384	1	1.0	Response_Control
189.2784	1	1.0	Response_Control
190.9184	1	1.0	Response_Control
192.5583	1	1.0	Response_Control
194.1983	1	1.0	Response_Control
195.8383	1	1.0	No_Response_Control
197.4783	1	1.0	Response_Control
199.1183	1	1.0	Response_Control
200.7583	1	1.0	Response_Control
202.3983	1	1.0	No_Response_Control
220.3048	1	1.0	Incorrect_Task
221.9448	1	1.0	No_Response_Task
223.5848	1	1.0	Incorrect_Task
225.2247	1	1.0	Incorrect_Task
226.8647	1	1.0	Correct_Task
228.5047	1	1.0	Correct_Task
230.1447	1	1.0	Correct_Task
231.7847	1	1.0	Correct_Task
233.4247	1	1.0	Correct_Task
235.0647	1	1.0	Correct_Task
252.9712	1	1.0	Response_Control
254.6112	1	1.0	Response_Control
256.2511	1	1.0	Response_Control
257.8911	1	1.0	Response_Control
259.5311	1	1.0	No_Response_Control
261.1711	1	1.0	Response_Control
262.8111	1	1.0	Response_Control
264.4511	1	1.0	Response_Control
266.0911	1	1.0	Response_Control
267.7311	1	1.0	No_Response_Control
285.6376	1	1.0	Correct_Task
287.2776	1	1.0	Correct_Task
288.9175	1	1.0	Correct_Task
290.5575	1	1.0	Correct_Task
292.1975	1	1.0	Correct_Task
293.8375	1	1.0	Correct_Task
295.4775	1	1.0	Correct_Task
297.1175	1	1.0	Correct_Task
298.7575	1	1.0	Correct_Task
300.3975	1	1.0	Correct_Task
318.304	1	1.0	Response_Control
319.944	1	1.0	Response_Control
321.5839	1	1.0	No_Response_Control
323.2239	1	1.0	Response_Control
324.8639	1	1.0	Response_Control
326.5039	1	1.0	Response_Control
328.1439	1	1.0	Response_Control
329.7839	1	1.0	No_Response_Control
331.4239	1	1.0	Response_Control
333.0638	1	1.0	No_Response_Control
350.9704	1	1.0	Correct_Task
352.6104	1	1.0	Correct_Task
354.2503	1	1.0	Correct_Task
355.8903	1	1.0	Incorrect_Task
357.5303	1	1.0	Correct_Task
359.1703	1	1.0	Correct_Task
360.8103	1	1.0	Incorrect_Task
362.4503	1	1.0	No_Response_Task
364.0903	1	1.0	Correct_Task
365.7302	1	1.0	Correct_Task
383.6368	1	1.0	Response_Control
385.2767	1	1.0	No_Response_Control
386.9167	1	1.0	Response_Control
388.5567	1	1.0	Response_Control
390.1967	1	1.0	Response_Control
391.8367	1	1.0	Response_Control
393.4767	1	1.0	No_Response_Control
395.1167	1	1.0	Response_Control
396.7567	1	1.0	Response_Control
398.3966	1	1.0	Response_Control
416.3032	1	1.0	Correct_Task
417.9431	1	1.0	Correct_Task
419.5831	1	1.0	Correct_Task
421.2231	1	1.0	Correct_Task
422.8631	1	1.0	Correct_Task
424.5031	1	1.0	Incorrect_Task
426.1431	1	1.0	Incorrect_Task
427.7831	1	1.0	Correct_Task
429.423	1	1.0	Correct_Task
431.063	1	1.0	Correct_Task
448.9696	1	1.0	Response_Control
450.6095	1	1.0	Response_Control
452.2495	1	1.0	Response_Control
453.8895	1	1.0	Response_Control
455.5295	1	1.0	No_Response_Control
457.1695	1	1.0	Response_Control
458.8095	1	1.0	Response_Control
460.4495	1	1.0	Response_Control
462.0894	1	1.0	Response_Control
463.7294	1	1.0	Response_Control
481.6359	1	1.0	Correct_Task
483.2759	1	1.0	Correct_Task
484.9159	1	1.0	Correct_Task
486.5559	1	1.0	Correct_Task
488.1959	1	1.0	Correct_Task
489.8359	1	1.0	Correct_Task
491.4759	1	1.0	No_Response_Task
493.1158	1	1.0	Incorrect_Task
494.7558	1	1.0	Correct_Task
496.3958	1	1.0	Incorrect_Task
514.3023	1	1.0	Response_Control
515.9423	1	1.0	Response_Control
517.5823	1	1.0	Response_Control
519.2223	1	1.0	Response_Control
520.8623	1	1.0	Response_Control
522.5023	1	1.0	Response_Control
524.1423	1	1.0	Response_Control
525.7822	1	1.0	Response_Control
527.4222	1	1.0	Response_Control
529.0622	1	1.0	Response_Control
