filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0009	10.0009	GRE	V	1	0.65521	UT	UT	UT	UT"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0008	16.0008	OBJ	V	1	"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0018	20.0018	OBJ	V	1	0.63011	HC-HIT	0.84612	1	0.090984"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"22.0013	28.0013	OBJ	V	1	0.53317	HC-HIT	"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"30.0012	32.0012	OBJ	V	1	0.55278	HC-HIT	"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"34.0016	40.0016	OBJ	NV	1	0.85656	HC-HIT	0.89096	1	0.085345"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0018	50.0018	GRE	V	1	0.62278	UT	UT	UT	UT"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.0015	60.0015	OBJ	V	1	0.60321	UT	UT	UT	UT"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0007	68.0007	OBJ	V	1	0.65041	HC-MISS	"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"70.0011	76.0011	GRE	V	1	"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78.0008	80.0008	OBJ	NV	1	0.98986	HC-MISS	0.94468	UT	UT"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"84.0011	88.0011	OBJ	V	1	0.60591	UT	UT	UT	UT"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"90.0007	92.0007	OBJ	V	1	0.62549	HC-HIT	0.81449	1	0.13968"
func/sub-04task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"96.0008	100.0008	OBJ	V	1	0.74566	HC-HIT	"
