onset	trial_type	eventcode
40159	scrambled_new	17
40749	response	0
43650	scrambled_new	17
44378	response	0
47031	scrambled_new	17
48168	response	0
50357	scrambled_second_early	18
51090	response	0
53886	famous_new	5
54585	response	0
57267	famous_second_early	6
57925	response	0
60666	scrambled_new	17
61491	response	0
64084	scrambled_second_early	18
64947	response	0
67539	famous_new	5
68187	response	0
70920	scrambled_second_late	19
71588	response	0
74466	scrambled_new	17
75251	response	0
78086	scrambled_second_early	18
78717	response	0
81394	scrambled_second_late	19
82303	response	0
84849	famous_new	5
85529	response	0
88377	unfamiliar_new	13
89030	response	0
91886	scrambled_new	17
92704	response	0
95323	famous_new	5
96013	response	0
98888	famous_second_early	6
99436	response	0
102305	famous_second_late	7
103142	response	0
105778	unfamiliar_new	13
106418	response	0
109251	unfamiliar_new	13
109938	response	0
112633	unfamiliar_second_early	14
113064	response	0
115995	famous_second_late	7
116702	response	0
119321	famous_new	5
120061	response	0
122941	unfamiliar_second_late	15
123590	response	0
126378	famous_new	5
127181	response	0
129814	scrambled_second_late	19
130446	response	0
133269	famous_new	5
133943	response	0
136852	unfamiliar_new	13
137659	response	0
137780	response	0
140251	unfamiliar_second_early	14
140754	response	0
143743	unfamiliar_second_late	15
144445	response	0
147363	famous_new	5
148059	response	0
150689	unfamiliar_new	13
151319	response	0
154217	famous_second_late	7
154985	response	0
157708	unfamiliar_new	13
158283	response	0
161218	famous_second_late	7
161800	response	0
164636	unfamiliar_new	13
165271	response	0
168164	unfamiliar_second_early	14
168740	response	0
171692	famous_second_late	7
172260	response	0
175165	unfamiliar_new	13
175753	response	0
178565	unfamiliar_second_early	14
179075	response	0
181964	unfamiliar_new	13
182789	response	0
185547	unfamiliar_second_early	14
186323	response	0
189222	famous_second_late	7
190095	response	0
192695	famous_new	5
193757	response	0
196187	famous_second_early	6
197022	response	0
199642	unfamiliar_second_late	15
200331	response	0
203243	scrambled_new	17
203899	response	0
206716	scrambled_second_early	18
207657	response	0
210318	unfamiliar_second_late	15
211012	response	0
213828	unfamiliar_new	13
214794	response	0
217356	famous_new	5
218099	response	0
220792	famous_new	5
221518	response	0
224173	famous_second_early	6
224794	response	0
227609	famous_new	5
228441	response	0
231119	unfamiliar_new	13
231716	response	0
234537	unfamiliar_new	13
235243	response	0
238011	unfamiliar_second_early	14
238505	response	0
241593	unfamiliar_second_late	15
242216	response	0
245103	famous_new	5
245732	response	0
248502	famous_second_late	7
249195	response	0
251994	scrambled_new	17
252759	response	0
255504	scrambled_second_early	18
256406	response	0
258958	famous_new	5
259746	response	0
262505	famous_second_early	6
263281	response	0
266014	famous_second_late	7
266721	response	0
269598	unfamiliar_new	13
270239	response	0
273144	unfamiliar_second_early	14
273684	response	0
276562	unfamiliar_second_late	15
277167	response	0
279962	scrambled_new	17
280588	response	0
283306	unfamiliar_new	13
284031	response	0
286889	famous_second_late	7
287535	response	0
290455	scrambled_new	17
291147	response	0
294037	scrambled_second_early	18
294633	response	0
297474	scrambled_new	17
298039	response	0
300836	scrambled_new	17
301479	response	0
304254	famous_new	5
305014	response	0
307893	scrambled_second_late	19
308566	response	0
311237	famous_new	5
311905	response	0
314747	unfamiliar_second_late	15
315407	response	0
318275	famous_new	5
318895	response	0
321803	scrambled_new	17
322418	response	0
325294	scrambled_second_early	18
326146	response	0
328914	scrambled_second_late	19
329689	response	0
332516	scrambled_new	17
333475	response	0
335971	scrambled_second_late	19
336760	response	0
339444	famous_new	5
340266	response	0
342862	famous_second_early	6
343467	response	0
346482	famous_second_late	7
347156	response	0
349936	famous_new	5
350660	response	0
353409	famous_second_early	6
353952	response	0
357048	famous_second_late	7
357681	response	0
360594	unfamiliar_new	13
361242	response	0
363883	unfamiliar_second_early	14
364423	response	0
367265	famous_second_late	7
367856	response	0
370903	unfamiliar_new	13
371490	response	0
374413	unfamiliar_second_early	14
375152	response	0
377941	scrambled_new	17
378532	response	0
381377	scrambled_second_early	18
382254	response	0
384813	scrambled_second_late	19
385576	response	0
388305	scrambled_new	17
389068	response	0
391925	scrambled_second_early	18
392679	response	0
395251	famous_new	5
395976	response	0
398651	scrambled_new	17
399404	response	0
402123	famous_new	5
402703	response	0
405578	famous_second_early	6
406093	response	0
409253	scrambled_new	17
409862	response	0
412653	scrambled_new	17
413166	response	0
416145	scrambled_second_early	18
416606	response	0
419580	famous_new	5
420246	response	0
422961	famous_second_late	7
423677	response	0
426453	scrambled_new	17
427168	response	0
429944	scrambled_second_early	18
430703	response	0
433491	scrambled_second_late	19
434125	response	0
436964	scrambled_new	17
437658	response	0
440345	scrambled_new	17
441142	response	0
443836	scrambled_second_late	19
444577	response	0
447144	unfamiliar_new	13
447964	response	0
450727	unfamiliar_second_early	14
451409	response	0
454365	unfamiliar_new	13
454977	response	0
457985	famous_second_late	7
458733	response	0
461642	famous_new	5
462463	response	0
465043	unfamiliar_new	13
465734	response	0
468588	unfamiliar_second_early	14
469307	response	0
472061	scrambled_second_late	19
472737	response	0
475534	unfamiliar_new	13
476261	response	0
479025	scrambled_second_late	19
479817	response	0
482499	unfamiliar_new	13
483291	response	0
485972	unfamiliar_second_early	14
486670	response	0
489573	famous_new	5
490521	response	0
493175	unfamiliar_second_late	15
493828	response	0
496648	scrambled_new	17
497318	response	0
500213	scrambled_second_early	18
500817	response	0
503557	famous_second_late	7
504213	response	0
507012	unfamiliar_new	13
507742	response	0
510485	unfamiliar_second_early	14
511058	response	0
514086	famous_new	5
514857	response	0
517670	unfamiliar_second_late	15
518321	response	0
521143	unfamiliar_new	13
521844	response	0
524634	scrambled_new	17
525464	response	0
528144	scrambled_second_early	18
528806	response	0
531653	famous_second_late	7
532413	response	0
535163	unfamiliar_new	13
535931	response	0
538636	unfamiliar_new	13
539350	response	0
