onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1.0	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
25.0143636364	n/a	6253.5909	show_face_initial	famous_face	first_show	1	n/a	5	f108.bmp
25.8598181818	n/a	6464.9545	right_press	n/a	n/a	1	n/a	4096	n/a
25.9516363636	n/a	6487.9091	show_circle	n/a	n/a	1	n/a	0	circle.bmp
27.6516363636	n/a	6912.9091	show_cross	n/a	n/a	2	n/a	1	cross.bmp
28.2552727273	n/a	7063.8182	show_face	scrambled_face	first_show	2	n/a	17	s141.bmp
28.9170909091	n/a	7229.2727	left_press	n/a	n/a	2	n/a	256	n/a
29.2725454545	n/a	7318.1364	show_circle	n/a	n/a	2	n/a	0	circle.bmp
30.9725454545	n/a	7743.1364	show_cross	n/a	n/a	3	n/a	1	cross.bmp
31.4452727273	n/a	7861.3182	show_face	scrambled_face	immediate_repeat	3	1	18	s141.bmp
32.1234545455	n/a	8030.8636	left_press	n/a	n/a	3	n/a	256	n/a
32.3816363636	n/a	8095.4091	show_circle	n/a	n/a	3	n/a	0	circle.bmp
34.081636363600005	n/a	8520.4091	show_cross	n/a	n/a	4	n/a	1	cross.bmp
34.569818181799995	n/a	8642.4545	show_face	unfamiliar_face	first_show	4	n/a	13	u132.bmp
35.3943636364	n/a	8848.5909	right_press	n/a	n/a	4	n/a	4096	n/a
35.4189090909	n/a	8854.7273	show_circle	n/a	n/a	4	n/a	0	circle.bmp
37.1189090909	n/a	9279.7273	show_cross	n/a	n/a	5	n/a	1	cross.bmp
37.7434545455	n/a	9435.8636	show_face	unfamiliar_face	immediate_repeat	5	1	14	u132.bmp
38.1970909091	n/a	9549.2727	right_press	n/a	n/a	5	n/a	4096	n/a
38.5725454545	n/a	9643.1364	show_circle	n/a	n/a	5	n/a	0	circle.bmp
40.2725454545	n/a	10068.1364	show_cross	n/a	n/a	6	n/a	1	cross.bmp
40.7834545455	n/a	10195.8636	show_face	scrambled_face	first_show	6	n/a	17	s033.bmp
41.6189090909	n/a	10404.7273	right_press	n/a	n/a	6	n/a	4096	n/a
41.758909090900005	n/a	10439.7273	show_circle	n/a	n/a	6	n/a	0	circle.bmp
43.4589090909	n/a	10864.7273	show_cross	n/a	n/a	7	n/a	1	cross.bmp
44.0743636364	n/a	11018.5909	show_face	scrambled_face	immediate_repeat	7	1	18	s033.bmp
44.5670909091	n/a	11141.7727	right_press	n/a	n/a	7	n/a	4096	n/a
45.0161818182	n/a	11254.0455	show_circle	n/a	n/a	7	n/a	0	circle.bmp
46.7161818182	n/a	11679.0455	show_cross	n/a	n/a	8	n/a	1	cross.bmp
47.2489090909	n/a	11812.2273	show_face	scrambled_face	first_show	8	n/a	17	s062.bmp
47.8234545455	n/a	11955.8636	left_press	n/a	n/a	8	n/a	256	n/a
48.2470909091	n/a	12061.7727	show_circle	n/a	n/a	8	n/a	0	circle.bmp
49.9470909091	n/a	12486.7727	show_cross	n/a	n/a	9	n/a	1	cross.bmp
50.438909090900005	n/a	12609.7273	show_face	famous_face	first_show	9	n/a	5	f102.bmp
51.1325454545	n/a	12783.1364	right_press	n/a	n/a	9	n/a	4096	n/a
51.2798181818	n/a	12819.9545	show_circle	n/a	n/a	9	n/a	0	circle.bmp
52.979818181800006	n/a	13244.9545	show_cross	n/a	n/a	10	n/a	1	cross.bmp
53.5298181818	n/a	13382.4545	show_face	famous_face	immediate_repeat	10	1	6	f102.bmp
54.0234545455	n/a	13505.8636	right_press	n/a	n/a	10	n/a	4096	n/a
