onset	duration	trial_type	rating_par
1.010	5.000	att_neut	n/a
7.017	0.741	rating_par	-0.767
15.017	5.000	att_neg	n/a
21.008	0.586	rating_par	-0.767
29.007	5.000	att_neg	n/a
36.010	0.304	rating_par	0.233
41.006	5.000	suppr_neg	n/a
48.009	0.287	rating_par	0.233
53.004	5.000	suppr_neg	n/a
61.004	0.333	rating_par	0.233
69.003	5.000	att_neg	n/a
76.006	0.324	rating_par	2.233
83.010	5.000	suppr_neg	n/a
89.017	0.553	rating_par	-0.767
100.004	5.000	att_neut	n/a
106.011	0.516	rating_par	-0.767
111.007	5.000	att_neut	n/a
117.014	0.476	rating_par	-0.767
121.014	5.000	suppr_neg	n/a
127.005	0.308	rating_par	0.233
139.004	5.000	att_neg	n/a
146.007	0.515	rating_par	2.233
150.007	5.000	att_neut	n/a
157.010	0.385	rating_par	-0.767
163.018	5.000	suppr_neg	n/a
171.017	0.343	rating_par	-0.767
176.012	5.000	att_neut	n/a
183.016	0.923	rating_par	-0.767
188.011	5.000	att_neut	n/a
196.010	0.966	rating_par	-0.767
201.006	5.000	att_neg	n/a
208.009	1.960	rating_par	1.233
212.009	5.000	att_neut	n/a
219.012	0.412	rating_par	-0.767
225.003	5.000	att_neg	n/a
233.002	0.424	rating_par	0.233
240.006	5.000	att_neut	n/a
247.009	0.472	rating_par	-0.767
252.005	5.000	suppr_neg	n/a
259.008	0.379	rating_par	-0.767
263.008	5.000	att_neg	n/a
270.011	0.287	rating_par	1.233
276.002	5.000	att_neg	n/a
285.014	0.677	rating_par	2.233
292.017	5.000	att_neut	n/a
301.012	0.556	rating_par	-0.767
307.003	5.000	suppr_neg	n/a
314.006	0.379	rating_par	-0.767
319.002	5.000	suppr_neg	n/a
325.009	1.359	rating_par	-0.767
332.013	5.000	suppr_neg	n/a
339.016	0.528	rating_par	-0.767
344.012	5.000	suppr_neg	n/a
351.015	0.609	rating_par	-0.767
355.015	5.000	att_neg	n/a
361.006	0.421	rating_par	2.233
365.005	5.000	att_neut	n/a
373.005	0.364	rating_par	-0.767
381.004	5.000	att_neg	n/a
387.011	0.766	rating_par	1.233
