onset	duration	trial_type	TrialType	SSD
0.0	1.5	successful stop	1	0.28
3.25	1.5	go	0	0.0
7.25	1.5	go	0	0.0
9.625	1.5	go	0	0.0
12.125	1.5	go	0	0.0
14.5	1.5	go	0	0.0
19.0	1.5	failed stop	1	0.32
24.5	1.5	go	0	0.0
26.625	1.5	go	0	0.0
28.75	1.5	go	0	0.0
31.75	1.5	go	0	0.0
34.5	1.5	failed stop	1	0.32
37.375	1.5	go	0	0.0
40.875	1.5	failed stop	1	0.28
46.0	1.5	go	0	0.0
48.875	1.5	go	0	0.0
51.25	1.5	go	0	0.0
53.375	1.5	go	0	0.0
55.5	1.5	successful stop	1	0.32
57.75	1.5	go	0	0.0
60.5	1.5	go	0	0.0
64.0	1.5	successful stop	1	0.28
66.75	1.5	go	0	0.0
69.125	1.5	go	0	0.0
71.125	1.5	go	0	0.0
73.375	1.5	failed stop	1	0.32
75.375	1.5	go	0	0.0
78.125	1.5	go	0	0.0
80.625	1.5	failed stop	1	0.36
82.875	1.5	go	0	0.0
87.375	1.5	go	0	0.0
90.0	1.5	go	0	0.0
92.5	1.5	junk	0	0.0
95.0	1.5	go	0	0.0
97.0	1.5	go	0	0.0
99.625	1.5	failed stop	1	0.28
104.375	1.5	go	0	0.0
107.0	1.5	go	0	0.0
109.625	1.5	failed stop	1	0.36
112.375	1.5	go	0	0.0
115.25	1.5	go	0	0.0
118.0	1.5	successful stop	1	0.36
121.625	1.5	go	0	0.0
123.625	1.5	go	0	0.0
125.75	1.5	go	0	0.0
128.5	1.5	go	0	0.0
130.625	1.5	go	0	0.0
133.375	1.5	failed stop	1	0.28
135.875	1.5	go	0	0.0
138.5	1.5	go	0	0.0
142.375	1.5	go	0	0.0
144.375	1.5	successful stop	1	0.24
147.625	1.5	successful stop	1	0.24
149.875	1.5	go	0	0.0
152.0	1.5	go	0	0.0
155.5	1.5	go	0	0.0
158.0	1.5	go	0	0.0
162.125	1.5	go	0	0.0
165.75	1.5	failed stop	1	0.36
168.0	1.5	go	0	0.0
170.5	1.5	successful stop	1	0.32
173.0	1.5	go	0	0.0
175.875	1.5	go	0	0.0
178.0	1.5	go	0	0.0
181.875	1.5	go	0	0.0
185.125	1.5	failed stop	1	0.28
190.5	1.5	go	0	0.0
192.75	1.5	go	0	0.0
195.375	1.5	go	0	0.0
198.25	1.5	go	0	0.0
200.5	1.5	go	0	0.0
202.75	1.5	successful stop	1	0.36
204.75	1.5	failed stop	1	0.36
206.875	1.5	go	0	0.0
209.0	1.5	go	0	0.0
212.0	1.5	go	0	0.0
214.0	1.5	go	0	0.0
216.875	1.5	go	0	0.0
219.5	1.5	go	0	0.0
223.5	1.5	successful stop	1	0.24
226.0	1.5	failed stop	1	0.32
228.375	1.5	go	0	0.0
231.375	1.5	go	0	0.0
234.125	1.5	go	0	0.0
236.75	1.5	go	0	0.0
238.875	1.5	go	0	0.0
242.875	1.5	failed stop	1	0.36
246.375	1.5	go	0	0.0
248.875	1.5	go	0	0.0
251.875	1.5	junk	0	0.0
255.125	1.5	failed stop	1	0.24
258.5	1.5	go	0	0.0
263.0	1.5	successful stop	1	0.32
265.375	1.5	go	0	0.0
267.5	1.5	go	0	0.0
271.25	1.5	go	0	0.0
273.25	1.5	go	0	0.0
275.625	1.5	go	0	0.0
280.375	1.5	failed stop	1	0.32
282.875	1.5	go	0	0.0
285.0	1.5	failed stop	1	0.24
287.875	1.5	go	0	0.0
290.0	1.5	go	0	0.0
292.25	1.5	go	0	0.0
295.625	1.5	go	0	0.0
297.75	1.5	go	0	0.0
300.125	1.5	go	0	0.0
302.125	1.5	failed stop	1	0.24
304.875	1.5	go	0	0.0
307.875	1.5	go	0	0.0
311.625	1.5	failed stop	1	0.36
313.625	1.5	go	0	0.0
315.875	1.5	go	0	0.0
318.25	1.5	go	0	0.0
322.75	1.5	successful stop	1	0.28
325.0	1.5	go	0	0.0
328.0	1.5	go	0	0.0
331.875	1.5	go	0	0.0
334.625	1.5	successful stop	1	0.28
337.375	1.5	go	0	0.0
340.25	1.5	go	0	0.0
343.125	1.5	successful stop	1	0.24
345.375	1.5	go	0	0.0
347.75	1.5	junk	0	0.0
351.25	1.5	successful stop	1	0.24
354.0	1.5	go	0	0.0
356.625	1.5	go	0	0.0
359.125	1.5	go	0	0.0
