onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	554
10.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	534
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	507
30.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	510
42.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	585
54.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	731
64.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	648
76.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	619
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	501
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	471
116.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	704
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	402
140.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	479
150.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	570
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	612
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	649
184.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	571
196.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	487
208.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	640
220.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	636
232.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	454
246.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	656
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	595
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	445
