onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	1	2	incongruent	755	n/a
2.5	1.0	incongruent_correct	n/a	1	2	incongruent	465	n/a
5.0	1.0	congruent_correct	n/a	1	1	congruent	423	n/a
7.5	1.0	congruent_correct	n/a	1	1	congruent	347	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	567	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	484	n/a
20.0	1.0	incongruent_correct	n/a	1	2	incongruent	635	n/a
22.5	1.0	incongruent_correct	n/a	1	2	incongruent	470	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	547	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	417	n/a
30.0	1.0	congruent_correct	n/a	1	1	congruent	421	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	425	n/a
45.0	1.0	congruent_correct	n/a	1	1	congruent	513	n/a
47.5	1.0	congruent_correct	n/a	1	1	congruent	454	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	531	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	528	n/a
55.0	1.0	congruent_correct	n/a	1	1	congruent	435	n/a
57.5	1.0	incongruent_correct	n/a	1	2	incongruent	544	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	613	n/a
67.5	1.0	incongruent_correct	n/a	1	2	incongruent	443	n/a
70.0	1.0	incongruent_correct	n/a	1	2	incongruent	471	n/a
72.5	1.0	incongruent_correct	n/a	1	2	incongruent	460	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	416	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	389	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	426	n/a
82.5	1.0	congruent_correct	n/a	1	1	congruent	366	n/a
85.0	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
87.5	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	493	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	378	n/a
95.0	1.0	incongruent_correct	n/a	1	2	incongruent	542	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	435	n/a
100.0	1.0	incongruent_correct	n/a	1	2	incongruent	456	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
105.0	1.0	congruent_correct	n/a	1	1	congruent	568	n/a
107.5	1.0	congruent_correct	n/a	1	1	congruent	405	n/a
110.0	1.0	incongruent_correct	n/a	1	2	incongruent	482	n/a
112.5	1.0	incongruent_correct	n/a	1	2	incongruent	472	n/a
120.0	1.0	incongruent_correct	n/a	1	2	incongruent	589	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	402	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	382	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
135.0	1.0	incongruent_correct	n/a	1	2	incongruent	528	n/a
137.5	1.0	congruent_correct	n/a	1	1	congruent	380	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	606	n/a
145.0	1.0	congruent_correct	n/a	1	1	congruent	387	n/a
147.5	1.0	incongruent_correct	n/a	1	2	incongruent	520	n/a
150.0	1.0	congruent_correct	n/a	1	1	congruent	452	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	385	n/a
