onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	687
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	611
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	502
30.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	425
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	564
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	416
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	491
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	502
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	448
102.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	394
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	397
130.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	503
144.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	448
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	444
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	432
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	386
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	492
196.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	378
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	484
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	375
232.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	402
246.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	500
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	430
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	479
