filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0001	10.0001	OBJ	V	1	0.55897	UT	UT	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0019	16.0019	OBJ	V	1	0.57596	HC-MISS	0.70399	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0015	24.0015	GRE	V	1	0.64833	UT	UT	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"26.0008	30.0008	OBJ	NV	1	"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"32.0008	36.0008	OBJ	V	1	0.69162	UT	UT	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"38.0013	44.0013	GRE	V	1	0.61097	UT	UT	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0008	52.0008	GRE	V	1	0.57847	UT	UT	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.001	60.001	OBJ	V	1	"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0015	66.0015	OBJ	NV	1	0.75635	HC-MISS	0.83711	UT	UT"
func/sub-11task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"68.0014	72.0014	GRE	V	1	0.64593	UT	UT	UT	UT"
